Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,5.90435,0.0,16.0,1.0,0.0,0.60884,0.00239,1.63936
2.6,4.69024,0.0,13.0,1.0,0.0,0.55512,0.00239,1.3037
2.7,3.72409,0.0,11.0,1.0,0.0,0.50006,0.00239,1.03586
2.8,2.95759,0.0,9.0,0.0,0.0,0.44712,0.00239,0.82496
2.9,2.34998,0.0,7.0,0.0,0.0,0.39551,0.00239,0.65554
3.0,1.86779,0.0,6.0,0.0,0.0,0.34597,0.00239,0.5214
3.1,1.48247,0.0,5.0,0.0,0.0,0.29953,0.00239,0.41333
3.2,1.17938,0.0,4.0,0.0,0.0,0.25787,0.00239,0.32734
3.3,0.9346,0.0,3.0,0.0,0.0,0.22065,0.00239,0.26095
3.4,0.7435,0.0,3.0,0.0,0.0,0.1869,0.00239,0.20695
3.5,0.59096,0.0,2.0,0.0,0.0,0.15708,0.00239,0.16394
3.6,0.46979,0.0,2.0,0.0,0.0,0.13122,0.00239,0.1305
3.7,0.37454,0.0,2.0,0.0,0.0,0.11015,0.00239,0.10415
3.8,0.29838,0.0,1.0,0.0,0.0,0.092,0.00239,0.08289
3.9,0.23687,0.0,1.0,0.0,0.0,0.07616,0.00239,0.0659
4.0,0.18886,0.0,1.0,0.0,0.0,0.06262,0.00239,0.0525
4.1,0.15055,0.0,1.0,0.0,0.0,0.05198,0.00239,0.04205
4.2,0.11875,0.0,1.0,0.0,0.0,0.04232,0.00239,0.0332
4.3,0.0947,0.0,1.0,0.0,0.0,0.03461,0.00239,0.02681
4.4,0.07556,0.0,1.0,0.0,0.0,0.0286,0.00239,0.02144
4.5,0.06014,0.0,0.0,0.0,0.0,0.02359,0.00239,0.01716
4.6,0.04823,0.0,0.0,0.0,0.0,0.01938,0.00239,0.01383
4.7,0.03842,0.0,0.0,0.0,0.0,0.01608,0.00239,0.01117
4.8,0.03109,0.0,0.0,0.0,0.0,0.01344,0.00239,0.00914
4.9,0.02544,0.0,0.0,0.0,0.0,0.01136,0.00239,0.00757
5.0,0.02064,0.0,0.0,0.0,0.0,0.0098,0.00239,0.00636
5.1,0.01718,0.0,0.0,0.0,0.0,0.00853,0.00239,0.00542
5.2,0.01398,0.0,0.0,0.0,0.0,0.00714,0.00239,0.00448
5.3,0.0115,0.0,0.0,0.0,0.0,0.00617,0.00239,0.00384
5.4,0.00951,0.0,0.0,0.0,0.0,0.00535,0.00239,0.00324
5.5,0.00792,0.0,0.0,0.0,0.0,0.00469,0.00239,0.0028
5.6,0.0066,0.0,0.0,0.0,0.0,0.00412,0.00239,0.00243
5.7,0.00565,0.0,0.0,0.0,0.0,0.00372,0.00239,0.00213
5.8,0.00494,0.0,0.0,0.0,0.0,0.00333,0.00239,0.00192
5.9,0.00421,0.0,0.0,0.0,0.0,0.00302,0.00239,0.00173
6.0,0.00374,0.0,0.0,0.0,0.0,0.00286,0.00239,0.00162
6.1,0.00332,0.0,0.0,0.0,0.0,0.00273,0.00239,0.00156
6.2,0.00311,0.0,0.0,0.0,0.0,0.00262,0.00238,0.0015
6.3,0.00292,0.0,0.0,0.0,0.0,0.00253,0.00238,0.00145
6.4,0.00131,0.0,0.0,0.0,0.0,0.00116,0.00102,5.3E-4
6.5,0.00122,0.0,0.0,0.0,0.0,0.00108,9.9E-4,5.0E-4
6.6,4.7E-4,0.0,0.0,0.0,0.0,4.2E-4,3.4E-4,1.9E-4
6.7,4.1E-4,0.0,0.0,0.0,0.0,3.9E-4,3.3E-4,1.8E-4
6.8,3.3E-4,0.0,0.0,0.0,0.0,3.1E-4,2.7E-4,1.4E-4
6.9,1.7E-4,0.0,0.0,0.0,0.0,1.6E-4,1.5E-4,7.0E-5
7.0,1.3E-4,0.0,0.0,0.0,0.0,1.2E-4,1.2E-4,6.0E-5
7.1,1.2E-4,0.0,0.0,0.0,0.0,1.1E-4,1.1E-4,5.0E-5
7.2,8.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,3.0E-5
7.3,6.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,2.0E-5
7.4,4.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,1.0E-5
7.5,3.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,0.0
7.6,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.7,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.8,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
