Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1707525433560,ci40664888,1.97,34.042,-118.89083,15.58
1707523446210,ci40664872,2.02,34.036835,-118.91617,14.6
1707523180970,ci40664864,1.98,34.03367,-118.919334,14.19
1707522109620,ci40664848,3.05,34.057667,-118.9085,15.28
1707520437340,ci40664832,1.95,34.081165,-118.9015,10.7
1707519644470,ci40664816,1.59,34.069,-118.891,6.6
1707519509300,ci40664808,2.42,34.056835,-118.900665,11.77
1707518038100,ci40664776,2.16,34.067165,-118.90183,12.31
1707517874700,ci40664768,2.05,34.034668,-118.889336,15.77
1707517527770,ci40664760,1.76,34.060665,-118.9225,13.24
1707517417060,ci40664752,2.05,34.060333,-118.903,12.91
1707517208910,ci40664744,1.92,34.057667,-118.904335,11.59
1707517125460,ci40664736,1.76,34.0615,-118.889,13.08
1707516951230,ci40664728,1.85,34.070835,-118.89716,12.02
1707516845520,ci40664720,2.15,34.047333,-118.91583,15.37
1707516291740,ci37622924,1.79,34.050167,-118.915665,15.58
1707516289270,ci40664712,1.64,34.0645,-118.91717,15.43
1707516224230,ci40664704,1.85,34.106167,-118.88233,7.45
1707516030810,ci37622916,1.61,34.063,-118.96633,15.18
1707516022480,ci40664696,1.74,34.053,-118.90117,11.69
1707516008020,ci37622908,1.74,34.067333,-118.917,14.99
1707515835850,ci40664688,2.02,34.052,-118.912,14.09
1707515793790,ci40664680,2.4,34.04117,-118.892,15.65
1707515764830,ci40664672,1.68,34.058167,-118.92567,11.38
1707515720780,ci37623004,1.8,34.067665,-118.929665,15.67
1707515704250,ci40664664,2.19,34.058167,-118.89484,15.54
1707515514870,ci40664656,2.36,34.052834,-118.913,14.31
1707515418870,ci40664648,2.98,34.045166,-118.91717,14.96
1707515344170,ci40664640,2.33,34.05,-118.912,11.52
