Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,144.0,,,,,,,,,
0.1,141.0,,,,,,,,,
0.2,138.0,,,,,,,,,
0.3,136.0,,,,,,,,,
0.4,125.0,,,,,,,,,
0.5,98.0,,,,,,,,,
0.6,76.0,,,,,,,,,
0.7,54.0,,,,,,,,,
0.8,37.0,,,,,,,,,
0.9,30.0,,,,,,,,,
1.0,25.0,,,,,,,,,
1.1,20.0,,,,,,,,,
1.2,15.0,,,,,,,,,
1.3,12.0,,,,,,,,,
1.4,7.0,,,,,,,,,
1.5,4.0,,,,,,,,,
1.6,4.0,,,,,,,,,
1.7,3.0,,,,,,,,,
1.8,3.0,,,,,,,,,
1.9,2.0,,,,,,,,,
2.0,2.0,,,,,,,,,
2.1,2.0,,,,,,,,,
2.2,2.0,,,,,,,,,
2.3,1.0,,,,,,,,,
2.4,1.0,,,,,,,,,
2.5,1.0,0.98157,0.0,0.0,0.0,931.0,0.0,0.0,2.0,5.0
2.6,0.0,0.77934,0.0,0.0,0.0,736.0,0.0,0.0,1.0,4.0
2.7,0.0,0.62055,0.0,0.0,0.0,580.0,0.0,0.0,1.0,3.0
2.8,0.0,0.49108,0.0,0.0,0.0,446.0,0.0,0.0,1.0,3.0
2.9,0.0,0.39026,0.0,0.0,0.0,352.0,0.0,0.0,1.0,2.0
3.0,0.0,0.30938,0.0,0.0,0.0,282.0,0.0,0.0,1.0,2.0
3.1,0.0,0.24516,0.0,0.0,0.0,214.0,0.0,0.0,1.0,2.0
3.2,0.0,0.19466,0.0,0.0,0.0,172.0,0.0,0.0,0.0,2.0
3.3,0.0,0.15504,0.0,0.0,0.0,147.0,0.0,0.0,0.0,1.0
3.4,0.0,0.12282,0.0,0.0,0.0,114.0,0.0,0.0,0.0,1.0
3.5,0.0,0.09751,0.0,0.0,0.0,94.0,0.0,0.0,0.0,1.0
3.6,0.0,0.0776,0.0,0.0,0.0,80.0,0.0,0.0,0.0,1.0
3.7,0.0,0.06162,0.0,0.0,0.0,59.0,0.0,0.0,0.0,1.0
3.8,0.0,0.0491,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0
3.9,0.0,0.03893,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0
4.0,0.0,0.03102,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0
4.1,0.0,0.02476,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0
4.2,0.0,0.01967,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
4.3,0.0,0.01563,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
4.4,0.0,0.0122,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
4.5,0.0,0.00969,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
4.6,0.0,0.00772,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
4.7,0.0,0.00612,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
4.8,0.0,0.00495,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
4.9,0.0,0.00387,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
5.0,0.0,0.00299,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
5.1,0.0,0.00236,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
5.2,0.0,0.00192,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
5.3,0.0,0.00152,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
5.4,0.0,0.0012,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
5.5,0.0,8.7E-4,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
5.6,0.0,6.9E-4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
5.7,0.0,5.0E-4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
5.8,0.0,4.0E-4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
5.9,0.0,2.9E-4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
6.0,0.0,2.2E-4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
6.1,0.0,1.4E-4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
6.2,0.0,5.0E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
