Time (days),ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.0,0.0,,,,,,,,,
0.052013624,4.0,,,,,,,,,
0.10402725,5.0,,,,,,,,,
0.15604088,6.0,,,,,,,,,
0.2080545,6.0,,,,,,,,,
0.26006812,6.0,,,,,,,,,
0.31208175,6.0,,,,,,,,,
0.3640954,6.0,,,,,,,,,
0.416109,6.0,,,,,,,,,
0.46812263,6.0,,,,,,,,,
0.52013624,6.0,,,,,,,,,
0.5721499,6.0,,,,,,,,,
0.6241635,6.0,,,,,,,,,
0.67617714,6.0,,,,,,,,,
0.7281908,6.0,,,,,,,,,
0.78020436,6.0,,,,,,,,,
0.832218,6.0,,,,,,,,,
0.8842316,6.0,,,,,,,,,
0.93624526,6.0,,,,,,,,,
0.9882589,6.0,,,,,,,,,
1.0402725,6.0,,,,,,,,,
1.0922861,6.0,,,,,,,,,
1.1442997,6.0,,,,,,,,,
1.1963134,6.0,,,,,,,,,
1.248327,6.0,,,,,,,,,
1.3003407,6.0,,,,,,,,,
1.3523543,6.0,,,,,,,,,
1.4043679,6.0,,,,,,,,,
1.4563816,6.0,,,,,,,,,
1.5083952,6.0,,,,,,,,,
1.5604087,6.0,,,,,,,,,
1.6124223,6.0,,,,,,,,,
1.664436,6.0,,,,,,,,,
1.7164496,6.0,,,,,,,,,
1.7684633,6.0,,,,,,,,,
1.8204769,7.0,,,,,,,,,
1.8724905,8.0,,,,,,,,,
1.9245042,8.0,,,,,,,,,
1.9765178,8.0,,,,,,,,,
2.0285313,8.0,,,,,,,,,
2.080545,8.0,,,,,,,,,
2.1325586,8.0,,,,,,,,,
2.1845722,8.0,,,,,,,,,
2.2365859,8.0,,,,,,,,,
2.2885995,8.0,,,,,,,,,
2.3406131,8.0,,,,,,,,,
2.3926268,8.0,,,,,,,,,
2.4446404,8.0,,,,,,,,,
2.496654,8.0,,,,,,,,,
2.5486677,8.0,,,,,,,,,
2.6006813,8.0,,,,,,,,,
2.652695,8.0,,,,,,,,,
2.7047086,8.0,,,,,,,,,
2.7567222,8.0,,,,,,,,,
2.8087358,8.0,,,,,,,,,
2.8607495,8.0,,,,,,,,,
2.912763,8.0,,,,,,,,,
2.9647768,8.0,,,,,,,,,
3.0167904,8.0,,,,,,,,,
3.068804,8.0,,,,,,,,,
3.1208174,8.0,,,,,,,,,
3.172831,8.0,,,,,,,,,
3.2248447,8.0,,,,,,,,,
3.2768583,8.0,,,,,,,,,
3.328872,8.0,,,,,,,,,
3.3808856,8.0,,,,,,,,,
3.4328992,8.0,,,,,,,,,
3.4849129,8.0,,,,,,,,,
3.5369265,8.0,,,,,,,,,
3.5889401,8.0,,,,,,,,,
3.6409538,8.0,,,,,,,,,
3.6929674,8.0,,,,,,,,,
3.744981,8.0,,,,,,,,,
3.7969947,8.0,,,,,,,,,
3.8490083,8.0,,,,,,,,,
3.901022,8.0,,,,,,,,,
3.9530356,10.0,,,,,,,,,
