Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,1.84043,0.0,8.0,1.0,0.0,0.6108,1.0E-5,1.16615
2.6,1.46003,0.0,7.0,1.0,0.0,0.54052,1.0E-5,0.92401
2.7,1.16105,0.0,6.0,0.0,0.0,0.4738,1.0E-5,0.73482
2.8,0.92281,0.0,5.0,0.0,0.0,0.41073,1.0E-5,0.58478
2.9,0.73128,0.0,4.0,0.0,0.0,0.3506,1.0E-5,0.46298
3.0,0.58092,0.0,3.0,0.0,0.0,0.2974,1.0E-5,0.36723
3.1,0.46133,0.0,3.0,0.0,0.0,0.24957,1.0E-5,0.2913
3.2,0.36734,0.0,2.0,0.0,0.0,0.20962,1.0E-5,0.23224
3.3,0.2927,0.0,2.0,0.0,0.0,0.17536,1.0E-5,0.18532
3.4,0.233,0.0,2.0,0.0,0.0,0.14532,1.0E-5,0.14801
3.5,0.18441,0.0,2.0,0.0,0.0,0.11953,1.0E-5,0.11746
3.6,0.14661,0.0,1.0,0.0,0.0,0.09775,1.0E-5,0.09338
3.7,0.11684,0.0,1.0,0.0,0.0,0.08008,1.0E-5,0.07446
3.8,0.09242,0.0,1.0,0.0,0.0,0.06523,1.0E-5,0.05894
3.9,0.07367,0.0,1.0,0.0,0.0,0.05318,1.0E-5,0.04679
4.0,0.05837,0.0,1.0,0.0,0.0,0.04282,1.0E-5,0.03682
4.1,0.04628,0.0,1.0,0.0,0.0,0.03468,1.0E-5,0.02898
4.2,0.0366,0.0,1.0,0.0,0.0,0.02793,1.0E-5,0.02291
4.3,0.02918,0.0,0.0,0.0,0.0,0.02255,1.0E-5,0.01818
4.4,0.02328,0.0,0.0,0.0,0.0,0.01825,1.0E-5,0.01456
4.5,0.01811,0.0,0.0,0.0,0.0,0.01439,1.0E-5,0.01117
4.6,0.01428,0.0,0.0,0.0,0.0,0.01162,1.0E-5,0.00878
4.7,0.01107,0.0,0.0,0.0,0.0,0.00916,1.0E-5,0.00681
4.8,0.00862,0.0,0.0,0.0,0.0,0.00722,1.0E-5,0.00526
4.9,0.00681,0.0,0.0,0.0,0.0,0.00586,1.0E-5,0.00424
5.0,0.00529,0.0,0.0,0.0,0.0,0.00463,1.0E-5,0.00325
5.1,0.00417,0.0,0.0,0.0,0.0,0.0037,1.0E-5,0.00253
5.2,0.00321,0.0,0.0,0.0,0.0,0.00287,1.0E-5,0.00193
5.3,0.00257,0.0,0.0,0.0,0.0,0.00232,1.0E-5,0.00152
5.4,0.00195,0.0,0.0,0.0,0.0,0.00179,1.0E-5,0.00119
5.5,0.00139,0.0,0.0,0.0,0.0,0.00128,1.0E-5,8.4E-4
5.6,0.00111,0.0,0.0,0.0,0.0,0.00104,1.0E-5,6.6E-4
5.7,8.8E-4,0.0,0.0,0.0,0.0,8.1E-4,1.0E-5,4.9E-4
5.8,6.0E-4,0.0,0.0,0.0,0.0,5.5E-4,1.0E-5,3.5E-4
5.9,3.7E-4,0.0,0.0,0.0,0.0,3.5E-4,1.0E-5,1.9E-4
6.0,2.5E-4,0.0,0.0,0.0,0.0,2.3E-4,1.0E-5,1.1E-4
6.1,1.7E-4,0.0,0.0,0.0,0.0,1.6E-4,1.0E-5,8.0E-5
6.2,1.1E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-5,3.0E-5
6.3,8.0E-5,0.0,0.0,0.0,0.0,7.0E-5,1.0E-5,1.0E-5
6.4,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,1.0E-5,1.0E-5
6.5,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,1.0E-5,0.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
