Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
0.05,3.0,,,,,,,,,
0.15,3.0,,,,,,,,,
0.25,2.0,,,,,,,,,
0.35,11.0,,,,,,,,,
0.45,27.0,,,,,,,,,
0.55,22.0,,,,,,,,,
0.65,22.0,,,,,,,,,
0.75,17.0,,,,,,,,,
0.85,7.0,,,,,,,,,
0.95,5.0,,,,,,,,,
1.05,5.0,,,,,,,,,
1.15,5.0,,,,,,,,,
1.25,3.0,,,,,,,,,
1.35,5.0,,,,,,,,,
1.45,3.0,,,,,,,,,
1.55,0.0,,,,,,,,,
1.65,1.0,,,,,,,,,
1.75,0.0,,,,,,,,,
1.85,1.0,,,,,,,,,
1.95,0.0,,,,,,,,,
2.05,0.0,,,,,,,,,
2.15,0.0,,,,,,,,,
2.25,1.0,,,,,,,,,
2.35,0.0,,,,,,,,,
2.45,0.0,,,,,,,,,
2.55,1.0,0.20223,0.0,0.0,0.0,195.0,0.0,0.0,0.0,1.0
2.65,0.0,0.15879,0.0,0.0,0.0,156.0,0.0,0.0,0.0,1.0
2.75,0.0,0.12947,0.0,0.0,0.0,134.0,0.0,0.0,0.0,1.0
2.85,0.0,0.10082,0.0,0.0,0.0,94.0,0.0,0.0,0.0,1.0
2.95,0.0,0.08088,0.0,0.0,0.0,70.0,0.0,0.0,0.0,1.0
3.05,0.0,0.06422,0.0,0.0,0.0,68.0,0.0,0.0,0.0,1.0
3.15,0.0,0.0505,0.0,0.0,0.0,42.0,0.0,0.0,0.0,1.0
3.25,0.0,0.03962,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.0
3.35,0.0,0.03222,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0
3.45,0.0,0.02531,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0
3.55,0.0,0.01991,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
3.65,0.0,0.01598,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
3.75,0.0,0.01252,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
3.85,0.0,0.01017,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
3.95,0.0,0.00791,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
4.05,0.0,0.00626,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
4.15,0.0,0.00509,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
4.25,0.0,0.00404,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
4.35,0.0,0.00343,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
4.45,0.0,0.00251,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
4.55,0.0,0.00197,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4.65,0.0,0.0016,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4.75,0.0,0.00117,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4.85,0.0,0.00108,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
4.95,0.0,8.8E-4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5.05,0.0,6.3E-4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5.15,0.0,4.4E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.25,0.0,4.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.35,0.0,3.2E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.45,0.0,3.3E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.55,0.0,1.8E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.65,0.0,1.9E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.75,0.0,1.0E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5.85,0.0,1.1E-4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
5.95,0.0,7.0E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.05,0.0,8.0E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.15,0.0,9.0E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.25,0.0,5.0E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
