Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1591242754790,ci39463352,2.36,35.6265,-117.420166,7.67
1591242454090,ci39463336,3.02,35.661835,-117.420334,0.0
1591241951500,ci39463304,2.73,35.593834,-117.404,8.85
1591241565470,ci39463272,2.39,35.649,-117.44867,0.2
1591239818940,ci39463144,2.27,35.611332,-117.40967,8.51
1591238637810,ci39463040,3.01,35.6205,-117.40933,6.56
1591237892330,ci39462928,2.22,35.611168,-117.42083,7.34
1591237174980,ci39462848,2.03,35.608,-117.4135,0.32
1591236927910,ci39462832,2.57,35.610832,-117.40933,9.11
1591236446670,ci39462768,3.16,35.607166,-117.41167,7.7
1591236240080,ci39462744,3.02,35.621666,-117.42284,4.56
1591235565900,ci39462672,3.28,35.6245,-117.42433,10.06
1591235360110,ci39462656,2.08,35.633835,-117.407166,10.19
1591235098260,ci39462608,2.0,35.598667,-117.40683,9.04
1591234955790,ci39462600,2.51,35.638668,-117.40784,9.61
1591234937420,ci39462592,2.71,35.611332,-117.418,8.73
1591234890870,ci39462584,2.01,35.624332,-117.413,9.72
1591234847990,ci39462576,2.05,35.605167,-117.40366,9.66
1591234657490,ci39462560,2.39,35.620667,-117.418335,7.77
1591234557650,ci39462552,2.64,35.599,-117.39933,10.57
