Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,81.795235,35.0,213.0,54.0,46.0,1.0,0.008095238,40.11905
2.6,64.977615,27.0,167.0,43.0,39.0,1.0,0.008095238,31.829523
2.7,51.65381,20.0,136.0,34.0,32.0,1.0,0.008095238,25.35
2.8,41.032856,15.0,108.0,27.0,23.0,1.0,0.008095238,20.197144
2.9,32.610477,11.0,87.0,22.0,19.0,1.0,0.008095238,16.024761
3.0,25.916666,8.0,68.0,17.0,14.0,1.0,0.008095238,12.750953
3.1,20.534761,6.0,53.0,14.0,11.0,1.0,0.008095238,10.105238
3.2,16.34238,4.0,44.0,11.0,10.0,1.0,0.008095238,8.04
3.3,12.959524,3.0,34.0,8.0,8.0,1.0,0.008095238,6.3961906
3.4,10.285714,2.0,29.0,7.0,6.0,0.99904764,0.008095238,5.092381
3.5,8.187143,1.0,22.0,5.0,4.0,0.98714286,0.008095238,4.04
3.6,6.490476,0.0,18.0,4.0,4.0,0.9728571,0.008095238,3.2009523
3.7,5.217143,0.0,15.0,3.0,3.0,0.94666666,0.008095238,2.565238
3.8,4.122857,0.0,12.0,3.0,2.0,0.90380955,0.008095238,2.0371428
3.9,3.2933333,0.0,10.0,2.0,1.0,0.8561905,0.008095238,1.6271429
4.0,2.6190476,0.0,8.0,2.0,1.0,0.7904762,0.008095238,1.2895238
4.1,2.0795238,0.0,7.0,1.0,1.0,0.7128571,0.008095238,1.0261905
4.2,1.6333333,0.0,6.0,1.0,0.0,0.6319048,0.008095238,0.81
4.3,1.2971429,0.0,5.0,1.0,0.0,0.55142856,0.008095238,0.64619046
4.4,1.0109524,0.0,4.0,0.0,0.0,0.46571428,0.008095238,0.5042857
4.5,0.80857146,0.0,4.0,0.0,0.0,0.40333334,0.008095238,0.41380954
4.6,0.6509524,0.0,3.0,0.0,0.0,0.34380952,0.008095238,0.33238095
4.7,0.50333333,0.0,3.0,0.0,0.0,0.27761903,0.008095238,0.2547619
4.8,0.3947619,0.0,2.0,0.0,0.0,0.23095238,0.008095238,0.19809523
4.9,0.3138095,0.0,2.0,0.0,0.0,0.18857142,0.008095238,0.15904762
5.0,0.23952381,0.0,2.0,0.0,0.0,0.14904761,0.008095238,0.12190476
5.1,0.1947619,0.0,2.0,0.0,0.0,0.1247619,0.008095238,0.10047619
5.2,0.15857142,0.0,1.0,0.0,0.0,0.10380952,0.008095238,0.08
5.3,0.123333335,0.0,1.0,0.0,0.0,0.08571429,0.008095238,0.066190474
5.4,0.101904765,0.0,1.0,0.0,0.0,0.07285714,0.008095238,0.055238094
5.5,0.08523809,0.0,1.0,0.0,0.0,0.061428573,0.008095238,0.045714285
