Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,9.64578,2.0,22.0,7.0,6.0,0.99708,0.00142,5.31648
2.6,7.6631,1.0,18.0,5.0,4.0,0.99064,0.00142,4.22168
2.7,6.08868,1.0,15.0,4.0,3.0,0.97706,0.00142,3.35332
2.8,4.83142,0.0,12.0,3.0,2.0,0.951,0.00142,2.66083
2.9,3.83431,0.0,10.0,3.0,2.0,0.91066,0.00142,2.1134
3.0,3.04658,0.0,8.0,2.0,1.0,0.85707,0.00142,1.68002
3.1,2.41775,0.0,7.0,1.0,1.0,0.79005,0.00142,1.33196
3.2,1.91876,0.0,6.0,1.0,1.0,0.71439,0.00142,1.05934
3.3,1.52193,0.0,5.0,1.0,0.0,0.63341,0.00142,0.83955
3.4,1.20651,0.0,4.0,1.0,0.0,0.55222,0.00142,0.66501
3.5,0.96022,0.0,4.0,0.0,0.0,0.47574,0.00142,0.52861
3.6,0.76361,0.0,3.0,0.0,0.0,0.40493,0.00142,0.42059
3.7,0.60848,0.0,3.0,0.0,0.0,0.34174,0.00142,0.33545
3.8,0.48203,0.0,2.0,0.0,0.0,0.28454,0.00142,0.26608
3.9,0.38337,0.0,2.0,0.0,0.0,0.23614,0.00142,0.21124
4.0,0.30439,0.0,2.0,0.0,0.0,0.1935,0.00142,0.16695
4.1,0.24114,0.0,2.0,0.0,0.0,0.15775,0.00142,0.13175
4.2,0.19168,0.0,1.0,0.0,0.0,0.12813,0.00142,0.10423
4.3,0.15189,0.0,1.0,0.0,0.0,0.10405,0.00142,0.08288
4.4,0.12081,0.0,1.0,0.0,0.0,0.08455,0.00142,0.06581
4.5,0.09653,0.0,1.0,0.0,0.0,0.0687,0.00142,0.05256
4.6,0.07682,0.0,1.0,0.0,0.0,0.05578,0.00142,0.0418
4.7,0.06096,0.0,1.0,0.0,0.0,0.04503,0.00142,0.03302
4.8,0.04801,0.0,1.0,0.0,0.0,0.03598,0.00142,0.02582
4.9,0.03806,0.0,1.0,0.0,0.0,0.02908,0.00142,0.02067
5.0,0.03009,0.0,0.0,0.0,0.0,0.02347,0.00142,0.01653
5.1,0.02404,0.0,0.0,0.0,0.0,0.01887,0.00142,0.01288
5.2,0.01927,0.0,0.0,0.0,0.0,0.01535,0.00142,0.01021
5.3,0.0151,0.0,0.0,0.0,0.0,0.01235,0.00142,0.00812
5.4,0.01161,0.0,0.0,0.0,0.0,0.0096,0.00142,0.00623
5.5,0.00923,0.0,0.0,0.0,0.0,0.00779,0.00142,0.00495
5.6,0.00717,0.0,0.0,0.0,0.0,0.00617,0.00142,0.0039
5.7,0.0055,0.0,0.0,0.0,0.0,0.0048,0.00142,0.00297
5.8,0.00425,0.0,0.0,0.0,0.0,0.00377,0.00142,0.00233
5.9,0.00312,0.0,0.0,0.0,0.0,0.00277,0.00142,0.00163
6.0,0.00265,0.0,0.0,0.0,0.0,0.0024,0.00142,0.00135
6.1,0.00198,0.0,0.0,0.0,0.0,0.00179,0.0011,0.00105
6.2,0.00128,0.0,0.0,0.0,0.0,0.00119,7.1E-4,6.2E-4
6.3,0.00106,0.0,0.0,0.0,0.0,9.9E-4,6.4E-4,4.9E-4
6.4,8.1E-4,0.0,0.0,0.0,0.0,7.4E-4,5.1E-4,3.8E-4
6.5,6.6E-4,0.0,0.0,0.0,0.0,6.0E-4,4.4E-4,3.1E-4
6.6,5.7E-4,0.0,0.0,0.0,0.0,5.1E-4,4.0E-4,2.7E-4
6.7,5.5E-4,0.0,0.0,0.0,0.0,4.9E-4,3.9E-4,2.6E-4
6.8,4.8E-4,0.0,0.0,0.0,0.0,4.3E-4,3.7E-4,2.3E-4
6.9,3.7E-4,0.0,0.0,0.0,0.0,3.6E-4,3.0E-4,1.8E-4
7.0,3.5E-4,0.0,0.0,0.0,0.0,3.4E-4,2.9E-4,1.7E-4
7.1,3.2E-4,0.0,0.0,0.0,0.0,3.1E-4,2.8E-4,1.6E-4
7.2,2.4E-4,0.0,0.0,0.0,0.0,2.3E-4,2.3E-4,1.4E-4
7.3,1.4E-4,0.0,0.0,0.0,0.0,1.4E-4,1.4E-4,8.0E-5
7.4,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,6.0E-5
7.5,8.0E-5,0.0,0.0,0.0,0.0,8.0E-5,8.0E-5,6.0E-5
7.6,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,4.0E-5
7.7,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
