Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,30.12437,12.0,71.0,23.0,20.0,1.0,0.00218,18.53429
2.6,23.91412,9.0,57.0,18.0,16.0,1.0,0.00218,14.7165
2.7,19.00486,6.0,46.0,14.0,13.0,1.0,0.00218,11.701
2.8,15.09523,4.0,37.0,11.0,10.0,0.99993,0.00218,9.29347
2.9,11.98716,3.0,30.0,9.0,8.0,0.99947,0.00218,7.37567
3.0,9.51627,2.0,24.0,7.0,6.0,0.9978,0.00218,5.8564
3.1,7.56375,1.0,20.0,6.0,5.0,0.99257,0.00218,4.65579
3.2,6.01069,1.0,16.0,4.0,4.0,0.98087,0.00218,3.69758
3.3,4.77636,0.0,13.0,3.0,3.0,0.95726,0.00218,2.93673
3.4,3.79193,0.0,11.0,3.0,2.0,0.9204,0.00218,2.33323
3.5,3.01546,0.0,9.0,2.0,1.0,0.8684,0.00218,1.85446
3.6,2.39255,0.0,8.0,2.0,1.0,0.8028,0.00218,1.47226
3.7,1.89926,0.0,7.0,1.0,1.0,0.72747,0.00218,1.17034
3.8,1.50732,0.0,6.0,1.0,0.0,0.6465,0.00218,0.9284
3.9,1.20033,0.0,5.0,1.0,0.0,0.56581,0.00218,0.73881
4.0,0.95455,0.0,4.0,0.0,0.0,0.487,0.00218,0.5879
4.1,0.758,0.0,4.0,0.0,0.0,0.41386,0.00218,0.46664
4.2,0.60293,0.0,3.0,0.0,0.0,0.34915,0.00218,0.37155
4.3,0.47948,0.0,3.0,0.0,0.0,0.29153,0.00218,0.29517
4.4,0.38024,0.0,2.0,0.0,0.0,0.24119,0.00218,0.23364
4.5,0.30233,0.0,2.0,0.0,0.0,0.19797,0.00218,0.18478
4.6,0.23965,0.0,2.0,0.0,0.0,0.16207,0.00218,0.14641
4.7,0.19005,0.0,2.0,0.0,0.0,0.13165,0.00218,0.11566
4.8,0.15078,0.0,1.0,0.0,0.0,0.10725,0.00218,0.09184
4.9,0.11946,0.0,1.0,0.0,0.0,0.08692,0.00218,0.07286
5.0,0.0938,0.0,1.0,0.0,0.0,0.06942,0.00218,0.057
5.1,0.0739,0.0,1.0,0.0,0.0,0.05583,0.00218,0.04499
5.2,0.05863,0.0,1.0,0.0,0.0,0.04511,0.00218,0.03586
5.3,0.0458,0.0,1.0,0.0,0.0,0.03565,0.00218,0.02794
5.4,0.03546,0.0,1.0,0.0,0.0,0.02817,0.00218,0.02186
5.5,0.02775,0.0,0.0,0.0,0.0,0.02251,0.00218,0.01729
5.6,0.02143,0.0,0.0,0.0,0.0,0.01768,0.00218,0.01334
5.7,0.01669,0.0,0.0,0.0,0.0,0.01408,0.00218,0.01043
5.8,0.0128,0.0,0.0,0.0,0.0,0.01094,0.00218,0.00806
5.9,0.0094,0.0,0.0,0.0,0.0,0.0082,0.00218,0.00598
6.0,0.00723,0.0,0.0,0.0,0.0,0.00633,0.00218,0.00452
6.1,0.00523,0.0,0.0,0.0,0.0,0.00466,0.00186,0.00334
6.2,0.0036,0.0,0.0,0.0,0.0,0.00327,0.00158,0.00238
6.3,0.0028,0.0,0.0,0.0,0.0,0.00255,0.00138,0.00184
6.4,0.00211,0.0,0.0,0.0,0.0,0.00191,0.00118,0.00141
6.5,0.00151,0.0,0.0,0.0,0.0,0.00138,9.2E-4,9.7E-4
6.6,0.00128,0.0,0.0,0.0,0.0,0.00121,8.5E-4,8.3E-4
6.7,0.00109,0.0,0.0,0.0,0.0,0.00103,7.9E-4,6.9E-4
6.8,8.8E-4,0.0,0.0,0.0,0.0,8.5E-4,6.6E-4,5.9E-4
6.9,6.6E-4,0.0,0.0,0.0,0.0,6.6E-4,5.5E-4,4.5E-4
7.0,4.4E-4,0.0,0.0,0.0,0.0,4.4E-4,3.8E-4,2.8E-4
7.1,3.7E-4,0.0,0.0,0.0,0.0,3.7E-4,3.4E-4,2.3E-4
7.2,3.0E-4,0.0,0.0,0.0,0.0,3.0E-4,2.9E-4,2.1E-4
7.3,2.2E-4,0.0,0.0,0.0,0.0,2.2E-4,2.1E-4,1.6E-4
7.4,1.8E-4,0.0,0.0,0.0,0.0,1.8E-4,1.8E-4,1.3E-4
7.5,1.3E-4,0.0,0.0,0.0,0.0,1.3E-4,1.3E-4,1.0E-4
7.6,8.0E-5,0.0,0.0,0.0,0.0,8.0E-5,8.0E-5,5.0E-5
7.7,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
