Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,204.32343,5.0,1158.0,75.0,13.0,0.99889,0.01782,71.70124
2.6,162.28499,4.0,921.0,60.0,10.0,0.99783,0.01782,56.92491
2.7,128.8858,3.0,732.0,47.0,9.0,0.99618,0.01782,45.20925
2.8,102.37429,2.0,583.0,38.0,7.0,0.99411,0.01782,35.90444
2.9,81.34061,2.0,462.0,30.0,7.0,0.99074,0.01782,28.53217
3.0,64.59735,1.0,368.0,24.0,4.0,0.98631,0.01782,22.65344
3.1,51.32912,1.0,293.0,19.0,4.0,0.97958,0.01782,17.99743
3.2,40.7701,0.0,233.0,15.0,3.0,0.97092,0.01782,14.29923
3.3,32.38448,0.0,185.0,12.0,2.0,0.9586,0.01782,11.35392
3.4,25.73141,0.0,148.0,9.0,1.0,0.94311,0.01782,9.02074
3.5,20.4364,0.0,118.0,7.0,1.0,0.92298,0.01782,7.16301
3.6,16.22548,0.0,94.0,6.0,1.0,0.89885,0.01782,5.68717
3.7,12.88874,0.0,75.0,5.0,0.0,0.86996,0.01782,4.52065
3.8,10.22939,0.0,60.0,4.0,0.0,0.83691,0.01782,3.58967
3.9,8.12151,0.0,48.0,3.0,0.0,0.7984,0.01782,2.85226
4.0,6.45013,0.0,38.0,2.0,0.0,0.75577,0.01782,2.26601
4.1,5.11725,0.0,31.0,2.0,0.0,0.70892,0.01782,1.79727
4.2,4.06535,0.0,25.0,1.0,0.0,0.65986,0.01782,1.42799
4.3,3.22669,0.0,20.0,1.0,0.0,0.60838,0.01782,1.13438
4.4,2.56143,0.0,16.0,1.0,0.0,0.55613,0.01782,0.90053
4.5,2.0312,0.0,13.0,1.0,0.0,0.5022,0.01782,0.71486
4.6,1.60902,0.0,11.0,0.0,0.0,0.44981,0.01782,0.56645
4.7,1.27693,0.0,9.0,0.0,0.0,0.39931,0.01782,0.4497
4.8,1.01245,0.0,7.0,0.0,0.0,0.35118,0.01782,0.35704
4.9,0.80223,0.0,6.0,0.0,0.0,0.30685,0.01782,0.28299
5.0,0.63414,0.0,5.0,0.0,0.0,0.26586,0.01782,0.22441
5.1,0.49992,0.0,4.0,0.0,0.0,0.2275,0.01782,0.17687
5.2,0.3953,0.0,3.0,0.0,0.0,0.19362,0.01782,0.13917
5.3,0.31113,0.0,3.0,0.0,0.0,0.1635,0.01782,0.11043
5.4,0.24542,0.0,2.0,0.0,0.0,0.13799,0.01782,0.08711
5.5,0.19279,0.0,2.0,0.0,0.0,0.11543,0.01782,0.06912
5.6,0.15096,0.0,2.0,0.0,0.0,0.09567,0.01782,0.05442
5.7,0.11727,0.0,1.0,0.0,0.0,0.07869,0.01782,0.04255
5.8,0.09033,0.0,1.0,0.0,0.0,0.06353,0.01782,0.03259
5.9,0.0692,0.0,1.0,0.0,0.0,0.05128,0.0178,0.02514
6.0,0.05288,0.0,1.0,0.0,0.0,0.04111,0.01779,0.01943
6.1,0.04054,0.0,1.0,0.0,0.0,0.03302,0.01778,0.01462
6.2,0.03039,0.0,1.0,0.0,0.0,0.026,0.01773,0.01096
6.3,0.02575,0.0,0.0,0.0,0.0,0.02306,0.01771,0.00956
6.4,0.02217,0.0,0.0,0.0,0.0,0.02053,0.01765,0.00841
6.5,0.00821,0.0,0.0,0.0,0.0,0.00768,0.00517,0.00281
6.6,0.00718,0.0,0.0,0.0,0.0,0.00678,0.00507,0.00261
6.7,0.00432,0.0,0.0,0.0,0.0,0.00405,0.00291,0.00155
6.8,0.00295,0.0,0.0,0.0,0.0,0.00282,0.00199,9.7E-4
6.9,0.00214,0.0,0.0,0.0,0.0,0.00209,0.00156,7.7E-4
7.0,4.3E-4,0.0,0.0,0.0,0.0,4.2E-4,3.0E-5,1.2E-4
7.1,2.1E-4,0.0,0.0,0.0,0.0,2.0E-4,2.0E-5,6.0E-5
7.2,1.4E-4,0.0,0.0,0.0,0.0,1.4E-4,2.0E-5,3.0E-5
7.3,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,2.0E-5,2.0E-5
7.4,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,1.0E-5,2.0E-5
7.5,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
7.6,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
7.7,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
