Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1625849386529,nn00812008,2.0,38.525,-119.5179,5.4
1625849327620,nc73586061,2.72,38.502834,-119.543335,0.99
1625848695519,nn00812001,2.6,38.555,-119.4589,2.7
1625848537990,nc73586051,2.64,38.549,-119.45883,0.18
1625848505801,nn00811995,2.3,38.5566,-119.4701,0.1
1625848368300,nc73586046,3.08,38.507,-119.51383,4.21
1625848262384,nn00811991,1.6,38.559,-119.4893,0.3
1625848133585,nn00811988,1.6,38.5649,-119.5218,2.4
1625847790926,nn00811986,1.6,38.4921,-119.5213,2.2
1625847660510,nc73586041,2.73,38.511833,-119.510666,5.95
1625847345930,nc73586036,2.62,38.550835,-119.549,4.81
1625846339677,nn00811976,1.3,38.5182,-119.4397,2.4
1625846219530,nc73586021,2.72,38.5325,-119.521,5.51
1625845751083,nn00811971,1.7,38.5052,-119.4724,1.9
1625845438930,nc73586011,2.61,38.5535,-119.516,4.16
1625845076810,nc73586001,2.84,38.511665,-119.47683,0.0
1625844876651,nn00811961,1.6,38.5217,-119.5317,0.0
1625844788307,nn00811960,1.1,38.5457,-119.4532,3.4
1625844691874,nn00811958,1.7,38.5547,-119.5294,0.8
1625844171982,nn00811955,2.0,38.5206,-119.5231,2.2
1625844048730,nc73585996,2.73,38.5375,-119.47366,2.7
1625843852277,nn00811950,1.4,38.5413,-119.4867,0.0
1625843670634,nn00811949,1.4,38.5102,-119.4791,0.0
1625843496406,nn00811948,2.0,38.5519,-119.5433,2.8
1625843448595,nn00811945,2.0,38.5101,-119.5361,0.0
1625843232880,nn00811944,1.5,38.4733,-119.4877,0.0
1625842965151,nn00811942,1.6,38.5584,-119.5205,0.0
1625842779809,nn00811941,1.0,38.5323,-119.5065,0.0
1625842568375,nn00811940,1.2,38.4926,-119.5609,3.0
1625841920701,nn00811937,1.4,38.4462,-119.4544,0.0
1625841558168,nn00811935,1.4,38.5783,-119.4906,0.0
1625841442590,nn00811931,1.7,38.5214,-119.4482,3.4
1625841315675,nn00811929,1.5,38.5494,-119.5249,3.0
1625840933746,nn00811926,1.9,38.4689,-119.4579,0.0
1625840852640,nc73585971,2.63,38.459167,-119.47483,5.56
1625839924365,nn00811920,2.5,38.4015,-119.4473,7.1
1625839236400,nc73585956,2.78,38.549,-119.52167,4.0
1625839146280,nn00811911,1.3,38.5666,-119.496,3.7
1625838943530,nc73585946,2.89,38.510334,-119.521164,0.0
1625838829205,nn00811907,1.1,38.5034,-119.5093,0.0
1625838687630,nc73585941,2.77,38.511665,-119.51566,0.0
1625838567810,nn00811901,2.1,38.5541,-119.4737,0.0
1625838362231,nn00811900,1.5,38.5276,-119.4959,7.0
1625838287880,nc73585936,2.39,38.484665,-119.54283,0.33
1625838250398,nn00811896,1.6,38.5488,-119.5091,0.8
1625838122564,nn00811894,1.8,38.5698,-119.5266,0.1
1625838048268,nn00811892,1.7,38.5358,-119.5061,1.2
