Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1717587296890,ci40614791,1.87,32.429165,-115.17983,3.54
1717587009820,ci40614783,1.82,32.423668,-115.15733,13.64
1717586806150,ci40614775,2.04,32.418,-115.181335,15.0
1717585730210,ci40614767,1.97,32.415833,-115.16717,11.62
1717583645020,ci40614719,1.83,32.416332,-115.19566,12.08
1717582924910,ci40614711,1.9,32.4205,-115.177666,15.32
1717582079440,ci40614695,1.61,32.422832,-115.17284,15.54
1717581307430,ci40614687,1.88,32.4255,-115.1625,12.72
1717579763150,ci40614679,1.94,32.362667,-115.16617,15.0
1717578705430,ci40614663,2.0,32.320667,-115.157,5.51
1717577359530,ci37665564,2.11,32.373333,-115.17333,14.99
1717577309790,ci37665420,2.4,32.3695,-115.1685,15.0
1717577229220,ci37665404,2.75,32.339333,-115.135,14.92
1717577194950,ci37665252,3.0,32.353832,-115.153,14.99
1717577142630,ci37665244,3.06,32.314,-115.121666,14.99
1717577071830,ci40614647,3.4,32.344833,-115.145836,14.99
1717577014160,ci40614639,3.84,32.315666,-115.166336,14.99
1717576962220,ci40614631,4.32,32.37467,-115.200165,14.99
1717571463590,ci40614575,2.55,32.3475,-115.18017,3.79
1717400030650,ci40611647,2.21,32.5315,-115.627,10.04
1717346901220,ci40611071,1.23,32.6985,-115.53933,3.07
