Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.12305,0.0,1.0,0.0,0.0,0.07211,1.0E-5,0.05623
2.6,0.09789,0.0,1.0,0.0,0.0,0.05844,1.0E-5,0.04471
2.7,0.07803,0.0,1.0,0.0,0.0,0.04744,1.0E-5,0.03565
2.8,0.06232,0.0,1.0,0.0,0.0,0.03857,1.0E-5,0.02841
2.9,0.0493,0.0,1.0,0.0,0.0,0.03134,1.0E-5,0.02257
3.0,0.03908,0.0,1.0,0.0,0.0,0.02538,1.0E-5,0.01816
3.1,0.03137,0.0,0.0,0.0,0.0,0.02066,1.0E-5,0.01449
3.2,0.02492,0.0,0.0,0.0,0.0,0.01671,1.0E-5,0.01152
3.3,0.01975,0.0,0.0,0.0,0.0,0.01362,1.0E-5,0.00927
3.4,0.01566,0.0,0.0,0.0,0.0,0.01091,1.0E-5,0.00725
3.5,0.01245,0.0,0.0,0.0,0.0,0.00892,1.0E-5,0.00576
3.6,0.00969,0.0,0.0,0.0,0.0,0.00712,1.0E-5,0.00449
3.7,0.00773,0.0,0.0,0.0,0.0,0.00588,1.0E-5,0.00362
3.8,0.00603,0.0,0.0,0.0,0.0,0.00471,1.0E-5,0.00286
3.9,0.00483,0.0,0.0,0.0,0.0,0.00392,1.0E-5,0.00228
4.0,0.0038,0.0,0.0,0.0,0.0,0.00319,1.0E-5,0.00175
4.1,0.00307,0.0,0.0,0.0,0.0,0.00266,1.0E-5,0.00146
4.2,0.00243,0.0,0.0,0.0,0.0,0.00207,1.0E-5,0.00108
4.3,0.00196,0.0,0.0,0.0,0.0,0.0017,1.0E-5,8.9E-4
4.4,0.00169,0.0,0.0,0.0,0.0,0.00149,1.0E-5,8.1E-4
4.5,0.00133,0.0,0.0,0.0,0.0,0.00119,1.0E-5,6.6E-4
4.6,0.00101,0.0,0.0,0.0,0.0,8.9E-4,1.0E-5,4.7E-4
4.7,8.1E-4,0.0,0.0,0.0,0.0,7.3E-4,1.0E-5,3.8E-4
4.8,6.7E-4,0.0,0.0,0.0,0.0,6.3E-4,1.0E-5,3.1E-4
4.9,5.1E-4,0.0,0.0,0.0,0.0,4.8E-4,1.0E-5,2.3E-4
5.0,3.6E-4,0.0,0.0,0.0,0.0,3.3E-4,1.0E-5,1.6E-4
