Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1591236076650,ci39462728,1.73,36.160168,-117.97517,2.24
1591229744260,ci39462448,1.13,36.145,-117.98133,3.0
1591228948320,ci39462432,2.03,36.145332,-117.9845,1.62
1591228638710,ci39462424,2.06,36.148834,-117.987335,1.86
1591228247550,ci39462408,0.94,36.158833,-117.97667,2.46
1591226664160,ci39462384,1.08,36.13983,-117.97867,1.57
1591226594780,ci39462376,1.78,36.142334,-117.97867,2.44
1591226025070,ci39462368,3.44,36.14683,-117.982666,1.81
1591209071290,ci39461896,1.36,36.142334,-117.987335,1.96
1591206595440,ci39461816,2.21,36.147835,-117.9795,2.05
1591199024930,ci39228663,0.95,36.10367,-117.932335,4.97
1591198726920,ci39228655,0.89,36.147,-117.993,1.97
1591198666880,ci39228647,1.12,36.143333,-117.98883,1.39
1591198477640,ci39228639,2.54,36.146168,-117.986,2.49
1591198416840,ci39228631,3.11,36.14467,-117.98417,2.03
1591167674450,ci39228007,1.24,36.149166,-117.98617,1.7
1591151745500,ci39227863,2.4,36.1485,-117.98434,2.27
1591104847950,ci39227087,1.11,36.140835,-117.93567,4.05
1591082123210,ci39226719,1.25,36.143833,-117.984665,2.36
1591082023450,ci39226711,1.24,36.144333,-117.98483,2.45
1591071524300,ci39226511,1.12,36.136665,-117.924835,3.91
1591067277350,ci39226487,1.94,36.142834,-117.91917,4.03
1591034295790,ci37446613,0.36,36.141834,-117.927,4.12
1590989321840,ci39224975,0.92,36.134666,-117.92083,3.72
1590980987120,ci37446557,0.13,36.13983,-117.92167,4.13
