Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1591193703910,ci39228535,2.28,33.011,-116.018,8.23
1591187515220,ci39228367,1.08,33.014,-116.0195,1.48
1591071726190,ci39226519,1.14,33.016335,-116.0035,9.79
1590734337410,ci39221655,1.17,33.016167,-116.0235,5.85
1590703170090,ci39221303,1.23,33.023167,-116.003,7.76
1590592888890,ci39219399,1.26,33.012665,-116.01083,8.71
1590487190090,ci39217439,0.96,33.02667,-116.00816,2.06
1590473047700,ci39217263,1.02,33.021,-116.0125,1.37
1590310629410,ci39214031,1.27,33.01433,-116.0175,8.08
1590238183030,ci39212879,1.43,33.013668,-116.019165,8.21
1590176378810,ci39211919,1.34,33.011,-116.0195,8.76
1590167998870,ci39211783,1.38,33.02717,-116.00217,8.81
1590157289450,ci39211567,1.75,33.02667,-116.0015,9.9
1590141844080,ci39211279,1.39,33.01483,-116.01933,5.66
1590103265150,ci39210647,1.46,33.0155,-116.014336,7.31
1590100246320,ci39210551,1.01,33.017166,-116.00967,8.77
1590061616830,ci39209679,1.62,33.0135,-116.0245,7.95
1590056469290,ci39209631,0.68,33.016167,-116.01466,8.35
1589957917480,ci39207879,1.56,33.033833,-116.013664,6.88
1589847257790,ci39206551,1.26,33.013332,-116.026,8.81
1589796235580,ci39205679,1.2,33.005833,-116.0265,8.65
1589791523170,ci39205631,1.9,33.013332,-116.02883,5.64
1589781959970,ci39205495,1.15,33.019165,-116.01767,4.44
1589771814740,ci39205431,1.46,33.023,-115.99416,7.04
1589764521150,ci39205351,1.24,33.010666,-116.017334,8.28
1589757715480,ci39205239,1.16,33.016335,-116.013336,8.88
1589662861850,ci39203639,1.66,33.0115,-116.0175,8.09
1589646969290,ci39203391,0.92,33.013332,-116.02333,4.99
1589630812410,ci39203183,1.71,33.010666,-116.02333,7.55
1589591604120,ci39202391,1.35,33.011,-116.0205,7.24
1589561850490,ci39201655,0.97,33.01483,-116.01417,10.87
1589551792730,ci39201431,1.37,33.01483,-116.01,8.21
1589539579160,ci39201031,0.86,33.00617,-116.016335,7.81
1589533644830,ci39200991,2.02,33.0145,-116.02333,5.14
1589519278320,ci39200871,1.03,33.030834,-115.9915,11.36
1589472836910,ci39200215,1.39,33.012,-116.019,7.54
1589455638850,ci39199823,1.32,33.064835,-116.03333,8.97
1589447585010,ci39199695,1.33,33.022335,-115.9945,3.31
1589433230990,ci39199599,1.04,33.0115,-116.02634,8.84
1589426457090,ci39199551,1.06,33.0125,-116.01583,10.45
1589393921220,ci39199143,1.78,33.016834,-116.01783,8.07
1589393870550,ci39199135,1.25,33.016834,-116.02033,8.94
1589393839640,ci37445541,1.12,33.0185,-116.0165,11.76
1589393804710,ci39199127,0.9,33.017166,-116.01083,11.96
1589365830460,ci38491994,1.07,33.011333,-116.00833,9.54
1589358093140,ci38491922,1.48,33.012333,-116.021835,8.51
1589347653520,ci38491834,1.1,33.010166,-116.02167,10.26
1589314072900,ci38491490,1.91,33.0245,-116.00833,8.45
1589290229200,ci38490746,1.44,33.012,-116.0065,10.84
1589290194580,ci38490738,1.03,33.0155,-116.01317,9.86
1589277086100,ci38490610,1.61,33.024666,-116.00484,7.93
1589272267480,ci38490570,1.11,32.99967,-116.03817,3.45
1589260269040,ci38490490,1.55,33.01483,-116.013336,8.46
1589257387020,ci38490458,1.45,33.016,-116.01033,7.93
1589251607250,ci38490402,3.3,33.011833,-116.02317,9.89
1589233692130,ci38490154,1.17,33.012,-116.02433,5.67
1589221937580,ci38489922,1.18,33.019,-116.0195,7.82
1589221862040,ci38489914,1.36,33.017666,-116.0125,7.48
1589216764480,ci38489802,1.14,33.017666,-116.014336,5.43
1589216418960,ci38489794,0.94,33.023,-116.00733,10.35
1589214973570,ci38489746,1.06,33.018333,-116.010666,9.6
1589207993740,ci38489602,1.15,33.0165,-116.01933,5.67
1589207449090,ci38489594,1.14,33.016,-116.01683,8.61
1589206656380,ci38489578,1.33,33.01433,-116.015335,8.55
1589205633130,ci38489538,1.56,33.015835,-116.01867,6.04
1589205554300,ci38489530,1.35,33.0185,-116.01417,10.45
1589202994460,ci38489450,0.91,33.0245,-115.998,4.63
1589202532960,ci38489442,1.02,33.0215,-116.01867,6.08
1589202289300,ci38489434,0.99,33.015835,-116.018,7.48
1589200215750,ci38489410,2.67,33.023,-116.017166,8.12
1589198356890,ci38489346,1.12,33.012665,-116.01117,7.01
1589195362480,ci38489282,1.95,33.0125,-116.0315,3.8
1589193392880,ci38489258,1.58,33.008667,-116.02067,4.97
1589191548780,ci38489250,0.94,33.016666,-116.01033,10.57
1589190216620,ci38489226,2.22,33.017334,-116.0295,3.68
1589189355930,ci38489202,1.08,33.0115,-116.03384,5.26
1589189238570,ci38489194,1.2,33.014168,-116.0135,4.87
1589187972190,ci38489186,1.01,33.014,-116.015335,11.86
1589186963210,ci38489178,1.13,33.013332,-116.02417,9.16
1589186922860,ci38489170,1.21,33.001835,-116.03533,3.0
1589185147330,ci38489154,1.4,33.0075,-116.031,3.46
1589183766590,ci38489146,1.03,33.012665,-116.01217,4.85
1589181729070,ci38489106,1.61,33.010666,-116.02634,3.03
1589179516680,ci38489082,1.09,33.005665,-116.028336,4.5
1589178601340,ci38489066,1.87,33.01967,-116.017166,5.05
1589177896880,ci38489058,1.14,33.007668,-116.029,1.36
1589176630650,ci38489034,1.36,33.0035,-116.02966,3.38
1589176460470,ci38489026,1.74,33.010166,-116.02983,2.45
1589176429340,ci38489018,1.06,33.013832,-116.0115,2.38
1589174666930,ci38489002,1.09,33.004166,-116.03017,2.63
1589173547980,ci38488962,1.49,33.016834,-116.03284,6.13
1589171856000,ci38488946,2.44,33.0195,-116.026,8.66
1589171774740,ci38488938,1.46,33.009335,-116.0245,9.16
1589171673320,ci38488930,2.4,33.017,-116.025,8.28
1589171547210,ci38488922,1.1,33.01,-116.02866,6.93
1589171143620,ci38488906,1.14,33.01317,-116.01483,8.12
1589170737960,ci38488898,2.0,33.015335,-116.01683,7.15
1589169802700,ci38488890,1.63,33.011833,-116.01783,8.65
1589169291810,ci38488874,1.89,33.018166,-116.01517,6.75
1589168361720,ci38488866,1.13,33.012833,-116.020164,7.66
1589167520410,ci38488858,1.2,33.00783,-116.02433,10.51
1589166682450,ci38488850,0.98,33.013332,-116.020836,8.24
1589165865210,ci38488842,1.37,33.015335,-116.012665,8.47
1589164637610,ci38488826,1.75,33.010834,-116.01767,8.48
1589164598510,ci38488818,1.9,33.016834,-116.01683,7.33
1589163493050,ci37272292,0.95,33.023834,-116.0045,6.13
1589163441480,ci38488778,1.91,33.012165,-116.027664,5.18
1589162213190,ci38488762,1.2,33.0165,-116.01833,10.2
1589162131110,ci37272284,1.13,33.005665,-116.027336,10.86
1589162109490,ci38488754,1.22,33.011665,-116.019165,7.2
1589161965960,ci38488746,1.63,33.011166,-116.0305,6.6
1589160640050,ci38488738,2.07,33.011,-116.02267,7.33
1589159200610,ci38488714,1.45,33.015667,-116.02,8.51
1589157883540,ci38488706,2.92,33.016666,-116.02433,8.06
1589157252550,ci38488698,1.48,33.011665,-116.01867,6.16
1589157130480,ci38488690,1.21,33.018,-116.008835,7.65
1589156670140,ci38488674,2.12,33.011166,-116.0185,9.4
1589155534780,ci38488666,1.3,33.0115,-116.02133,3.11
1589154960150,ci38488658,1.39,33.011333,-116.0085,8.62
1589153842690,ci38488610,1.4,33.0155,-116.016335,7.93
1589153454680,ci38488602,1.75,33.007168,-116.02033,8.58
1589153407550,ci38488594,1.08,33.009167,-116.02617,10.45
1589152861150,ci38488578,1.6,33.011833,-116.0195,8.39
