Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.86475,0.0,4.0,0.0,0.0,0.4292,2.0E-5,0.52257
2.6,0.68638,0.0,3.0,0.0,0.0,0.36134,2.0E-5,0.41372
2.7,0.54469,0.0,3.0,0.0,0.0,0.30223,2.0E-5,0.32864
2.8,0.43313,0.0,3.0,0.0,0.0,0.25151,2.0E-5,0.26145
2.9,0.34513,0.0,2.0,0.0,0.0,0.20792,2.0E-5,0.20752
3.0,0.27476,0.0,2.0,0.0,0.0,0.1717,2.0E-5,0.16582
3.1,0.21903,0.0,2.0,0.0,0.0,0.14108,2.0E-5,0.13237
3.2,0.17298,0.0,1.0,0.0,0.0,0.11469,2.0E-5,0.10457
3.3,0.13787,0.0,1.0,0.0,0.0,0.09378,2.0E-5,0.08345
3.4,0.10972,0.0,1.0,0.0,0.0,0.07634,2.0E-5,0.06638
3.5,0.08723,0.0,1.0,0.0,0.0,0.06193,2.0E-5,0.05291
3.6,0.06985,0.0,1.0,0.0,0.0,0.05042,2.0E-5,0.04242
3.7,0.05573,0.0,1.0,0.0,0.0,0.04109,2.0E-5,0.03394
3.8,0.04411,0.0,1.0,0.0,0.0,0.03309,2.0E-5,0.02684
3.9,0.03527,0.0,1.0,0.0,0.0,0.02676,2.0E-5,0.02147
4.0,0.02834,0.0,0.0,0.0,0.0,0.02173,2.0E-5,0.01722
4.1,0.02255,0.0,0.0,0.0,0.0,0.01735,2.0E-5,0.0135
4.2,0.01791,0.0,0.0,0.0,0.0,0.01382,2.0E-5,0.01051
4.3,0.01412,0.0,0.0,0.0,0.0,0.01096,2.0E-5,0.00811
4.4,0.01111,0.0,0.0,0.0,0.0,0.00877,2.0E-5,0.00635
4.5,0.00866,0.0,0.0,0.0,0.0,0.007,2.0E-5,0.005
4.6,0.00677,0.0,0.0,0.0,0.0,0.00555,2.0E-5,0.00384
4.7,0.00529,0.0,0.0,0.0,0.0,0.00441,2.0E-5,0.00302
4.8,0.00418,0.0,0.0,0.0,0.0,0.00357,2.0E-5,0.00245
4.9,0.00311,0.0,0.0,0.0,0.0,0.00265,2.0E-5,0.00181
5.0,0.00241,0.0,0.0,0.0,0.0,0.00211,2.0E-5,0.00147
5.1,0.00197,0.0,0.0,0.0,0.0,0.00176,2.0E-5,0.00121
5.2,0.00156,0.0,0.0,0.0,0.0,0.00139,2.0E-5,9.3E-4
5.3,0.00121,0.0,0.0,0.0,0.0,0.00109,2.0E-5,6.7E-4
5.4,9.1E-4,0.0,0.0,0.0,0.0,8.3E-4,2.0E-5,5.1E-4
5.5,6.1E-4,0.0,0.0,0.0,0.0,5.5E-4,2.0E-5,3.1E-4
5.6,4.7E-4,0.0,0.0,0.0,0.0,4.2E-4,2.0E-5,2.6E-4
5.7,3.2E-4,0.0,0.0,0.0,0.0,2.9E-4,2.0E-5,1.8E-4
5.8,2.0E-4,0.0,0.0,0.0,0.0,1.9E-4,2.0E-5,1.2E-4
5.9,6.0E-5,0.0,0.0,0.0,0.0,5.0E-5,2.0E-5,4.0E-5
6.0,4.0E-5,0.0,0.0,0.0,0.0,3.0E-5,2.0E-5,2.0E-5
6.1,3.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,1.0E-5
6.2,3.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,1.0E-5
6.3,3.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,1.0E-5
6.4,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,0.0
6.5,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,0.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
