Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.0182,0.0,0.0,0.0,0.0,0.01442,1.0E-5,0.00928
2.6,0.0144,0.0,0.0,0.0,0.0,0.01156,1.0E-5,0.00739
2.7,0.01135,0.0,0.0,0.0,0.0,0.00926,1.0E-5,0.00586
2.8,0.00895,0.0,0.0,0.0,0.0,0.00736,1.0E-5,0.00461
2.9,0.00708,0.0,0.0,0.0,0.0,0.0059,1.0E-5,0.00362
3.0,0.00557,0.0,0.0,0.0,0.0,0.0047,1.0E-5,0.00294
3.1,0.00445,0.0,0.0,0.0,0.0,0.00383,1.0E-5,0.00227
3.2,0.00357,0.0,0.0,0.0,0.0,0.00306,1.0E-5,0.00179
3.3,0.00292,0.0,0.0,0.0,0.0,0.00252,1.0E-5,0.00151
3.4,0.00241,0.0,0.0,0.0,0.0,0.00211,1.0E-5,0.00121
3.5,0.00199,0.0,0.0,0.0,0.0,0.00174,1.0E-5,9.9E-4
3.6,0.00156,0.0,0.0,0.0,0.0,0.00137,1.0E-5,7.8E-4
3.7,0.00125,0.0,0.0,0.0,0.0,0.00111,1.0E-5,6.3E-4
3.8,9.6E-4,0.0,0.0,0.0,0.0,8.5E-4,1.0E-5,4.9E-4
3.9,8.3E-4,0.0,0.0,0.0,0.0,7.5E-4,1.0E-5,4.3E-4
4.0,7.4E-4,0.0,0.0,0.0,0.0,6.7E-4,1.0E-5,3.8E-4
4.1,5.7E-4,0.0,0.0,0.0,0.0,5.0E-4,1.0E-5,2.9E-4
4.2,4.8E-4,0.0,0.0,0.0,0.0,4.1E-4,1.0E-5,2.4E-4
4.3,3.4E-4,0.0,0.0,0.0,0.0,2.9E-4,1.0E-5,1.5E-4
4.4,3.0E-4,0.0,0.0,0.0,0.0,2.6E-4,1.0E-5,1.3E-4
4.5,2.5E-4,0.0,0.0,0.0,0.0,2.1E-4,1.0E-5,1.2E-4
4.6,2.4E-4,0.0,0.0,0.0,0.0,2.0E-4,1.0E-5,1.1E-4
4.7,2.1E-4,0.0,0.0,0.0,0.0,1.7E-4,1.0E-5,1.1E-4
4.8,1.8E-4,0.0,0.0,0.0,0.0,1.5E-4,1.0E-5,1.0E-4
4.9,1.5E-4,0.0,0.0,0.0,0.0,1.3E-4,1.0E-5,9.0E-5
5.0,1.2E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-5,7.0E-5
5.1,9.0E-5,0.0,0.0,0.0,0.0,8.0E-5,1.0E-5,6.0E-5
5.2,7.0E-5,0.0,0.0,0.0,0.0,6.0E-5,1.0E-5,5.0E-5
5.3,4.0E-5,0.0,0.0,0.0,0.0,3.0E-5,1.0E-5,2.0E-5
5.4,3.0E-5,0.0,0.0,0.0,0.0,2.0E-5,1.0E-5,2.0E-5
5.5,3.0E-5,0.0,0.0,0.0,0.0,2.0E-5,1.0E-5,2.0E-5
5.6,3.0E-5,0.0,0.0,0.0,0.0,2.0E-5,1.0E-5,2.0E-5
5.7,3.0E-5,0.0,0.0,0.0,0.0,2.0E-5,1.0E-5,2.0E-5
5.8,2.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
5.9,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
6.0,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
6.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
6.2,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
6.3,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
6.4,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
