Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1726159052350,ci40731847,3.45,34.058834,-118.7985,11.39
1726158483560,ci40731839,1.83,34.0555,-118.801834,11.35
1726158436360,ci40731831,1.56,34.029335,-118.80933,13.35
1726158244580,ci40731823,2.16,34.04933,-118.801834,11.06
1726157760110,ci40731815,2.66,34.039665,-118.81517,14.67
1726157732520,ci40731807,2.78,34.0595,-118.80666,11.29
1726156965030,ci40731783,1.9,34.057335,-118.809166,10.23
1726155649880,ci40731759,3.44,34.0635,-118.797165,10.93
1726155277130,ci40731743,1.66,34.061333,-118.812836,11.1
1726155029400,ci40731735,1.86,34.060833,-118.81717,10.73
1726153582770,ci40731695,1.94,34.0525,-118.81067,12.53
1726152169140,ci40731671,2.13,34.066166,-118.81433,10.59
1726152148600,ci40731663,1.48,34.059834,-118.795,11.08
1726151683930,ci40731655,1.82,34.048668,-118.80783,12.53
1726151484130,ci40731647,2.36,34.054165,-118.812836,10.91
1726151448210,ci40731639,2.47,34.057835,-118.82733,13.37
