Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,15.8849,2.0,43.0,7.0,6.0,0.99642,0.00156,5.26894
2.6,12.61506,1.0,34.0,6.0,4.0,0.98922,0.00156,4.18233
2.7,10.01928,0.0,28.0,4.0,3.0,0.97404,0.00156,3.32009
2.8,7.96124,0.0,23.0,3.0,2.0,0.94712,0.00156,2.6373
2.9,6.32006,0.0,18.0,3.0,2.0,0.90714,0.00156,2.09346
3.0,5.02137,0.0,15.0,2.0,1.0,0.85257,0.00156,1.66003
3.1,3.98536,0.0,12.0,2.0,1.0,0.78718,0.00156,1.3178
3.2,3.16549,0.0,10.0,1.0,1.0,0.71462,0.00156,1.04721
3.3,2.51336,0.0,8.0,1.0,0.0,0.63663,0.00156,0.831
3.4,1.9957,0.0,7.0,1.0,0.0,0.55831,0.00156,0.66048
3.5,1.58413,0.0,6.0,0.0,0.0,0.48323,0.00156,0.52444
3.6,1.25926,0.0,5.0,0.0,0.0,0.41345,0.00156,0.41817
3.7,1.00007,0.0,4.0,0.0,0.0,0.3513,0.00156,0.33168
3.8,0.79461,0.0,4.0,0.0,0.0,0.29547,0.00156,0.26424
3.9,0.63168,0.0,3.0,0.0,0.0,0.24763,0.00156,0.21075
4.0,0.50157,0.0,3.0,0.0,0.0,0.20542,0.00156,0.16742
4.1,0.39887,0.0,2.0,0.0,0.0,0.16897,0.00156,0.13291
4.2,0.31575,0.0,2.0,0.0,0.0,0.1379,0.00156,0.10488
4.3,0.25077,0.0,2.0,0.0,0.0,0.11355,0.00156,0.08291
4.4,0.19781,0.0,1.0,0.0,0.0,0.09233,0.00156,0.06552
4.5,0.15671,0.0,1.0,0.0,0.0,0.07534,0.00156,0.05235
4.6,0.12457,0.0,1.0,0.0,0.0,0.06148,0.00156,0.04136
4.7,0.09838,0.0,1.0,0.0,0.0,0.05004,0.00156,0.03278
4.8,0.07794,0.0,1.0,0.0,0.0,0.04016,0.00156,0.02557
4.9,0.062,0.0,1.0,0.0,0.0,0.03236,0.00156,0.02016
5.0,0.04882,0.0,1.0,0.0,0.0,0.026,0.00156,0.01574
5.1,0.03839,0.0,0.0,0.0,0.0,0.02091,0.00156,0.01237
5.2,0.03058,0.0,0.0,0.0,0.0,0.01701,0.00156,0.00985
5.3,0.02401,0.0,0.0,0.0,0.0,0.01376,0.00156,0.00778
5.4,0.01879,0.0,0.0,0.0,0.0,0.01126,0.00156,0.0063
5.5,0.01462,0.0,0.0,0.0,0.0,0.00882,0.00156,0.00495
5.6,0.01114,0.0,0.0,0.0,0.0,0.00703,0.00156,0.00391
5.7,0.00845,0.0,0.0,0.0,0.0,0.00544,0.00156,0.0029
5.8,0.00641,0.0,0.0,0.0,0.0,0.00418,0.00156,0.00214
5.9,0.00469,0.0,0.0,0.0,0.0,0.00314,0.00156,0.00152
6.0,0.00401,0.0,0.0,0.0,0.0,0.00275,0.00156,0.00131
6.1,0.00342,0.0,0.0,0.0,0.0,0.00245,0.00153,0.00117
6.2,0.00225,0.0,0.0,0.0,0.0,0.00162,9.5E-4,7.4E-4
6.3,0.0017,0.0,0.0,0.0,0.0,0.00123,8.2E-4,5.5E-4
6.4,0.00134,0.0,0.0,0.0,0.0,0.001,7.6E-4,4.5E-4
6.5,0.00104,0.0,0.0,0.0,0.0,7.7E-4,6.3E-4,3.4E-4
6.6,7.9E-4,0.0,0.0,0.0,0.0,6.0E-4,5.1E-4,2.6E-4
6.7,6.0E-4,0.0,0.0,0.0,0.0,4.9E-4,4.6E-4,2.3E-4
6.8,5.5E-4,0.0,0.0,0.0,0.0,4.5E-4,4.3E-4,2.3E-4
6.9,4.1E-4,0.0,0.0,0.0,0.0,3.2E-4,3.0E-4,1.6E-4
7.0,3.6E-4,0.0,0.0,0.0,0.0,2.8E-4,2.7E-4,1.6E-4
7.1,2.8E-4,0.0,0.0,0.0,0.0,2.1E-4,2.0E-4,1.4E-4
7.2,2.5E-4,0.0,0.0,0.0,0.0,2.0E-4,1.9E-4,1.3E-4
7.3,1.9E-4,0.0,0.0,0.0,0.0,1.8E-4,1.7E-4,1.2E-4
7.4,1.5E-4,0.0,0.0,0.0,0.0,1.5E-4,1.4E-4,1.1E-4
7.5,1.1E-4,0.0,0.0,0.0,0.0,1.1E-4,1.1E-4,8.0E-5
7.6,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,5.0E-5
7.7,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,2.0E-5
7.8,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
