Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1742633165400,ci40907007,0.52,33.509834,-116.495,14.04
1742630123430,ci40906983,0.97,33.490334,-116.48317,14.04
1742596050430,ci40906623,1.85,33.343834,-116.22034,10.81
1742577365270,ci40906319,0.81,33.508335,-116.49633,12.05
1742562782160,ci40906167,1.14,33.788166,-116.07767,1.55
1742558080620,ci40906119,1.39,33.786667,-116.07833,1.52
1742555137520,ci40906103,0.63,33.784,-116.081,1.33
1742554112160,ci40906095,0.95,33.787666,-116.07733,1.43
1742552689910,ci40906079,0.48,33.448833,-116.39433,13.16
1742552520380,ci40906071,1.12,33.787,-116.078,1.62
1742550975980,ci40906047,1.09,33.787,-116.07933,1.6
1742548137910,ci40906007,0.84,33.787,-116.078835,1.47
1742548015630,ci40905999,0.84,33.786667,-116.08083,1.36
1742547949110,ci40905991,0.69,33.79,-116.083336,1.85
1742547495100,ci40905983,0.76,33.786335,-116.079834,1.48
1742547350640,ci40905975,1.22,33.787334,-116.07816,1.79
1742547256100,ci40905967,0.72,33.786835,-116.07917,1.69
1742545764860,ci40905951,0.59,33.785667,-116.07917,1.88
1742523596040,ci40905775,0.77,33.787,-116.075836,1.63
1742523323280,ci40905767,2.03,33.786335,-116.07716,1.61
1742483115730,ci40904911,1.41,33.4875,-116.433,9.55
1742476547820,ci40904799,0.95,33.9235,-116.024666,3.18
1742468889590,ci40904687,1.05,33.486668,-116.43383,8.5
1742464703580,ci40904639,0.58,33.484833,-116.4415,11.33
1742392085850,ci41083320,0.83,33.928333,-116.551834,8.24
