Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1742768343410,ci40908279,1.55,33.78417,-116.0775,1.87
1742766795910,ci40908247,1.11,33.787834,-116.07633,1.76
1742766692560,ci40908239,0.95,33.7885,-116.07917,2.27
1742765753210,ci40908215,1.06,33.789,-116.07733,2.08
1742765054200,ci40908199,1.91,33.788,-116.0765,1.98
1742755663260,ci40908063,1.1,33.78583,-116.08,1.81
1742755583950,ci40908055,1.25,33.789,-116.08,1.97
1742754981160,ci40908039,0.97,33.503666,-116.4545,6.22
1742752696210,ci40908007,2.01,33.788334,-116.07633,2.0
1742689636000,ci40907527,1.23,33.7485,-116.064835,1.55
1742682771190,ci40907447,0.66,33.508667,-116.479836,10.78
1742674566740,ci40907343,1.13,33.791,-116.077,0.83
1742672537360,ci40907319,1.21,33.788166,-116.076836,1.64
1742654955400,ci40907183,1.1,33.786667,-116.07633,1.67
