Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,27.54493,0.0,119.0,6.0,1.0,0.91133,8.4E-4,6.70424
2.6,21.9042,0.0,95.0,5.0,1.0,0.88528,8.4E-4,5.33422
2.7,17.41037,0.0,76.0,4.0,0.0,0.85283,8.4E-4,4.23772
2.8,13.84099,0.0,61.0,3.0,0.0,0.81673,8.4E-4,3.36862
2.9,11.00049,0.0,49.0,2.0,0.0,0.7754,8.4E-4,2.67567
3.0,8.75217,0.0,39.0,2.0,0.0,0.73022,8.4E-4,2.12641
3.1,6.95383,0.0,31.0,1.0,0.0,0.6812,8.4E-4,1.69114
3.2,5.5255,0.0,25.0,1.0,0.0,0.63054,8.4E-4,1.346
3.3,4.38636,0.0,20.0,1.0,0.0,0.57852,8.4E-4,1.06993
3.4,3.48016,0.0,16.0,1.0,0.0,0.52554,8.4E-4,0.84776
3.5,2.76559,0.0,13.0,0.0,0.0,0.47288,8.4E-4,0.67291
3.6,2.20007,0.0,11.0,0.0,0.0,0.42239,8.4E-4,0.53592
3.7,1.74846,0.0,9.0,0.0,0.0,0.37464,8.4E-4,0.42709
3.8,1.38815,0.0,7.0,0.0,0.0,0.32904,8.4E-4,0.33951
3.9,1.10097,0.0,6.0,0.0,0.0,0.28596,8.4E-4,0.26914
4.0,0.87651,0.0,5.0,0.0,0.0,0.24807,8.4E-4,0.21485
4.1,0.69586,0.0,4.0,0.0,0.0,0.21409,8.4E-4,0.17055
4.2,0.55211,0.0,3.0,0.0,0.0,0.18299,8.4E-4,0.13561
4.3,0.43699,0.0,3.0,0.0,0.0,0.15531,8.4E-4,0.10711
4.4,0.34592,0.0,2.0,0.0,0.0,0.13115,8.4E-4,0.08522
4.5,0.27495,0.0,2.0,0.0,0.0,0.11059,8.4E-4,0.06777
4.6,0.21714,0.0,2.0,0.0,0.0,0.09209,8.4E-4,0.05336
4.7,0.17229,0.0,1.0,0.0,0.0,0.07668,8.4E-4,0.04255
4.8,0.13693,0.0,1.0,0.0,0.0,0.0642,8.4E-4,0.034
4.9,0.10787,0.0,1.0,0.0,0.0,0.05271,8.4E-4,0.02653
5.0,0.08499,0.0,1.0,0.0,0.0,0.04361,8.4E-4,0.02129
5.1,0.06637,0.0,1.0,0.0,0.0,0.0355,8.4E-4,0.01658
5.2,0.05205,0.0,1.0,0.0,0.0,0.02889,8.4E-4,0.01326
5.3,0.04072,0.0,0.0,0.0,0.0,0.02356,8.4E-4,0.01038
5.4,0.03192,0.0,0.0,0.0,0.0,0.01915,8.4E-4,0.00829
5.5,0.02461,0.0,0.0,0.0,0.0,0.01524,8.4E-4,0.00623
5.6,0.01902,0.0,0.0,0.0,0.0,0.01226,8.4E-4,0.00485
5.7,0.01443,0.0,0.0,0.0,0.0,0.00962,8.4E-4,0.00356
5.8,0.01087,0.0,0.0,0.0,0.0,0.00754,8.4E-4,0.00271
5.9,0.00779,0.0,0.0,0.0,0.0,0.00565,8.4E-4,0.00182
6.0,0.00548,0.0,0.0,0.0,0.0,0.00409,8.4E-4,0.00131
6.1,0.00381,0.0,0.0,0.0,0.0,0.0029,8.4E-4,8.6E-4
6.2,0.00263,0.0,0.0,0.0,0.0,0.00209,8.1E-4,5.6E-4
6.3,0.00174,0.0,0.0,0.0,0.0,0.00143,8.0E-4,3.4E-4
6.4,0.00143,0.0,0.0,0.0,0.0,0.00122,8.0E-4,3.2E-4
6.5,0.00115,0.0,0.0,0.0,0.0,9.9E-4,7.7E-4,2.4E-4
6.6,8.7E-4,0.0,0.0,0.0,0.0,7.8E-4,7.4E-4,2.1E-4
6.7,7.4E-4,0.0,0.0,0.0,0.0,6.8E-4,6.5E-4,2.0E-4
6.8,6.4E-4,0.0,0.0,0.0,0.0,6.1E-4,5.9E-4,1.9E-4
6.9,6.2E-4,0.0,0.0,0.0,0.0,5.9E-4,5.7E-4,1.9E-4
7.0,6.0E-4,0.0,0.0,0.0,0.0,5.8E-4,5.6E-4,1.9E-4
7.1,4.6E-4,0.0,0.0,0.0,0.0,4.4E-4,4.4E-4,1.4E-4
7.2,2.5E-4,0.0,0.0,0.0,0.0,2.5E-4,2.5E-4,8.0E-5
7.3,2.4E-4,0.0,0.0,0.0,0.0,2.4E-4,2.4E-4,8.0E-5
7.4,2.2E-4,0.0,0.0,0.0,0.0,2.2E-4,2.2E-4,8.0E-5
7.5,2.1E-4,0.0,0.0,0.0,0.0,2.1E-4,2.1E-4,7.0E-5
7.6,1.8E-4,0.0,0.0,0.0,0.0,1.8E-4,1.8E-4,4.0E-5
7.7,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,1.0E-5
7.8,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.9,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
