Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,2.59761,0.0,3.0,0.0,0.0,0.40646,6.3E-4,0.47668
2.6,2.06357,0.0,3.0,0.0,0.0,0.34211,6.3E-4,0.37793
2.7,1.64037,0.0,2.0,0.0,0.0,0.28537,6.3E-4,0.30065
2.8,1.30017,0.0,2.0,0.0,0.0,0.23557,6.3E-4,0.23856
2.9,1.03251,0.0,2.0,0.0,0.0,0.19413,6.3E-4,0.19036
3.0,0.82023,0.0,2.0,0.0,0.0,0.15937,6.3E-4,0.1509
3.1,0.6516,0.0,1.0,0.0,0.0,0.13058,6.3E-4,0.12023
3.2,0.51743,0.0,1.0,0.0,0.0,0.1063,6.3E-4,0.09533
3.3,0.40968,0.0,1.0,0.0,0.0,0.08624,6.3E-4,0.0753
3.4,0.32485,0.0,1.0,0.0,0.0,0.07055,6.3E-4,0.06015
3.5,0.25833,0.0,1.0,0.0,0.0,0.05695,6.3E-4,0.04779
3.6,0.2065,0.0,1.0,0.0,0.0,0.04627,6.3E-4,0.03809
3.7,0.16302,0.0,1.0,0.0,0.0,0.03739,6.3E-4,0.03041
3.8,0.13016,0.0,1.0,0.0,0.0,0.03059,6.3E-4,0.02453
3.9,0.10271,0.0,0.0,0.0,0.0,0.02467,6.3E-4,0.01943
4.0,0.08044,0.0,0.0,0.0,0.0,0.01942,6.3E-4,0.01497
4.1,0.06361,0.0,0.0,0.0,0.0,0.01585,6.3E-4,0.01183
4.2,0.05005,0.0,0.0,0.0,0.0,0.01297,6.3E-4,0.0094
4.3,0.03984,0.0,0.0,0.0,0.0,0.01064,6.3E-4,0.00751
4.4,0.03217,0.0,0.0,0.0,0.0,0.00889,6.3E-4,0.00611
4.5,0.02555,0.0,0.0,0.0,0.0,0.00706,6.3E-4,0.00472
4.6,0.02039,0.0,0.0,0.0,0.0,0.00605,6.3E-4,0.00401
4.7,0.01612,0.0,0.0,0.0,0.0,0.00516,6.3E-4,0.00331
4.8,0.01256,0.0,0.0,0.0,0.0,0.00423,6.3E-4,0.00267
4.9,0.01014,0.0,0.0,0.0,0.0,0.00359,6.3E-4,0.00219
5.0,0.00798,0.0,0.0,0.0,0.0,0.00298,6.3E-4,0.00182
5.1,0.00649,0.0,0.0,0.0,0.0,0.0026,6.3E-4,0.00152
5.2,0.00517,0.0,0.0,0.0,0.0,0.00213,6.3E-4,0.00128
5.3,0.00417,0.0,0.0,0.0,0.0,0.00187,6.3E-4,0.00108
5.4,0.00334,0.0,0.0,0.0,0.0,0.00162,6.3E-4,9.5E-4
5.5,0.00264,0.0,0.0,0.0,0.0,0.00141,6.3E-4,8.0E-4
5.6,0.00216,0.0,0.0,0.0,0.0,0.00123,6.3E-4,6.7E-4
5.7,0.00175,0.0,0.0,0.0,0.0,0.00108,6.3E-4,5.9E-4
5.8,0.00141,0.0,0.0,0.0,0.0,9.4E-4,6.3E-4,5.2E-4
5.9,0.00115,0.0,0.0,0.0,0.0,8.2E-4,6.3E-4,5.0E-4
6.0,0.00102,0.0,0.0,0.0,0.0,7.6E-4,6.3E-4,4.7E-4
6.1,8.8E-4,0.0,0.0,0.0,0.0,7.2E-4,6.3E-4,4.5E-4
6.2,8.0E-4,0.0,0.0,0.0,0.0,6.7E-4,6.3E-4,4.4E-4
6.3,7.8E-4,0.0,0.0,0.0,0.0,6.7E-4,6.3E-4,4.4E-4
6.4,6.6E-4,0.0,0.0,0.0,0.0,5.9E-4,5.9E-4,4.2E-4
6.5,5.1E-4,0.0,0.0,0.0,0.0,4.5E-4,4.5E-4,3.2E-4
6.6,3.8E-4,0.0,0.0,0.0,0.0,3.5E-4,3.5E-4,2.6E-4
6.7,2.9E-4,0.0,0.0,0.0,0.0,2.7E-4,2.7E-4,2.0E-4
6.8,1.9E-4,0.0,0.0,0.0,0.0,1.9E-4,1.9E-4,1.2E-4
6.9,1.8E-4,0.0,0.0,0.0,0.0,1.8E-4,1.8E-4,1.2E-4
7.0,1.7E-4,0.0,0.0,0.0,0.0,1.7E-4,1.7E-4,1.2E-4
7.1,1.5E-4,0.0,0.0,0.0,0.0,1.5E-4,1.5E-4,1.0E-4
7.2,1.3E-4,0.0,0.0,0.0,0.0,1.3E-4,1.3E-4,8.0E-5
7.3,1.2E-4,0.0,0.0,0.0,0.0,1.2E-4,1.2E-4,7.0E-5
7.4,1.2E-4,0.0,0.0,0.0,0.0,1.2E-4,1.2E-4,7.0E-5
