Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,85.68196,28.0,478.0,48.0,42.0,1.0,0.03467,31.7669
2.6,68.08067,21.0,381.0,39.0,33.0,1.0,0.03467,25.24237
2.7,54.07373,16.0,303.0,31.0,28.0,1.0,0.03467,20.0492
2.8,42.94153,12.0,242.0,24.0,21.0,1.0,0.03467,15.9146
2.9,34.11609,8.0,193.0,19.0,16.0,1.0,0.03467,12.65131
3.0,27.10414,6.0,153.0,15.0,13.0,0.99996,0.03467,10.0548
3.1,21.54214,4.0,122.0,12.0,10.0,0.99985,0.03467,7.99204
3.2,17.10955,3.0,98.0,10.0,8.0,0.99937,0.03467,6.34809
3.3,13.59669,2.0,78.0,8.0,6.0,0.99718,0.03467,5.04383
3.4,10.79558,1.0,62.0,6.0,5.0,0.9909,0.03467,4.00593
3.5,8.57486,1.0,50.0,5.0,3.0,0.97813,0.03467,3.18163
3.6,6.81216,0.0,40.0,4.0,3.0,0.95311,0.03467,2.52613
3.7,5.41737,0.0,32.0,3.0,2.0,0.91532,0.03467,2.00997
3.8,4.30399,0.0,26.0,2.0,1.0,0.86501,0.03467,1.59843
3.9,3.41542,0.0,21.0,2.0,1.0,0.80216,0.03467,1.26773
4.0,2.7153,0.0,17.0,1.0,1.0,0.72993,0.03467,1.00843
4.1,2.15703,0.0,14.0,1.0,0.0,0.65419,0.03467,0.8018
4.2,1.7193,0.0,11.0,1.0,0.0,0.57733,0.03467,0.6391
4.3,1.37159,0.0,9.0,1.0,0.0,0.50389,0.03467,0.51143
4.4,1.09133,0.0,8.0,0.0,0.0,0.43289,0.03467,0.40708
4.5,0.86777,0.0,6.0,0.0,0.0,0.36935,0.03467,0.32439
4.6,0.6916,0.0,5.0,0.0,0.0,0.31395,0.03467,0.25938
4.7,0.55337,0.0,4.0,0.0,0.0,0.26614,0.03467,0.20904
4.8,0.44153,0.0,4.0,0.0,0.0,0.22432,0.03467,0.16707
4.9,0.35238,0.0,3.0,0.0,0.0,0.18848,0.03467,0.13408
5.0,0.28092,0.0,3.0,0.0,0.0,0.15755,0.03467,0.10798
5.1,0.22499,0.0,2.0,0.0,0.0,0.13204,0.03467,0.08775
5.2,0.18094,0.0,2.0,0.0,0.0,0.11107,0.03467,0.07166
5.3,0.14535,0.0,2.0,0.0,0.0,0.09343,0.03467,0.05872
5.4,0.11802,0.0,1.0,0.0,0.0,0.07918,0.03467,0.04871
5.5,0.09588,0.0,1.0,0.0,0.0,0.06744,0.03467,0.04056
5.6,0.078,0.0,1.0,0.0,0.0,0.05774,0.03467,0.03398
5.7,0.06394,0.0,1.0,0.0,0.0,0.04976,0.03467,0.02893
5.8,0.05222,0.0,1.0,0.0,0.0,0.04264,0.03467,0.02434
5.9,0.0433,0.0,1.0,0.0,0.0,0.03735,0.03467,0.02079
6.0,0.03749,0.0,1.0,0.0,0.0,0.03361,0.03272,0.01819
6.1,0.02835,0.0,1.0,0.0,0.0,0.0255,0.02479,0.01366
6.2,0.02285,0.0,0.0,0.0,0.0,0.02126,0.02062,0.01098
6.3,0.01543,0.0,0.0,0.0,0.0,0.01454,0.01406,0.00737
6.4,0.01118,0.0,0.0,0.0,0.0,0.01065,0.01035,0.00533
6.5,0.00926,0.0,0.0,0.0,0.0,0.00895,0.00869,0.00443
6.6,0.00765,0.0,0.0,0.0,0.0,0.00747,0.00733,0.00361
6.7,7.5E-4,0.0,0.0,0.0,0.0,7.4E-4,6.3E-4,3.0E-4
6.8,3.9E-4,0.0,0.0,0.0,0.0,3.9E-4,3.6E-4,1.5E-4
6.9,9.0E-5,0.0,0.0,0.0,0.0,9.0E-5,7.0E-5,1.0E-5
7.0,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,1.0E-5,0.0
7.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.2,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
