Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1683910285470,nc73887221,1.9,40.194332,-121.127,5.1
1683909320380,nc73887201,2.52,40.22817,-121.14333,0.09
1683905055610,nc73887171,3.06,40.198,-121.11467,-1.39
1683902109390,nc73887156,2.18,40.211334,-121.094,8.28
1683900993390,nc73887151,2.36,40.226833,-121.1365,1.15
1683899447030,nc73887146,2.88,40.203,-121.10067,7.36
1683899075320,nc73887141,2.18,40.211166,-121.090836,0.09
1683898266420,nc73887131,2.09,40.227333,-121.110664,-1.24
1683898195420,nc73887126,2.97,40.219666,-121.158165,-1.39
1683897175810,nc73887116,2.4,40.201332,-121.10133,0.3
1683895371930,nc73887101,3.09,40.194168,-121.09317,4.59
1683894737400,us6000kbdz,2.6,40.1726,-121.127,10.244
1683892496860,nc73887091,2.28,40.144333,-121.13734,9.05
1683890584600,nc73887086,2.66,40.194668,-121.129,5.39
1683890284430,nc73887081,3.2,40.2245,-121.131,5.29
1683888876330,nc73887076,1.94,40.248165,-121.1685,4.57
1683888715450,nc73887071,2.21,40.200333,-121.06617,2.0
1683888108170,nc73887066,2.2,40.226166,-121.135666,7.09
1683887926980,nc73887061,2.2,40.216,-121.11684,6.31
1683887549950,nc73887051,2.19,40.204834,-121.079666,7.47
1683887300812,nn00859418,2.1,40.1635,-121.0829,12.5
1683886721310,nc73887046,5.16,40.196,-121.09983,6.06
1683880718010,nc73887016,2.36,40.236668,-121.16883,5.88
1683879649580,nc73887011,2.55,40.235332,-121.16133,5.91
1683870340420,nc73886966,2.95,40.197166,-121.100334,4.46
1683870066370,nc73886961,2.39,40.208168,-121.10833,0.15
1683869866680,nc73886956,2.14,40.208168,-121.1015,0.27
1683868878770,nc73886941,2.08,40.202,-121.1045,1.12
1683868636780,nc73886936,2.94,40.206165,-121.109,-1.41
1683864745110,nc73886901,2.29,40.239334,-121.144,1.15
1683862969120,nc73886881,2.34,40.20767,-121.09233,3.83
1683860085390,nc73886856,3.79,40.196,-121.100334,4.79
1683859237230,nc73886846,2.94,40.230835,-121.159836,-1.17
1683857939410,nc73886841,2.48,40.213,-121.127,-1.25
1683857135880,nc73886831,2.28,40.240334,-121.139336,1.13
1683856737060,nc73886826,2.35,40.191334,-121.10833,5.98
1683854369840,nc73886816,1.86,40.2425,-121.14467,7.75
1683852917950,nc73886811,2.32,40.241833,-121.15567,1.35
1683852793360,nc73886806,2.43,40.231,-121.15366,5.91
1683852054580,nc73886801,1.99,40.2005,-121.107666,2.96
1683851926720,nc73886796,2.79,40.219833,-121.14933,5.2
1683851541860,nc73886791,2.43,40.204834,-121.099335,6.87
1683851412710,nc73886786,2.14,40.21467,-121.10616,6.59
1683850217900,nc73886771,2.1,40.203,-121.114334,4.18
1683850015900,nc73886766,2.99,40.214,-121.15517,5.46
1683848715410,nc73886756,2.51,40.222,-121.161835,5.58
1683848310210,nc73886751,2.66,40.204166,-121.10616,7.39
1683848093630,nc73886746,2.43,40.205666,-121.1175,3.36
1683847817670,nc71130364,2.57,40.2125,-121.0865,6.64
1683847782830,nc73886736,2.61,40.19533,-121.10516,-0.34
1683847563000,nc71130374,2.38,40.220333,-121.113,6.28
1683847428220,nc71130369,2.83,40.230167,-121.166336,5.78
