Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.24231,0.0,2.0,0.0,0.0,0.17525,1.5E-4,0.1625
2.6,0.19149,0.0,1.0,0.0,0.0,0.14244,1.5E-4,0.12835
2.7,0.15293,0.0,1.0,0.0,0.0,0.11628,1.5E-4,0.10236
2.8,0.12157,0.0,1.0,0.0,0.0,0.09456,1.5E-4,0.0813
2.9,0.09717,0.0,1.0,0.0,0.0,0.07695,1.5E-4,0.06518
3.0,0.07771,0.0,1.0,0.0,0.0,0.06278,1.5E-4,0.05216
3.1,0.06229,0.0,1.0,0.0,0.0,0.05128,1.5E-4,0.04186
3.2,0.04951,0.0,1.0,0.0,0.0,0.04136,1.5E-4,0.03351
3.3,0.03954,0.0,1.0,0.0,0.0,0.03337,1.5E-4,0.02663
3.4,0.0311,0.0,1.0,0.0,0.0,0.02652,1.5E-4,0.02097
3.5,0.02507,0.0,0.0,0.0,0.0,0.02169,1.5E-4,0.01694
3.6,0.02,0.0,0.0,0.0,0.0,0.01739,1.5E-4,0.01356
3.7,0.016,0.0,0.0,0.0,0.0,0.01411,1.5E-4,0.0109
3.8,0.01286,0.0,0.0,0.0,0.0,0.01138,1.5E-4,0.00872
3.9,0.01014,0.0,0.0,0.0,0.0,0.00904,1.5E-4,0.00679
4.0,0.00831,0.0,0.0,0.0,0.0,0.00745,1.5E-4,0.00558
4.1,0.00664,0.0,0.0,0.0,0.0,0.00607,1.5E-4,0.0046
4.2,0.00544,0.0,0.0,0.0,0.0,0.00493,1.5E-4,0.00368
4.3,0.00441,0.0,0.0,0.0,0.0,0.00404,1.5E-4,0.00291
4.4,0.00347,0.0,0.0,0.0,0.0,0.0032,1.5E-4,0.00228
4.5,0.00284,0.0,0.0,0.0,0.0,0.00261,1.5E-4,0.00189
4.6,0.00229,0.0,0.0,0.0,0.0,0.00214,1.5E-4,0.0016
4.7,0.00187,0.0,0.0,0.0,0.0,0.00176,1.5E-4,0.0013
4.8,0.0014,0.0,0.0,0.0,0.0,0.00132,1.5E-4,9.9E-4
4.9,0.00112,0.0,0.0,0.0,0.0,0.00107,1.5E-4,8.4E-4
5.0,9.2E-4,0.0,0.0,0.0,0.0,8.7E-4,1.5E-4,6.7E-4
5.1,7.8E-4,0.0,0.0,0.0,0.0,7.4E-4,1.5E-4,5.7E-4
5.2,6.3E-4,0.0,0.0,0.0,0.0,6.0E-4,1.5E-4,4.7E-4
5.3,5.5E-4,0.0,0.0,0.0,0.0,5.3E-4,1.5E-4,4.1E-4
5.4,4.2E-4,0.0,0.0,0.0,0.0,4.1E-4,1.5E-4,3.2E-4
5.5,3.3E-4,0.0,0.0,0.0,0.0,3.3E-4,1.5E-4,2.4E-4
5.6,2.4E-4,0.0,0.0,0.0,0.0,2.4E-4,1.5E-4,1.9E-4
5.7,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,1.5E-4,1.6E-4
5.8,1.9E-4,0.0,0.0,0.0,0.0,1.9E-4,1.5E-4,1.5E-4
5.9,1.7E-4,0.0,0.0,0.0,0.0,1.7E-4,1.5E-4,1.3E-4
6.0,1.3E-4,0.0,0.0,0.0,0.0,1.3E-4,1.3E-4,1.0E-4
6.1,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,5.0E-5
6.2,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,5.0E-5
6.3,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,2.0E-5
6.4,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
