Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,31.18578,11.0,106.0,21.0,19.0,1.0,0.01456,16.6065
2.6,24.78567,8.0,85.0,17.0,15.0,1.0,0.01456,13.20084
2.7,19.69395,6.0,68.0,14.0,12.0,0.99999,0.01456,10.48837
2.8,15.65257,4.0,54.0,11.0,9.0,0.9999,0.01456,8.33343
2.9,12.42834,3.0,43.0,8.0,7.0,0.999,0.01456,6.61698
3.0,9.87228,2.0,35.0,7.0,5.0,0.99651,0.01456,5.25336
3.1,7.84109,1.0,28.0,5.0,4.0,0.98953,0.01456,4.17151
3.2,6.22813,0.0,23.0,4.0,3.0,0.97375,0.01456,3.3141
3.3,4.94676,0.0,19.0,3.0,2.0,0.94541,0.01456,2.63279
3.4,3.92823,0.0,15.0,3.0,2.0,0.90418,0.01456,2.09301
3.5,3.12086,0.0,12.0,2.0,1.0,0.84822,0.01456,1.66313
3.6,2.48019,0.0,10.0,1.0,1.0,0.78017,0.01456,1.32241
3.7,1.97159,0.0,8.0,1.0,1.0,0.70412,0.01456,1.05096
3.8,1.56602,0.0,7.0,1.0,0.0,0.6242,0.01456,0.83573
3.9,1.24313,0.0,6.0,1.0,0.0,0.54418,0.01456,0.66339
4.0,0.98776,0.0,5.0,0.0,0.0,0.46781,0.01456,0.52769
4.1,0.78387,0.0,4.0,0.0,0.0,0.39809,0.01456,0.41996
4.2,0.62507,0.0,4.0,0.0,0.0,0.33543,0.01456,0.3344
4.3,0.49826,0.0,3.0,0.0,0.0,0.28151,0.01456,0.26764
4.4,0.39719,0.0,3.0,0.0,0.0,0.23459,0.01456,0.21374
4.5,0.31661,0.0,2.0,0.0,0.0,0.19441,0.01456,0.17061
4.6,0.25185,0.0,2.0,0.0,0.0,0.16022,0.01456,0.13578
4.7,0.20189,0.0,2.0,0.0,0.0,0.13241,0.01456,0.10927
4.8,0.16145,0.0,2.0,0.0,0.0,0.10905,0.01456,0.08724
4.9,0.12937,0.0,1.0,0.0,0.0,0.09002,0.01456,0.07018
5.0,0.10348,0.0,1.0,0.0,0.0,0.074,0.01456,0.05629
5.1,0.08314,0.0,1.0,0.0,0.0,0.0612,0.01456,0.04597
5.2,0.06749,0.0,1.0,0.0,0.0,0.05091,0.01456,0.0378
5.3,0.05488,0.0,1.0,0.0,0.0,0.04238,0.01456,0.03105
5.4,0.04438,0.0,1.0,0.0,0.0,0.03525,0.01456,0.02539
5.5,0.03619,0.0,1.0,0.0,0.0,0.02955,0.01456,0.02105
5.6,0.02979,0.0,0.0,0.0,0.0,0.02495,0.01456,0.01753
5.7,0.02473,0.0,0.0,0.0,0.0,0.02122,0.01456,0.01487
5.8,0.02045,0.0,0.0,0.0,0.0,0.01798,0.01456,0.01261
5.9,0.01722,0.0,0.0,0.0,0.0,0.01562,0.01456,0.01081
6.0,0.01502,0.0,0.0,0.0,0.0,0.01398,0.01363,0.00947
6.1,0.0113,0.0,0.0,0.0,0.0,0.01054,0.01025,0.00699
6.2,0.00909,0.0,0.0,0.0,0.0,0.00872,0.00849,0.00564
6.3,0.00631,0.0,0.0,0.0,0.0,0.00613,0.00592,0.00394
6.4,0.00466,0.0,0.0,0.0,0.0,0.00456,0.00438,0.00289
6.5,0.00376,0.0,0.0,0.0,0.0,0.00373,0.00358,0.00234
6.6,0.00313,0.0,0.0,0.0,0.0,0.00312,0.00302,0.00193
6.7,2.2E-4,0.0,0.0,0.0,0.0,2.2E-4,1.6E-4,1.1E-4
6.8,1.4E-4,0.0,0.0,0.0,0.0,1.4E-4,1.1E-4,1.0E-4
6.9,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,3.0E-5,2.0E-5
7.0,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.2,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
