Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,1.04895,0.0,4.0,0.0,0.0,0.4286,1.0E-5,0.53279
2.6,0.83181,0.0,4.0,0.0,0.0,0.36229,1.0E-5,0.42203
2.7,0.6596,0.0,3.0,0.0,0.0,0.30351,1.0E-5,0.33457
2.8,0.52483,0.0,3.0,0.0,0.0,0.2531,1.0E-5,0.26553
2.9,0.41608,0.0,2.0,0.0,0.0,0.20865,1.0E-5,0.20956
3.0,0.33049,0.0,2.0,0.0,0.0,0.17154,1.0E-5,0.16622
3.1,0.26187,0.0,2.0,0.0,0.0,0.14019,1.0E-5,0.13169
3.2,0.20831,0.0,2.0,0.0,0.0,0.11531,1.0E-5,0.10511
3.3,0.16641,0.0,1.0,0.0,0.0,0.09459,1.0E-5,0.08413
3.4,0.13209,0.0,1.0,0.0,0.0,0.07632,1.0E-5,0.06657
3.5,0.10456,0.0,1.0,0.0,0.0,0.06173,1.0E-5,0.05269
3.6,0.08316,0.0,1.0,0.0,0.0,0.05032,1.0E-5,0.04186
3.7,0.06634,0.0,1.0,0.0,0.0,0.041,1.0E-5,0.03329
3.8,0.05265,0.0,1.0,0.0,0.0,0.03333,1.0E-5,0.0266
3.9,0.0414,0.0,1.0,0.0,0.0,0.0266,1.0E-5,0.02088
4.0,0.03254,0.0,0.0,0.0,0.0,0.02131,1.0E-5,0.01662
4.1,0.02608,0.0,0.0,0.0,0.0,0.01742,1.0E-5,0.01336
4.2,0.02076,0.0,0.0,0.0,0.0,0.01406,1.0E-5,0.01065
4.3,0.0163,0.0,0.0,0.0,0.0,0.01119,1.0E-5,0.00839
4.4,0.01293,0.0,0.0,0.0,0.0,0.00904,1.0E-5,0.00679
4.5,0.01043,0.0,0.0,0.0,0.0,0.00732,1.0E-5,0.00547
4.6,0.00836,0.0,0.0,0.0,0.0,0.00597,1.0E-5,0.00432
4.7,0.00646,0.0,0.0,0.0,0.0,0.00476,1.0E-5,0.00334
4.8,0.00504,0.0,0.0,0.0,0.0,0.00378,1.0E-5,0.00264
4.9,0.00409,0.0,0.0,0.0,0.0,0.00319,1.0E-5,0.00222
5.0,0.00325,0.0,0.0,0.0,0.0,0.00258,1.0E-5,0.00181
5.1,0.00249,0.0,0.0,0.0,0.0,0.00196,1.0E-5,0.00139
5.2,0.00193,0.0,0.0,0.0,0.0,0.00158,1.0E-5,0.00113
5.3,0.00152,0.0,0.0,0.0,0.0,0.00126,1.0E-5,9.3E-4
5.4,0.00116,0.0,0.0,0.0,0.0,9.9E-4,1.0E-5,6.7E-4
5.5,8.7E-4,0.0,0.0,0.0,0.0,7.4E-4,1.0E-5,5.1E-4
5.6,6.9E-4,0.0,0.0,0.0,0.0,5.8E-4,1.0E-5,3.7E-4
5.7,5.6E-4,0.0,0.0,0.0,0.0,4.7E-4,1.0E-5,2.8E-4
5.8,4.0E-4,0.0,0.0,0.0,0.0,3.4E-4,1.0E-5,2.2E-4
5.9,2.5E-4,0.0,0.0,0.0,0.0,2.1E-4,1.0E-5,1.3E-4
6.0,2.0E-4,0.0,0.0,0.0,0.0,1.6E-4,1.0E-5,1.1E-4
