Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.61274,0.0,3.0,0.0,0.0,0.31631,0.0,0.35855
2.6,0.48489,0.0,3.0,0.0,0.0,0.26264,0.0,0.28331
2.7,0.38428,0.0,2.0,0.0,0.0,0.21701,0.0,0.22466
2.8,0.30585,0.0,2.0,0.0,0.0,0.17875,0.0,0.17844
2.9,0.24254,0.0,2.0,0.0,0.0,0.14626,0.0,0.14109
3.0,0.19184,0.0,1.0,0.0,0.0,0.1187,0.0,0.11124
3.1,0.15215,0.0,1.0,0.0,0.0,0.09628,0.0,0.08841
3.2,0.12109,0.0,1.0,0.0,0.0,0.07845,0.0,0.07061
3.3,0.09673,0.0,1.0,0.0,0.0,0.0639,0.0,0.05651
3.4,0.07694,0.0,1.0,0.0,0.0,0.05123,0.0,0.04466
3.5,0.06044,0.0,1.0,0.0,0.0,0.04118,0.0,0.03528
3.6,0.04817,0.0,1.0,0.0,0.0,0.03344,0.0,0.02801
3.7,0.0386,0.0,1.0,0.0,0.0,0.02724,0.0,0.02252
3.8,0.03057,0.0,0.0,0.0,0.0,0.02208,0.0,0.01803
3.9,0.0242,0.0,0.0,0.0,0.0,0.01769,0.0,0.01415
4.0,0.0191,0.0,0.0,0.0,0.0,0.01417,0.0,0.01123
4.1,0.01528,0.0,0.0,0.0,0.0,0.01146,0.0,0.00893
4.2,0.0121,0.0,0.0,0.0,0.0,0.0093,0.0,0.00715
4.3,0.00957,0.0,0.0,0.0,0.0,0.00744,0.0,0.00572
4.4,0.00761,0.0,0.0,0.0,0.0,0.00607,0.0,0.00464
4.5,0.00623,0.0,0.0,0.0,0.0,0.00496,0.0,0.00375
4.6,0.00507,0.0,0.0,0.0,0.0,0.00405,0.0,0.003
4.7,0.00404,0.0,0.0,0.0,0.0,0.00327,0.0,0.00237
4.8,0.00316,0.0,0.0,0.0,0.0,0.00262,0.0,0.00184
4.9,0.00259,0.0,0.0,0.0,0.0,0.0022,0.0,0.00151
5.0,0.0021,0.0,0.0,0.0,0.0,0.00183,0.0,0.00127
5.1,0.00158,0.0,0.0,0.0,0.0,0.00135,0.0,9.6E-4
5.2,0.00124,0.0,0.0,0.0,0.0,0.00108,0.0,7.6E-4
5.3,9.4E-4,0.0,0.0,0.0,0.0,8.3E-4,0.0,6.1E-4
5.4,7.0E-4,0.0,0.0,0.0,0.0,6.4E-4,0.0,4.4E-4
5.5,5.0E-4,0.0,0.0,0.0,0.0,4.6E-4,0.0,3.4E-4
5.6,4.0E-4,0.0,0.0,0.0,0.0,3.7E-4,0.0,2.6E-4
5.7,3.1E-4,0.0,0.0,0.0,0.0,2.9E-4,0.0,1.9E-4
5.8,2.2E-4,0.0,0.0,0.0,0.0,2.1E-4,0.0,1.5E-4
5.9,1.2E-4,0.0,0.0,0.0,0.0,1.2E-4,0.0,8.0E-5
6.0,9.0E-5,0.0,0.0,0.0,0.0,9.0E-5,0.0,7.0E-5
6.1,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,0.0,5.0E-5
6.2,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,1.0E-5
6.3,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,1.0E-5
6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
