Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,136.18138,65.0,467.0,99.0,86.0,1.0,0.01325,60.32872
2.6,108.16969,50.0,369.0,79.0,68.0,1.0,0.01325,47.92277
2.7,85.90939,38.0,294.0,63.0,57.0,1.0,0.01325,38.07003
2.8,68.21975,29.0,234.0,50.0,46.0,1.0,0.01325,30.23305
2.9,54.18753,22.0,186.0,40.0,35.0,1.0,0.01325,24.01323
3.0,43.03286,17.0,148.0,32.0,28.0,1.0,0.01325,19.07504
3.1,34.19027,12.0,118.0,25.0,22.0,1.0,0.01325,15.15215
3.2,27.14194,9.0,94.0,20.0,18.0,1.0,0.01325,12.02841
3.3,21.5461,6.0,75.0,16.0,13.0,1.0,0.01325,9.5457
3.4,17.11492,5.0,60.0,13.0,11.0,0.99991,0.01325,7.58521
3.5,13.58694,3.0,49.0,10.0,8.0,0.99947,0.01325,6.01913
3.6,10.792,2.0,39.0,8.0,7.0,0.99807,0.01325,4.78127
3.7,8.57576,1.0,31.0,6.0,5.0,0.9931,0.01325,3.79689
3.8,6.8117,1.0,26.0,5.0,4.0,0.98105,0.01325,3.01912
3.9,5.39642,0.0,21.0,4.0,3.0,0.95956,0.01325,2.39173
4.0,4.28101,0.0,17.0,3.0,2.0,0.92533,0.01325,1.89591
4.1,3.39413,0.0,14.0,2.0,1.0,0.87724,0.01325,1.50543
4.2,2.69216,0.0,11.0,2.0,1.0,0.81586,0.01325,1.19487
4.3,2.13741,0.0,9.0,1.0,1.0,0.74533,0.01325,0.94553
4.4,1.69527,0.0,8.0,1.0,0.0,0.66749,0.01325,0.74955
4.5,1.34358,0.0,6.0,1.0,0.0,0.58729,0.01325,0.59504
4.6,1.06407,0.0,5.0,1.0,0.0,0.50931,0.01325,0.47183
4.7,0.8429,0.0,5.0,0.0,0.0,0.43737,0.01325,0.37372
4.8,0.6662,0.0,4.0,0.0,0.0,0.3709,0.01325,0.29566
4.9,0.52679,0.0,3.0,0.0,0.0,0.31117,0.01325,0.23454
5.0,0.41711,0.0,3.0,0.0,0.0,0.25939,0.01325,0.18586
5.1,0.32694,0.0,2.0,0.0,0.0,0.21329,0.01325,0.14626
5.2,0.25674,0.0,2.0,0.0,0.0,0.1746,0.01325,0.1151
5.3,0.20062,0.0,2.0,0.0,0.0,0.14153,0.01325,0.09014
5.4,0.15593,0.0,2.0,0.0,0.0,0.11404,0.01325,0.07013
5.5,0.12087,0.0,1.0,0.0,0.0,0.09135,0.01325,0.05466
5.6,0.0929,0.0,1.0,0.0,0.0,0.07205,0.01325,0.04215
5.7,0.07088,0.0,1.0,0.0,0.0,0.05658,0.01325,0.03242
5.8,0.05337,0.0,1.0,0.0,0.0,0.04387,0.01325,0.02443
5.9,0.03958,0.0,1.0,0.0,0.0,0.03358,0.01325,0.01862
6.0,0.02836,0.0,0.0,0.0,0.0,0.02496,0.01325,0.01348
6.1,0.02303,0.0,0.0,0.0,0.0,0.02073,0.01321,0.01126
6.2,0.01825,0.0,0.0,0.0,0.0,0.01707,0.01311,0.00913
6.3,0.01543,0.0,0.0,0.0,0.0,0.01478,0.01278,0.00786
6.4,0.01441,0.0,0.0,0.0,0.0,0.01389,0.0127,0.0074
6.5,0.01325,0.0,0.0,0.0,0.0,0.01296,0.01246,0.00693
6.6,0.00163,0.0,0.0,0.0,0.0,0.00153,0.00119,6.5E-4
6.7,0.00125,0.0,0.0,0.0,0.0,0.00119,9.5E-4,4.8E-4
6.8,0.001,0.0,0.0,0.0,0.0,9.6E-4,8.3E-4,4.0E-4
6.9,7.4E-4,0.0,0.0,0.0,0.0,7.3E-4,6.5E-4,2.7E-4
7.0,6.3E-4,0.0,0.0,0.0,0.0,6.3E-4,5.8E-4,2.2E-4
7.1,5.3E-4,0.0,0.0,0.0,0.0,5.3E-4,5.0E-4,1.8E-4
7.2,4.0E-4,0.0,0.0,0.0,0.0,4.0E-4,3.9E-4,1.5E-4
7.3,3.1E-4,0.0,0.0,0.0,0.0,3.1E-4,3.0E-4,1.2E-4
7.4,1.8E-4,0.0,0.0,0.0,0.0,1.8E-4,1.8E-4,6.0E-5
7.5,1.3E-4,0.0,0.0,0.0,0.0,1.3E-4,1.3E-4,3.0E-5
7.6,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,6.0E-5,1.0E-5
7.7,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,1.0E-5
7.8,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
