Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,2.61273,0.0,8.0,2.0,2.0,0.88387,2.5E-4,1.74449
2.6,2.07495,0.0,6.0,2.0,1.0,0.82177,2.5E-4,1.38711
2.7,1.64604,0.0,5.0,1.0,1.0,0.74766,2.5E-4,1.09953
2.8,1.30581,0.0,5.0,1.0,1.0,0.66931,2.5E-4,0.87307
2.9,1.03631,0.0,4.0,1.0,0.0,0.58716,2.5E-4,0.69206
3.0,0.82064,0.0,3.0,1.0,0.0,0.50666,2.5E-4,0.54748
3.1,0.65124,0.0,3.0,0.0,0.0,0.43205,2.5E-4,0.43409
3.2,0.51701,0.0,3.0,0.0,0.0,0.3647,2.5E-4,0.34449
3.3,0.40967,0.0,2.0,0.0,0.0,0.30349,2.5E-4,0.27298
3.4,0.32627,0.0,2.0,0.0,0.0,0.25176,2.5E-4,0.21791
3.5,0.25902,0.0,2.0,0.0,0.0,0.20665,2.5E-4,0.17267
3.6,0.20563,0.0,1.0,0.0,0.0,0.169,2.5E-4,0.13687
3.7,0.16249,0.0,1.0,0.0,0.0,0.13738,2.5E-4,0.10814
3.8,0.12935,0.0,1.0,0.0,0.0,0.11154,2.5E-4,0.08585
3.9,0.10318,0.0,1.0,0.0,0.0,0.09019,2.5E-4,0.06841
4.0,0.08206,0.0,1.0,0.0,0.0,0.07298,2.5E-4,0.05438
4.1,0.06464,0.0,1.0,0.0,0.0,0.05824,2.5E-4,0.0427
4.2,0.05144,0.0,1.0,0.0,0.0,0.04688,2.5E-4,0.03406
4.3,0.04093,0.0,1.0,0.0,0.0,0.03765,2.5E-4,0.0269
4.4,0.03219,0.0,1.0,0.0,0.0,0.0298,2.5E-4,0.02104
4.5,0.02557,0.0,0.0,0.0,0.0,0.02385,2.5E-4,0.01677
4.6,0.02033,0.0,0.0,0.0,0.0,0.01908,2.5E-4,0.01337
4.7,0.01595,0.0,0.0,0.0,0.0,0.01506,2.5E-4,0.01051
4.8,0.01258,0.0,0.0,0.0,0.0,0.01195,2.5E-4,0.00828
4.9,0.00966,0.0,0.0,0.0,0.0,0.00921,2.5E-4,0.00627
5.0,0.00795,0.0,0.0,0.0,0.0,0.00762,2.5E-4,0.00501
5.1,0.00609,0.0,0.0,0.0,0.0,0.00584,2.5E-4,0.00385
5.2,0.00495,0.0,0.0,0.0,0.0,0.00476,2.5E-4,0.00315
5.3,0.00393,0.0,0.0,0.0,0.0,0.0038,2.5E-4,0.0025
5.4,0.00301,0.0,0.0,0.0,0.0,0.00296,2.5E-4,0.00189
5.5,0.0023,0.0,0.0,0.0,0.0,0.00226,2.5E-4,0.00143
5.6,0.00173,0.0,0.0,0.0,0.0,0.00172,2.5E-4,0.0011
5.7,0.00136,0.0,0.0,0.0,0.0,0.00135,2.5E-4,9.1E-4
5.8,9.9E-4,0.0,0.0,0.0,0.0,9.8E-4,2.5E-4,6.1E-4
5.9,7.7E-4,0.0,0.0,0.0,0.0,7.7E-4,2.5E-4,4.8E-4
6.0,5.9E-4,0.0,0.0,0.0,0.0,5.9E-4,2.5E-4,3.8E-4
6.1,4.6E-4,0.0,0.0,0.0,0.0,4.6E-4,2.5E-4,3.2E-4
6.2,3.8E-4,0.0,0.0,0.0,0.0,3.8E-4,2.5E-4,2.6E-4
6.3,3.0E-4,0.0,0.0,0.0,0.0,3.0E-4,2.5E-4,2.2E-4
6.4,2.8E-4,0.0,0.0,0.0,0.0,2.8E-4,2.5E-4,2.0E-4
6.5,2.5E-4,0.0,0.0,0.0,0.0,2.5E-4,2.4E-4,1.8E-4
6.6,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
6.7,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
6.8,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
6.9,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
