Magnitude,ComCat Data
0.0,173.0
0.1,173.0
0.2,173.0
0.3,173.0
0.4,173.0
0.5,173.0
0.6,173.0
0.7,173.0
0.8,173.0
0.9,173.0
1.0,172.0
1.1,171.0
1.2,171.0
1.3,162.0
1.4,152.0
1.5,136.0
1.6,117.0
1.7,101.0
1.8,96.0
1.9,79.0
2.0,69.0
2.1,64.0
2.2,55.0
2.3,47.0
2.4,38.0
2.5,33.0
2.6,29.0
2.7,24.0
2.8,19.0
2.9,17.0
3.0,13.0
3.1,11.0
3.2,9.0
3.3,8.0
3.4,8.0
3.5,6.0
3.6,3.0
3.7,2.0
3.8,2.0
3.9,2.0
4.0,2.0
4.1,2.0
4.2,2.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
5.1,0.0
5.2,0.0
5.3,0.0
5.4,0.0
5.5,0.0
5.6,0.0
5.7,0.0
5.8,0.0
5.9,0.0
6.0,0.0
6.1,0.0
6.2,0.0
6.3,0.0
6.4,0.0
6.5,0.0
6.6,0.0
6.7,0.0
6.8,0.0
6.9,0.0
7.0,0.0
7.1,0.0
7.2,0.0
7.3,0.0
7.4,0.0
7.5,0.0
7.6,0.0
7.7,0.0
7.8,0.0
7.9,0.0
8.0,0.0
8.1,0.0
8.2,0.0
8.3,0.0
8.4,0.0
8.5,0.0
8.6,0.0
8.7,0.0
8.8,0.0
