Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,85.69948,9.0,253.0,30.0,19.0,0.99999,0.01816,28.05809
2.6,68.07402,7.0,200.0,24.0,16.0,0.99996,0.01816,22.27578
2.7,54.06196,5.0,160.0,19.0,12.0,0.99987,0.01816,17.68752
2.8,42.95598,3.0,127.0,15.0,9.0,0.99959,0.01816,14.06024
2.9,34.12084,2.0,101.0,12.0,7.0,0.99827,0.01816,11.17085
3.0,27.08583,2.0,81.0,10.0,6.0,0.99523,0.01816,8.86392
3.1,21.51653,1.0,65.0,8.0,4.0,0.98863,0.01816,7.03998
3.2,17.07059,1.0,52.0,6.0,3.0,0.97654,0.01816,5.58699
3.3,13.56273,0.0,42.0,5.0,2.0,0.9571,0.01816,4.43719
3.4,10.77143,0.0,34.0,4.0,2.0,0.92904,0.01816,3.52245
3.5,8.56172,0.0,27.0,3.0,1.0,0.89086,0.01816,2.79796
3.6,6.80307,0.0,22.0,2.0,1.0,0.84261,0.01816,2.22275
3.7,5.40768,0.0,18.0,2.0,1.0,0.78617,0.01816,1.77157
3.8,4.29948,0.0,14.0,1.0,0.0,0.72317,0.01816,1.41133
3.9,3.40879,0.0,12.0,1.0,0.0,0.6558,0.01816,1.12073
4.0,2.70471,0.0,10.0,1.0,0.0,0.5872,0.01816,0.89164
4.1,2.14336,0.0,8.0,1.0,0.0,0.51748,0.01816,0.70777
4.2,1.70045,0.0,7.0,0.0,0.0,0.45207,0.01816,0.5624
4.3,1.34727,0.0,5.0,0.0,0.0,0.3893,0.01816,0.44571
4.4,1.06896,0.0,5.0,0.0,0.0,0.3325,0.01816,0.35353
4.5,0.84612,0.0,4.0,0.0,0.0,0.28207,0.01816,0.28089
4.6,0.66992,0.0,3.0,0.0,0.0,0.23806,0.01816,0.22297
4.7,0.53172,0.0,3.0,0.0,0.0,0.20009,0.01816,0.17802
4.8,0.41997,0.0,2.0,0.0,0.0,0.16645,0.01816,0.14138
4.9,0.33236,0.0,2.0,0.0,0.0,0.13863,0.01816,0.1133
5.0,0.2617,0.0,2.0,0.0,0.0,0.11401,0.01816,0.09006
5.1,0.20659,0.0,1.0,0.0,0.0,0.094,0.01816,0.07168
5.2,0.16335,0.0,1.0,0.0,0.0,0.07714,0.01816,0.05729
5.3,0.12796,0.0,1.0,0.0,0.0,0.06317,0.01816,0.0457
5.4,0.10087,0.0,1.0,0.0,0.0,0.05226,0.01816,0.03686
5.5,0.07807,0.0,1.0,0.0,0.0,0.0429,0.01816,0.02934
5.6,0.06086,0.0,1.0,0.0,0.0,0.0354,0.01816,0.02393
5.7,0.04684,0.0,1.0,0.0,0.0,0.02926,0.01816,0.01942
5.8,0.03543,0.0,0.0,0.0,0.0,0.02413,0.01816,0.01564
5.9,0.02583,0.0,0.0,0.0,0.0,0.01915,0.01748,0.01217
6.0,0.0217,0.0,0.0,0.0,0.0,0.01692,0.01588,0.01079
6.1,0.01625,0.0,0.0,0.0,0.0,0.01347,0.01301,0.00834
6.2,0.01534,0.0,0.0,0.0,0.0,0.01323,0.0129,0.00825
6.3,0.01429,0.0,0.0,0.0,0.0,0.01264,0.0124,0.00791
6.4,0.01152,0.0,0.0,0.0,0.0,0.01029,0.01008,0.00631
6.5,0.01066,0.0,0.0,0.0,0.0,0.00965,0.00948,0.00586
6.6,0.00762,0.0,0.0,0.0,0.0,0.00726,0.00715,0.0042
6.7,0.00676,0.0,0.0,0.0,0.0,0.00648,0.00639,0.00369
6.8,0.00581,0.0,0.0,0.0,0.0,0.0056,0.00554,0.00317
6.9,0.00494,0.0,0.0,0.0,0.0,0.00481,0.00478,0.00273
7.0,0.00382,0.0,0.0,0.0,0.0,0.00378,0.00375,0.00216
7.1,0.00371,0.0,0.0,0.0,0.0,0.00368,0.00366,0.00211
7.2,0.00332,0.0,0.0,0.0,0.0,0.00331,0.0033,0.0019
7.3,0.00303,0.0,0.0,0.0,0.0,0.00303,0.00303,0.00174
7.4,0.00194,0.0,0.0,0.0,0.0,0.00194,0.00194,0.00111
7.5,0.00119,0.0,0.0,0.0,0.0,0.00119,0.00119,6.9E-4
7.6,7.1E-4,0.0,0.0,0.0,0.0,7.1E-4,7.1E-4,4.0E-4
7.7,4.2E-4,0.0,0.0,0.0,0.0,4.2E-4,4.2E-4,2.7E-4
7.8,2.6E-4,0.0,0.0,0.0,0.0,2.6E-4,2.6E-4,1.9E-4
7.9,1.8E-4,0.0,0.0,0.0,0.0,1.8E-4,1.8E-4,1.2E-4
8.0,1.3E-4,0.0,0.0,0.0,0.0,1.3E-4,1.3E-4,9.0E-5
8.1,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,1.0E-5
8.2,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,1.0E-5
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
