Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1741669912990,ci41077216,1.36,34.0585,-118.89983,10.16
1741632549160,ci41076568,2.57,34.059666,-118.8905,12.28
1741625311340,ci41076424,1.6,34.148,-118.3665,17.52
1741623250100,ci41076384,2.18,34.0605,-118.898834,11.08
1741603464390,ci41076112,1.06,34.043167,-118.36533,12.35
1741598794320,ci41076104,1.28,34.068333,-118.90417,9.47
1741598584360,ci41076096,3.2,34.064835,-118.90017,11.03
1741597726560,ci41076080,1.3,34.072166,-118.89817,10.58
1741593370210,ci41076056,1.24,34.067833,-118.904335,10.1
1741591560870,ci41076040,1.45,34.063168,-118.90183,11.55
1741571118120,ci41075920,1.07,34.058167,-118.915,11.61
1741560714350,ci41075784,1.38,34.057335,-118.90033,12.64
1741559553940,ci41075760,1.25,34.155666,-118.36367,16.55
1741558614290,ci41075736,1.64,34.065334,-118.89533,10.43
1741558367780,ci41075720,1.72,34.065,-118.893,11.44
1741557966980,ci41075712,2.2,34.061,-118.88817,11.98
1741552798760,ci41075640,1.43,34.062,-118.896835,11.59
1741551743400,ci41075624,1.81,34.062668,-118.894165,11.36
1741550894760,ci41075616,2.45,34.06283,-118.89733,11.2
1741550857470,ci41075608,2.7,34.070168,-118.91033,11.97
1741550836190,ci41075600,2.89,34.05517,-118.8925,12.89
1741550681450,ci41075592,2.39,34.064835,-118.91116,11.05
