Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1723049451870,ci40867904,1.49,35.081,-119.0865,1.17
1723048390220,ci40867872,2.19,35.10367,-119.124,12.77
1723047303480,ci40867848,1.48,35.08433,-119.0885,7.33
1723046147870,ci40867808,1.24,35.081333,-119.07933,13.28
1723046012020,ci40867800,1.73,35.104,-119.1245,0.42
1723045719900,ci40867792,1.38,35.096832,-119.13717,0.64
1723044677870,ci40867776,2.48,35.103832,-119.105,3.18
1723044281200,ci40867744,1.71,35.100166,-119.13,1.27
1723043955300,ci40867736,1.5,35.106,-119.13717,1.04
1723043577650,ci40867728,1.54,35.118332,-119.128334,0.21
1723042334820,ci40867712,1.63,35.086166,-119.12984,0.04
1723042019750,ci40867704,1.51,35.0905,-119.0895,3.18
1723041915270,ci40867696,1.42,35.080166,-119.08017,2.49
1723041321560,ci40867688,2.06,35.1085,-119.085,1.46
1723041160810,ci40867680,1.93,35.104168,-119.08466,12.57
1723040946890,ci40867672,1.73,35.0845,-119.05783,13.96
1723040921070,ci40867664,1.14,35.093,-119.095,-0.22
1723039978420,ci40867640,1.96,35.10317,-119.10367,3.22
1723039722890,ci40867616,1.82,35.108334,-119.08683,1.82
1723039495220,ci40867608,1.49,35.1055,-119.11584,1.42
1723039368860,ci40867600,2.41,35.095333,-119.14533,-0.12
1723039268110,ci40867592,3.38,35.08,-119.09233,11.1
1723038685540,ci40867560,1.5,35.0975,-119.1225,1.63
1723038481500,ci40867552,2.0,35.100166,-119.11567,2.08
1723037865810,ci40867536,1.76,35.093666,-119.09033,1.43
1723037230420,ci40867520,2.57,35.107,-119.12783,1.34
1723036438910,ci40867512,1.86,35.081333,-119.094,0.63
1723036382120,ci40867496,1.94,35.079166,-119.09317,1.31
1723036155290,ci40867488,1.48,35.121834,-119.0875,6.92
1723036117580,ci40867480,1.53,35.106,-119.111664,0.78
1723035996850,ci40867472,1.73,35.092167,-119.08466,2.23
1723035903230,ci40867464,1.28,35.081165,-119.0995,0.54
1723035784540,ci40867456,1.76,35.095165,-119.13717,0.1
1723035264740,ci40867440,2.35,35.0995,-119.1075,4.48
1723034696460,ci40867408,1.55,35.1035,-119.13617,-0.6
1723034556720,ci40867400,1.81,35.1075,-119.11833,1.43
1723034403370,ci40867392,1.45,35.000668,-119.14567,1.4
1723034043910,ci40867368,3.41,35.1,-119.11034,11.37
1723033762020,ci40867352,2.12,35.100166,-119.1375,1.23
1723033639350,ci40867344,2.84,35.089,-119.081665,2.33
1723033118740,ci40867304,1.39,35.079834,-119.05617,16.78
1723032135960,ci40867280,1.56,35.09133,-119.0975,1.89
1723031988960,ci40867272,1.89,35.099667,-119.094666,2.94
1723031649040,ci40867264,1.53,35.088333,-119.088,0.96
1723031269050,ci40867256,2.36,35.100166,-119.1055,3.3
1723031182640,ci40867248,1.99,35.07567,-119.086334,0.68
1723029993300,ci40867232,1.43,35.097332,-119.10616,3.76
1723029889350,ci40867224,1.27,35.098167,-119.112335,1.34
1723028777220,ci40867208,1.2,35.08917,-119.10633,3.7
1723028724140,ci40867200,1.41,35.116,-119.12117,0.04
1723028281510,ci40867192,1.95,35.109,-119.12016,1.63
1723028221630,ci40867184,1.76,35.118668,-119.107834,1.56
1723028163990,ci40867176,1.77,35.101,-119.104,2.56
1723027883990,ci40867168,1.35,35.1025,-119.13817,-0.64
1723027682670,ci40867160,1.53,35.09667,-119.1035,0.99
1723027530630,ci40867152,2.09,35.0775,-119.08466,1.65
1723027464440,ci40867144,1.52,35.103333,-119.142334,0.21
1723027159160,ci40867136,3.64,35.107,-119.11867,11.75
1723027117700,ci40867128,1.73,35.107834,-119.1255,-0.02
1723027082610,ci40867120,1.25,35.100666,-119.12117,3.89
1723027016090,ci40867112,1.7,35.0965,-119.11767,2.0
1723026992520,ci40867104,1.33,35.139668,-119.0815,7.67
1723026912090,ci40867096,1.31,35.0965,-119.138336,-0.04
1723026823030,ci40867080,1.84,35.101833,-119.1055,1.69
1723026650790,ci40867064,1.21,35.106667,-119.10717,1.82
1723026601250,ci40867056,1.46,35.1205,-119.125336,1.67
1723026487190,ci40867048,2.05,35.094833,-119.11034,12.42
1723026365650,ci40867040,2.21,35.0945,-119.05,2.7
1723026151930,ci40867032,1.43,35.094666,-119.06467,2.05
1723025614730,ci40867024,2.99,35.0855,-119.084335,11.66
1723025318590,ci40867016,1.16,35.096,-119.112335,3.27
1723024706830,ci40866992,1.83,35.103,-119.12183,-0.04
1723024682050,ci40866984,1.68,35.101166,-119.14183,1.51
1723024593550,ci40866976,1.94,35.100666,-119.12617,0.08
1723023232330,ci40866968,1.69,35.0535,-119.081,11.64
1723023222540,ci40866960,1.62,35.085667,-119.108665,-1.25
1723023166590,ci40866952,1.6,35.09083,-119.0765,1.58
1723022983680,ci40866944,1.4,35.107834,-119.12483,0.81
1723022870320,ci40866936,2.3,35.130665,-119.08767,6.56
1723022805630,ci40866928,1.16,35.07733,-119.07484,13.51
1723022663620,ci40866920,0.94,35.104168,-119.1285,-0.13
1723022558650,ci40866904,1.52,35.09833,-119.0885,10.43
1723022463140,ci40866896,1.31,35.109165,-119.12016,1.43
1723022415640,ci40866888,1.44,35.0985,-119.09583,2.04
1723022092250,ci40866880,1.36,35.099167,-119.111664,1.09
1723021992710,ci40866872,1.53,35.133167,-119.092,7.32
1723021807220,ci40866864,1.99,35.093,-119.08884,5.25
1723021409060,ci40866848,1.6,35.130165,-119.08667,6.73
1723021334400,ci40866840,1.49,35.083,-119.0905,11.95
1723020663260,ci40866832,1.28,35.089333,-119.0995,1.56
1723020249910,ci40866824,1.77,35.079166,-119.145836,11.11
1723020203060,ci40866816,1.39,35.113,-119.10516,0.57
1723020118900,ci40866808,1.8,35.099667,-119.11584,3.07
1723019870980,ci40866800,1.63,35.109665,-119.14333,1.89
1723019595980,ci40866792,1.43,35.109333,-119.14117,2.75
1723019349450,ci40866784,1.37,35.104168,-119.123665,4.13
1723019257980,ci40866776,1.51,35.0975,-119.10067,2.29
1723019175490,ci40866768,1.49,35.09833,-119.115,1.68
1723019130820,ci40866760,1.64,35.100166,-119.11684,1.46
1723018951670,ci40866752,2.17,35.1,-119.10667,3.17
1723018812550,ci40866744,1.98,35.08433,-119.068,2.44
1723018642300,ci40866736,1.75,35.1,-119.076,1.46
1723018598260,ci40866728,1.94,35.099,-119.1145,2.33
1723018299450,ci40866712,1.83,35.1015,-119.117165,2.15
1723018238370,ci40866704,2.25,35.07733,-119.139,0.33
1723018206330,ci40866696,1.67,35.068,-119.09267,0.37
1723018077080,ci40866688,2.79,35.099667,-119.109665,4.03
1723018031900,ci40866680,2.23,35.100334,-119.11183,3.05
1723017969940,ci40866672,1.29,35.095,-119.089836,1.25
1723017849260,ci40866664,1.83,35.062,-119.08567,1.38
1723017791140,ci40866656,1.49,35.092834,-119.059,1.79
1723017361690,ci40866648,2.14,35.114166,-119.10067,1.43
1723017190030,ci40866640,2.01,35.102165,-119.124,2.63
1723017163550,ci40866632,1.89,35.1115,-119.107834,2.9
1723017059030,ci40866624,1.51,35.102,-119.122,7.39
1723016981340,ci40866616,2.38,35.09783,-119.10717,1.18
1723016926500,ci40866608,1.35,35.083332,-119.1535,-0.59
1723016889250,ci40866600,1.6,35.0965,-119.0995,4.53
1723016716930,ci40866592,1.53,35.116665,-119.1065,2.01
1723016591420,ci40866584,2.26,35.082333,-119.083,1.55
1723016490360,ci40866576,1.55,35.091667,-119.10067,12.32
1723016287280,ci40866560,1.92,35.094334,-119.0935,1.97
