Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,34.57005,0.0,171.0,11.0,2.0,0.95783,3.5E-4,13.24102
2.6,27.46122,0.0,136.0,9.0,1.0,0.94248,3.5E-4,10.51655
2.7,21.81584,0.0,107.0,7.0,1.0,0.92269,3.5E-4,8.35204
2.8,17.33514,0.0,86.0,5.0,1.0,0.89824,3.5E-4,6.63814
2.9,13.77837,0.0,69.0,4.0,0.0,0.86946,3.5E-4,5.27723
3.0,10.94342,0.0,55.0,3.0,0.0,0.83461,3.5E-4,4.18885
3.1,8.69441,0.0,44.0,3.0,0.0,0.79509,3.5E-4,3.329
3.2,6.90489,0.0,35.0,2.0,0.0,0.7516,3.5E-4,2.64353
3.3,5.49317,0.0,28.0,2.0,0.0,0.7052,3.5E-4,2.1056
3.4,4.36672,0.0,23.0,1.0,0.0,0.65492,3.5E-4,1.67502
3.5,3.46845,0.0,18.0,1.0,0.0,0.602,3.5E-4,1.33263
3.6,2.75438,0.0,15.0,1.0,0.0,0.54857,3.5E-4,1.05842
3.7,2.18789,0.0,12.0,0.0,0.0,0.49594,3.5E-4,0.84198
3.8,1.73569,0.0,10.0,0.0,0.0,0.44383,3.5E-4,0.66834
3.9,1.37775,0.0,8.0,0.0,0.0,0.3943,3.5E-4,0.53116
4.0,1.09306,0.0,6.0,0.0,0.0,0.34606,3.5E-4,0.42236
4.1,0.86766,0.0,5.0,0.0,0.0,0.30109,3.5E-4,0.33574
4.2,0.68976,0.0,4.0,0.0,0.0,0.26074,3.5E-4,0.26627
4.3,0.54615,0.0,4.0,0.0,0.0,0.22299,3.5E-4,0.21144
4.4,0.43388,0.0,3.0,0.0,0.0,0.19,3.5E-4,0.16843
4.5,0.34281,0.0,3.0,0.0,0.0,0.15967,3.5E-4,0.13296
4.6,0.27154,0.0,2.0,0.0,0.0,0.13367,3.5E-4,0.1056
4.7,0.21515,0.0,2.0,0.0,0.0,0.11158,3.5E-4,0.08434
4.8,0.17114,0.0,2.0,0.0,0.0,0.09342,3.5E-4,0.06713
4.9,0.1363,0.0,1.0,0.0,0.0,0.0777,3.5E-4,0.05377
5.0,0.10722,0.0,1.0,0.0,0.0,0.06353,3.5E-4,0.0424
5.1,0.08508,0.0,1.0,0.0,0.0,0.05216,3.5E-4,0.03374
5.2,0.06676,0.0,1.0,0.0,0.0,0.04239,3.5E-4,0.02611
5.3,0.05262,0.0,1.0,0.0,0.0,0.03425,3.5E-4,0.02067
5.4,0.04157,0.0,1.0,0.0,0.0,0.02783,3.5E-4,0.01623
5.5,0.03247,0.0,0.0,0.0,0.0,0.02238,3.5E-4,0.01274
5.6,0.0249,0.0,0.0,0.0,0.0,0.01784,3.5E-4,0.01002
5.7,0.01932,0.0,0.0,0.0,0.0,0.01418,3.5E-4,0.00773
5.8,0.01458,0.0,0.0,0.0,0.0,0.01103,3.5E-4,0.00587
5.9,0.01087,0.0,0.0,0.0,0.0,0.00846,3.5E-4,0.00428
6.0,0.00807,0.0,0.0,0.0,0.0,0.00647,3.5E-4,0.00312
6.1,0.00614,0.0,0.0,0.0,0.0,0.00506,3.4E-4,0.00239
6.2,0.00485,0.0,0.0,0.0,0.0,0.00404,3.3E-4,0.00192
6.3,0.00352,0.0,0.0,0.0,0.0,0.00303,3.2E-4,0.00144
6.4,0.00242,0.0,0.0,0.0,0.0,0.00216,3.1E-4,0.00102
6.5,0.0018,0.0,0.0,0.0,0.0,0.00161,2.8E-4,7.1E-4
6.6,0.00133,0.0,0.0,0.0,0.0,0.0012,2.3E-4,5.5E-4
6.7,0.00101,0.0,0.0,0.0,0.0,9.5E-4,2.2E-4,4.4E-4
6.8,7.2E-4,0.0,0.0,0.0,0.0,6.7E-4,2.2E-4,2.7E-4
6.9,5.1E-4,0.0,0.0,0.0,0.0,4.7E-4,2.0E-4,1.9E-4
7.0,3.4E-4,0.0,0.0,0.0,0.0,3.1E-4,1.6E-4,1.2E-4
7.1,2.7E-4,0.0,0.0,0.0,0.0,2.5E-4,1.4E-4,1.0E-4
7.2,2.1E-4,0.0,0.0,0.0,0.0,2.0E-4,1.4E-4,7.0E-5
7.3,1.7E-4,0.0,0.0,0.0,0.0,1.6E-4,1.2E-4,6.0E-5
7.4,1.2E-4,0.0,0.0,0.0,0.0,1.1E-4,1.0E-4,4.0E-5
7.5,9.0E-5,0.0,0.0,0.0,0.0,9.0E-5,8.0E-5,2.0E-5
7.6,8.0E-5,0.0,0.0,0.0,0.0,8.0E-5,8.0E-5,2.0E-5
7.7,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,2.0E-5
7.8,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,6.0E-5,2.0E-5
7.9,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,2.0E-5
8.0,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.2,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
