Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1597089809370,ci39339335,2.22,33.265667,-115.68433,1.43
1597089544460,ci39339319,1.96,33.261166,-115.6895,1.14
1597089498920,ci39339311,2.0,33.255,-115.695,2.55
1597088762650,ci39339279,1.97,33.2665,-115.680336,2.05
1597088701140,ci39339271,1.82,33.223667,-115.704,2.09
1597088606700,ci39339263,1.51,33.269833,-115.668335,2.7
1597088590170,ci39339255,1.51,33.24967,-115.61916,12.19
1597088131540,ci39339215,2.27,33.265,-115.683,2.02
1597088005880,ci39339207,2.3,33.247833,-115.6805,2.54
1597087891300,ci39339199,3.13,33.279667,-115.68117,5.07
1597087769730,ci39339191,4.03,33.2635,-115.685,2.93
1597087345340,ci39339183,2.61,33.260834,-115.68483,2.72
1597087085610,ci39339167,2.06,33.260166,-115.694664,2.36
1597086388480,ci39339135,2.24,33.26,-115.679665,2.21
1597086301210,ci39339127,1.56,33.24217,-115.642,9.54
1597086129710,ci39339119,1.57,33.25617,-115.664,4.84
1597085933350,ci39339095,2.98,33.256332,-115.66917,8.5
1597085911460,ci39339087,1.46,33.2585,-115.687836,3.55
1597085601450,ci39339079,3.21,33.265335,-115.68967,4.42
1597085444070,ci39339071,2.18,33.273335,-115.66883,1.16
1597085298860,ci39339055,1.82,33.194668,-115.72483,17.94
1597085211510,ci39339047,2.23,33.2685,-115.6785,1.17
1597084511180,ci39339031,1.6,33.253,-115.68266,2.56
1597084199910,ci39339015,2.96,33.227333,-115.69383,3.13
1597083545600,ci39338999,1.98,33.229668,-115.69,2.96
1597082459490,ci39338935,1.5,33.2305,-115.68283,3.48
1597082260010,ci39338911,1.33,33.2745,-115.674835,7.16
1597082108350,ci39338887,1.56,33.2435,-115.684,2.13
1597081747090,ci39338871,1.94,33.391666,-115.546165,9.26
1597081570560,ci39338855,2.75,33.266335,-115.68584,2.47
1597081357880,ci37452093,1.75,33.272,-115.669334,2.06
1597081348660,ci39338847,2.22,33.26317,-115.647,8.55
1597081155940,ci39338839,3.51,33.227,-115.699165,3.26
1597081095940,ci39338823,1.74,33.266167,-115.703,2.68
1597080932530,ci39338815,2.19,33.2695,-115.668,2.22
1597080830530,ci39338807,2.1,33.251167,-115.6925,1.17
1597080471330,ci39338791,1.52,33.2625,-115.678665,1.86
1597080388030,ci39338783,1.83,33.251,-115.6875,1.31
1597080222600,ci39338775,2.42,33.2725,-115.68483,2.9
1597080140930,ci39338767,2.96,33.2695,-115.6865,2.69
1597080102640,ci37452085,1.76,33.27,-115.692665,2.04
1597080044860,ci39338751,1.83,33.262333,-115.68,1.5
1597079924410,ci39338743,1.62,33.255333,-115.689835,1.14
1597079597480,ci39338727,2.03,33.285168,-115.641,13.08
1597079552120,ci39338719,2.05,33.268833,-115.66617,2.33
1597079511630,ci39338711,2.07,33.258667,-115.682335,1.92
1597079300560,ci39338695,2.43,33.266834,-115.69017,2.68
1597079222010,ci39338679,1.75,33.2545,-115.682335,2.81
1597079096050,ci39338671,1.31,33.259335,-115.68,2.58
1597078743050,ci39338663,1.99,33.255165,-115.676834,2.06
1597078668600,ci39338647,1.84,33.146,-115.6365,5.92
1597078593100,ci39338639,1.58,33.249,-115.674835,2.91
1597078364360,ci39338631,1.46,33.2525,-115.64,11.95
1597077674010,ci39338591,2.01,33.261,-115.6665,2.16
1597077584930,ci39338583,1.52,33.228,-115.63233,2.3
1597077309060,ci39338575,1.7,33.247665,-115.687,2.15
1597077189880,ci39338567,1.77,33.247,-115.6685,5.0
1597077172750,ci39338559,1.81,33.249,-115.67133,2.93
1597077101580,ci39338551,2.31,33.255665,-115.67834,2.04
1597077083900,ci39338543,2.09,33.253334,-115.67834,2.36
1597076739560,ci39338535,1.86,33.233166,-115.7015,2.36
1597076558260,ci39338519,1.47,33.247,-115.6755,2.21
1597076389470,ci39338503,1.42,33.252666,-115.65683,9.54
1597076312340,ci39338495,1.56,33.25,-115.6665,5.5
1597076036000,ci39338487,3.73,33.232,-115.6935,3.27
1597075930580,ci39338463,1.61,33.2455,-115.666664,4.84
1597075419160,ci39338447,3.95,33.25033,-115.688,2.31
1597075343730,ci39338439,2.96,33.251,-115.674,4.6
1597075294260,ci39338431,2.94,33.245834,-115.684166,2.98
1597075213640,ci39338423,3.12,33.255,-115.68467,1.91
1597075096660,ci39338415,3.01,33.243668,-115.68584,2.4
