Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.38825423,0.0,2.0,0.0,0.0,0.21513559,1.0169492E-4,0.21084745
2.6,0.3084407,0.0,2.0,0.0,0.0,0.17615254,1.0169492E-4,0.16718644
2.7,0.2448983,0.0,1.0,0.0,0.0,0.14386441,1.0169492E-4,0.13308474
2.8,0.19449152,0.0,1.0,0.0,0.0,0.11667797,1.0169492E-4,0.10564407
2.9,0.15457627,0.0,1.0,0.0,0.0,0.09467797,1.0169492E-4,0.08362712
3.0,0.1231356,0.0,1.0,0.0,0.0,0.07715254,1.0169492E-4,0.067050844
3.1,0.09737288,0.0,1.0,0.0,0.0,0.06286441,1.0169492E-4,0.053474575
3.2,0.077711865,0.0,1.0,0.0,0.0,0.050915252,1.0169492E-4,0.04286441
3.3,0.061762713,0.0,1.0,0.0,0.0,0.04076271,1.0169492E-4,0.03394915
3.4,0.048254237,0.0,1.0,0.0,0.0,0.03235593,1.0169492E-4,0.02661017
3.5,0.03877966,0.0,1.0,0.0,0.0,0.026271187,1.0169492E-4,0.021305084
3.6,0.03059322,0.0,0.0,0.0,0.0,0.02079661,1.0169492E-4,0.016576272
3.7,0.024271186,0.0,0.0,0.0,0.0,0.016559321,1.0169492E-4,0.013050848
3.8,0.019338982,0.0,0.0,0.0,0.0,0.013423729,1.0169492E-4,0.010271186
3.9,0.015440678,0.0,0.0,0.0,0.0,0.01079661,1.0169492E-4,0.0080169495
4.0,0.012338983,0.0,0.0,0.0,0.0,0.008711864,1.0169492E-4,0.006440678
4.1,0.009915254,0.0,0.0,0.0,0.0,0.0070169494,1.0169492E-4,0.0051694917
4.2,0.007864406,0.0,0.0,0.0,0.0,0.0055932202,1.0169492E-4,0.004101695
4.3,0.0061864406,0.0,0.0,0.0,0.0,0.0043898304,1.0169492E-4,0.0031694914
4.4,0.0048474576,0.0,0.0,0.0,0.0,0.003559322,1.0169492E-4,0.002576271
4.5,0.004,0.0,0.0,0.0,0.0,0.0029661017,1.0169492E-4,0.002101695
4.6,0.00320339,0.0,0.0,0.0,0.0,0.002440678,1.0169492E-4,0.0016779661
4.7,0.0025932204,0.0,0.0,0.0,0.0,0.0020169492,1.0169492E-4,0.0013728814
4.8,0.002118644,0.0,0.0,0.0,0.0,0.0016779661,1.0169492E-4,0.0010847457
4.9,0.0016101695,0.0,0.0,0.0,0.0,0.0012542373,1.0169492E-4,8.305085E-4
5.0,0.0013050848,0.0,0.0,0.0,0.0,0.0010677966,1.0169492E-4,6.9491524E-4
5.1,9.830508E-4,0.0,0.0,0.0,0.0,8.474576E-4,1.0169492E-4,5.2542373E-4
5.2,7.966102E-4,0.0,0.0,0.0,0.0,7.118644E-4,1.0169492E-4,4.5762712E-4
5.3,6.101695E-4,0.0,0.0,0.0,0.0,5.762712E-4,1.0169492E-4,4.0677967E-4
5.4,5.084746E-4,0.0,0.0,0.0,0.0,4.915254E-4,1.0169492E-4,3.559322E-4
5.5,4.7457629E-4,0.0,0.0,0.0,0.0,4.5762712E-4,1.0169492E-4,3.3898305E-4
5.6,3.2203388E-4,0.0,0.0,0.0,0.0,3.0508474E-4,1.0169492E-4,2.2033899E-4
5.7,2.542373E-4,0.0,0.0,0.0,0.0,2.3728814E-4,1.0169492E-4,1.5254237E-4
5.8,2.0338983E-4,0.0,0.0,0.0,0.0,2.0338983E-4,1.0169492E-4,1.1864407E-4
5.9,1.5254237E-4,0.0,0.0,0.0,0.0,1.5254237E-4,1.0169492E-4,1.0169492E-4
6.0,1.1864407E-4,0.0,0.0,0.0,0.0,1.1864407E-4,8.474576E-5,8.474576E-5
6.1,1.1864407E-4,0.0,0.0,0.0,0.0,1.1864407E-4,8.474576E-5,8.474576E-5
6.2,8.474576E-5,0.0,0.0,0.0,0.0,8.474576E-5,8.474576E-5,8.474576E-5
6.3,8.474576E-5,0.0,0.0,0.0,0.0,8.474576E-5,8.474576E-5,8.474576E-5
6.4,8.474576E-5,0.0,0.0,0.0,0.0,8.474576E-5,8.474576E-5,8.474576E-5
6.5,8.474576E-5,0.0,0.0,0.0,0.0,8.474576E-5,8.474576E-5,8.474576E-5
6.6,6.779661E-5,0.0,0.0,0.0,0.0,6.779661E-5,6.779661E-5,6.779661E-5
6.7,3.3898305E-5,0.0,0.0,0.0,0.0,3.3898305E-5,3.3898305E-5,3.3898305E-5
6.8,1.6949152E-5,0.0,0.0,0.0,0.0,1.6949152E-5,1.6949152E-5,1.6949152E-5
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
