Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.5,0.0,8.6440676E-4,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2.6,0.0,6.779661E-4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2.7,0.0,4.5762712E-4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2.8,0.0,3.559322E-4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2.9,0.0,2.881356E-4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
3.0,0.0,2.2033899E-4,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
3.1,0.0,1.6949153E-4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3.2,0.0,1.3559322E-4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3.3,0.0,1.0169492E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.4,0.0,3.3898305E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.5,0.0,3.3898305E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.6,0.0,3.3898305E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.7,0.0,3.3898305E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.8,0.0,3.3898305E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3.9,0.0,3.3898305E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.0,0.0,3.3898305E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.1,0.0,1.6949152E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.2,0.0,1.6949152E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.3,0.0,1.6949152E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.4,0.0,1.6949152E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
