Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,1.93182,0.0,5.0,1.0,0.0,0.64124,2.8E-4,0.8722
2.6,1.53413,0.0,5.0,1.0,0.0,0.56134,2.8E-4,0.69386
2.7,1.21883,0.0,4.0,0.0,0.0,0.48465,2.8E-4,0.55184
2.8,0.96646,0.0,3.0,0.0,0.0,0.41293,2.8E-4,0.43744
2.9,0.76778,0.0,3.0,0.0,0.0,0.34935,2.8E-4,0.34765
3.0,0.61158,0.0,3.0,0.0,0.0,0.29209,2.8E-4,0.27628
3.1,0.48677,0.0,2.0,0.0,0.0,0.24355,2.8E-4,0.21984
3.2,0.38638,0.0,2.0,0.0,0.0,0.2,2.8E-4,0.17393
3.3,0.30636,0.0,2.0,0.0,0.0,0.16413,2.8E-4,0.13812
3.4,0.24425,0.0,1.0,0.0,0.0,0.13504,2.8E-4,0.11045
3.5,0.19304,0.0,1.0,0.0,0.0,0.10896,2.8E-4,0.08688
3.6,0.15214,0.0,1.0,0.0,0.0,0.08839,2.8E-4,0.06888
3.7,0.12051,0.0,1.0,0.0,0.0,0.07148,2.8E-4,0.05449
3.8,0.09627,0.0,1.0,0.0,0.0,0.05804,2.8E-4,0.04338
3.9,0.07704,0.0,1.0,0.0,0.0,0.04732,2.8E-4,0.03483
4.0,0.06122,0.0,1.0,0.0,0.0,0.03837,2.8E-4,0.02764
4.1,0.04907,0.0,1.0,0.0,0.0,0.03105,2.8E-4,0.02206
4.2,0.03928,0.0,1.0,0.0,0.0,0.02537,2.8E-4,0.01775
4.3,0.03131,0.0,0.0,0.0,0.0,0.02061,2.8E-4,0.01411
4.4,0.02471,0.0,0.0,0.0,0.0,0.01658,2.8E-4,0.01113
4.5,0.01938,0.0,0.0,0.0,0.0,0.01313,2.8E-4,0.00873
4.6,0.01495,0.0,0.0,0.0,0.0,0.01032,2.8E-4,0.0068
4.7,0.01192,0.0,0.0,0.0,0.0,0.00836,2.8E-4,0.0054
4.8,0.00951,0.0,0.0,0.0,0.0,0.00673,2.8E-4,0.00422
4.9,0.00783,0.0,0.0,0.0,0.0,0.0056,2.8E-4,0.00345
5.0,0.00622,0.0,0.0,0.0,0.0,0.00455,2.8E-4,0.0027
5.1,0.00472,0.0,0.0,0.0,0.0,0.00355,2.8E-4,0.0021
5.2,0.00358,0.0,0.0,0.0,0.0,0.00272,2.8E-4,0.0016
5.3,0.00284,0.0,0.0,0.0,0.0,0.00219,2.8E-4,0.00129
5.4,0.00215,0.0,0.0,0.0,0.0,0.00164,2.8E-4,0.00102
5.5,0.00168,0.0,0.0,0.0,0.0,0.00132,2.8E-4,8.7E-4
5.6,0.00126,0.0,0.0,0.0,0.0,0.00105,2.8E-4,6.8E-4
5.7,9.4E-4,0.0,0.0,0.0,0.0,8.1E-4,2.8E-4,5.6E-4
5.8,6.9E-4,0.0,0.0,0.0,0.0,6.2E-4,2.8E-4,4.3E-4
5.9,4.7E-4,0.0,0.0,0.0,0.0,4.4E-4,2.8E-4,3.1E-4
6.0,3.7E-4,0.0,0.0,0.0,0.0,3.6E-4,2.8E-4,2.6E-4
6.1,3.4E-4,0.0,0.0,0.0,0.0,3.3E-4,2.8E-4,2.5E-4
6.2,3.0E-4,0.0,0.0,0.0,0.0,2.9E-4,2.5E-4,2.2E-4
6.3,2.2E-4,0.0,0.0,0.0,0.0,2.2E-4,2.0E-4,1.6E-4
6.4,2.0E-4,0.0,0.0,0.0,0.0,2.0E-4,1.9E-4,1.4E-4
6.5,1.7E-4,0.0,0.0,0.0,0.0,1.7E-4,1.7E-4,1.2E-4
6.6,1.3E-4,0.0,0.0,0.0,0.0,1.3E-4,1.3E-4,9.0E-5
