Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,1.33808,0.0,5.0,1.0,0.0,0.52321,7.0E-5,0.58306
2.6,1.06452,0.0,4.0,0.0,0.0,0.44942,7.0E-5,0.46281
2.7,0.84814,0.0,4.0,0.0,0.0,0.38349,7.0E-5,0.36873
2.8,0.67423,0.0,3.0,0.0,0.0,0.32411,7.0E-5,0.29236
2.9,0.53351,0.0,3.0,0.0,0.0,0.27026,7.0E-5,0.23129
3.0,0.42284,0.0,2.0,0.0,0.0,0.22516,7.0E-5,0.18368
3.1,0.33492,0.0,2.0,0.0,0.0,0.18578,7.0E-5,0.14538
3.2,0.2652,0.0,2.0,0.0,0.0,0.15294,7.0E-5,0.11517
3.3,0.21018,0.0,2.0,0.0,0.0,0.12529,7.0E-5,0.09166
3.4,0.16608,0.0,1.0,0.0,0.0,0.1023,7.0E-5,0.07239
3.5,0.13166,0.0,1.0,0.0,0.0,0.08297,7.0E-5,0.05685
3.6,0.10435,0.0,1.0,0.0,0.0,0.06739,7.0E-5,0.04507
3.7,0.08294,0.0,1.0,0.0,0.0,0.05474,7.0E-5,0.03576
3.8,0.06557,0.0,1.0,0.0,0.0,0.04403,7.0E-5,0.02799
3.9,0.05204,0.0,1.0,0.0,0.0,0.03582,7.0E-5,0.02209
4.0,0.04146,0.0,1.0,0.0,0.0,0.02911,7.0E-5,0.01762
4.1,0.03287,0.0,0.0,0.0,0.0,0.02352,7.0E-5,0.01382
4.2,0.02596,0.0,0.0,0.0,0.0,0.01895,7.0E-5,0.01085
4.3,0.0203,0.0,0.0,0.0,0.0,0.01513,7.0E-5,0.00857
4.4,0.01598,0.0,0.0,0.0,0.0,0.01206,7.0E-5,0.00658
4.5,0.01256,0.0,0.0,0.0,0.0,0.0097,7.0E-5,0.00532
4.6,0.0099,0.0,0.0,0.0,0.0,0.00778,7.0E-5,0.00416
4.7,0.00776,0.0,0.0,0.0,0.0,0.0062,7.0E-5,0.00319
4.8,0.0061,0.0,0.0,0.0,0.0,0.0049,7.0E-5,0.00246
4.9,0.00488,0.0,0.0,0.0,0.0,0.00398,7.0E-5,0.00197
5.0,0.00387,0.0,0.0,0.0,0.0,0.00323,7.0E-5,0.00154
5.1,0.00303,0.0,0.0,0.0,0.0,0.00261,7.0E-5,0.00121
5.2,0.00231,0.0,0.0,0.0,0.0,0.00205,7.0E-5,9.9E-4
5.3,0.00183,0.0,0.0,0.0,0.0,0.00159,7.0E-5,8.0E-4
5.4,0.00139,0.0,0.0,0.0,0.0,0.00121,7.0E-5,5.7E-4
5.5,0.00104,0.0,0.0,0.0,0.0,9.6E-4,7.0E-5,4.7E-4
5.6,7.8E-4,0.0,0.0,0.0,0.0,7.3E-4,7.0E-5,3.6E-4
5.7,5.4E-4,0.0,0.0,0.0,0.0,5.0E-4,7.0E-5,2.5E-4
5.8,3.9E-4,0.0,0.0,0.0,0.0,3.7E-4,7.0E-5,2.0E-4
5.9,3.2E-4,0.0,0.0,0.0,0.0,3.0E-4,7.0E-5,1.7E-4
6.0,2.5E-4,0.0,0.0,0.0,0.0,2.4E-4,7.0E-5,1.2E-4
6.1,2.0E-4,0.0,0.0,0.0,0.0,1.9E-4,7.0E-5,1.0E-4
6.2,1.4E-4,0.0,0.0,0.0,0.0,1.3E-4,4.0E-5,6.0E-5
6.3,1.2E-4,0.0,0.0,0.0,0.0,1.1E-4,3.0E-5,5.0E-5
6.4,1.0E-4,0.0,0.0,0.0,0.0,9.0E-5,3.0E-5,4.0E-5
6.5,9.0E-5,0.0,0.0,0.0,0.0,8.0E-5,2.0E-5,4.0E-5
6.6,6.0E-5,0.0,0.0,0.0,0.0,5.0E-5,2.0E-5,4.0E-5
