Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1701851876510,ci40616840,1.0,32.781834,-115.831,7.58
1701837506570,ci40616784,1.77,32.738667,-115.8805,1.68
1701837492790,ci40616776,0.91,32.742332,-115.87217,-0.08
1701837022080,ci40616768,3.65,32.737,-115.878334,9.29
1701836429290,ci40616760,1.71,32.734333,-115.87334,4.36
1701836136320,ci40616752,1.78,32.7375,-115.88084,4.79
1701835911390,ci40616744,3.43,32.737835,-115.878,7.27
1701832111800,ci40616736,1.31,32.767334,-115.8375,2.16
1701827294650,ci40616704,2.28,32.694168,-115.3615,13.36
1701826599100,ci40616688,1.9,32.740665,-115.42367,8.42
1701826550940,ci40616680,2.22,32.727665,-115.41583,11.28
1701824616190,ci40616664,1.04,32.717,-115.41983,5.67
1701824425560,ci40616656,1.76,32.737,-115.42567,9.98
1701824227890,ci40616648,1.63,32.7385,-115.42633,10.5
1701824104920,ci40616640,1.78,32.723167,-115.42067,6.02
1701822021900,ci40616616,1.57,32.710335,-115.3725,13.33
1701820217410,ci40616600,2.47,32.741,-115.42284,12.12
1701818745830,ci40616576,2.59,32.7275,-115.428,15.74
1701818741330,ci40616568,1.54,32.739334,-115.421165,15.09
1701815623130,ci40616528,1.05,32.932,-116.2455,9.45
1701780215290,ci40616280,1.54,32.7705,-115.68833,11.97
1701735207860,ci40615952,0.9,32.740833,-115.8685,0.79
1701725020560,ci40615840,0.91,32.916668,-116.299835,8.33
1701699114590,ci39722658,1.28,32.738335,-115.86633,5.05
1701697394180,ci39722626,0.96,33.067833,-116.0385,8.84
1701696731550,ci39722618,1.09,33.064835,-116.0365,8.11
1701691625110,ci39722570,0.65,33.067833,-116.037,10.21
1701684219280,ci39722538,1.2,33.149,-116.1035,4.71
1701683706870,ci39722530,0.99,32.7415,-115.87,3.96
1701678399690,ci39722514,1.57,32.7375,-115.8755,7.36
1701677992530,ci37599532,0.99,32.74383,-115.862,3.18
1701677982570,ci39722506,0.98,32.742832,-115.8645,6.96
1701677670530,ci39722498,1.05,32.737835,-115.87067,3.69
1701674674020,ci39722490,0.83,32.740334,-115.87067,3.83
1701674186170,ci39722474,0.72,32.919834,-116.237,8.48
1701673068580,ci39722466,2.88,32.737835,-115.87717,9.18
1701672824070,ci39722458,1.23,32.737335,-115.871,6.61
1701672012100,ci39722442,1.27,32.546833,-115.551834,14.39
1701664074910,ci39722394,1.06,33.159668,-115.978836,7.29
1701657805030,ci39722378,1.6,32.785168,-115.8305,7.7
1701655092720,ci39722330,1.15,32.739666,-115.86417,4.64
1701648180790,ci39722266,1.51,33.14517,-115.72383,4.67
1701633214660,ci39722194,0.72,32.785667,-115.828835,5.31
1701633012890,ci39722186,1.28,32.738834,-115.87483,3.66
1701624417320,ci39722122,1.03,32.745167,-115.8705,1.94
1701620552170,ci37600308,0.57,32.744835,-115.867,0.91
1701620529510,ci39722098,1.18,32.74,-115.8685,4.68
1701601055050,ci39722042,1.9,32.737167,-115.8795,4.72
