Magnitude,ComCat Data
0.0,97.0
0.1,97.0
0.2,97.0
0.3,97.0
0.4,97.0
0.5,97.0
0.6,95.0
0.7,92.0
0.8,89.0
0.9,87.0
1.0,76.0
1.1,63.0
1.2,58.0
1.3,50.0
1.4,44.0
1.5,39.0
1.6,29.0
1.7,22.0
1.8,17.0
1.9,15.0
2.0,12.0
2.1,12.0
2.2,12.0
2.3,10.0
2.4,10.0
2.5,9.0
2.6,6.0
2.7,5.0
2.8,5.0
2.9,4.0
3.0,4.0
3.1,4.0
3.2,4.0
3.3,3.0
3.4,2.0
3.5,1.0
3.6,1.0
3.7,0.0
3.8,0.0
3.9,0.0
4.0,0.0
4.1,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6,0.0
4.7,0.0
4.8,0.0
4.9,0.0
5.0,0.0
5.1,0.0
5.2,0.0
5.3,0.0
5.4,0.0
5.5,0.0
5.6,0.0
5.7,0.0
5.8,0.0
5.9,0.0
6.0,0.0
6.1,0.0
6.2,0.0
6.3,0.0
6.4,0.0
6.5,0.0
6.6,0.0
6.7,0.0
6.8,0.0
6.9,0.0
7.0,0.0
7.1,0.0
7.2,0.0
7.3,0.0
7.4,0.0
7.5,0.0
7.6,0.0
7.7,0.0
7.8,0.0
7.9,0.0
8.0,0.0
8.1,0.0
8.2,0.0
8.3,0.0
8.4,0.0
8.5,0.0
8.6,0.0
8.7,0.0
8.8,0.0
