Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1706166080700,ci39756706,0.97,34.076,-117.300835,-0.02
1706164482530,ci39756690,1.1,34.101833,-117.318665,15.43
1706158534050,ci39756498,1.27,34.10483,-117.315834,15.15
1706157966130,ci39756490,0.44,33.895832,-116.885666,8.94
1706156300860,ci39756482,1.05,34.100166,-117.31883,14.74
1706156000390,ci39756474,1.14,34.103333,-117.31783,15.17
1706155785620,ci39756466,1.55,34.10367,-117.31734,15.54
1706154762470,ci39756434,1.48,34.104668,-117.316666,14.79
