Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.17385,0.0,1.0,0.0,0.0,0.0782,4.0E-5,0.0603
2.6,0.13819,0.0,1.0,0.0,0.0,0.06382,4.0E-5,0.04803
2.7,0.10983,0.0,1.0,0.0,0.0,0.05181,4.0E-5,0.03802
2.8,0.08655,0.0,1.0,0.0,0.0,0.04189,4.0E-5,0.03008
2.9,0.06822,0.0,1.0,0.0,0.0,0.03389,4.0E-5,0.02377
3.0,0.05416,0.0,1.0,0.0,0.0,0.02749,4.0E-5,0.01888
3.1,0.04241,0.0,0.0,0.0,0.0,0.02215,4.0E-5,0.01483
3.2,0.03422,0.0,0.0,0.0,0.0,0.0187,4.0E-5,0.01202
3.3,0.02699,0.0,0.0,0.0,0.0,0.01514,4.0E-5,0.00931
3.4,0.02107,0.0,0.0,0.0,0.0,0.01235,4.0E-5,0.00721
3.5,0.01677,0.0,0.0,0.0,0.0,0.0101,4.0E-5,0.00565
3.6,0.01314,0.0,0.0,0.0,0.0,0.00837,4.0E-5,0.00446
3.7,0.01045,0.0,0.0,0.0,0.0,0.00709,4.0E-5,0.00362
3.8,0.00819,0.0,0.0,0.0,0.0,0.00581,4.0E-5,0.00284
3.9,0.00639,0.0,0.0,0.0,0.0,0.00476,4.0E-5,0.00224
4.0,0.00499,0.0,0.0,0.0,0.0,0.00385,4.0E-5,0.00176
4.1,0.00376,0.0,0.0,0.0,0.0,0.00298,4.0E-5,0.00129
4.2,0.00292,0.0,0.0,0.0,0.0,0.00239,4.0E-5,9.8E-4
4.3,0.00234,0.0,0.0,0.0,0.0,0.00198,4.0E-5,7.9E-4
4.4,0.00188,0.0,0.0,0.0,0.0,0.00165,4.0E-5,6.7E-4
4.5,0.0014,0.0,0.0,0.0,0.0,0.00128,4.0E-5,4.8E-4
4.6,0.00102,0.0,0.0,0.0,0.0,9.4E-4,4.0E-5,3.6E-4
4.7,7.6E-4,0.0,0.0,0.0,0.0,7.0E-4,4.0E-5,2.9E-4
4.8,5.9E-4,0.0,0.0,0.0,0.0,5.3E-4,4.0E-5,2.3E-4
4.9,3.9E-4,0.0,0.0,0.0,0.0,3.5E-4,4.0E-5,1.5E-4
5.0,3.1E-4,0.0,0.0,0.0,0.0,2.8E-4,4.0E-5,1.4E-4
5.1,2.6E-4,0.0,0.0,0.0,0.0,2.3E-4,4.0E-5,1.1E-4
5.2,2.3E-4,0.0,0.0,0.0,0.0,2.0E-4,4.0E-5,1.0E-4
5.3,1.6E-4,0.0,0.0,0.0,0.0,1.4E-4,4.0E-5,6.0E-5
5.4,1.5E-4,0.0,0.0,0.0,0.0,1.4E-4,4.0E-5,6.0E-5
5.5,1.3E-4,0.0,0.0,0.0,0.0,1.2E-4,4.0E-5,5.0E-5
5.6,1.2E-4,0.0,0.0,0.0,0.0,1.1E-4,4.0E-5,5.0E-5
5.7,1.0E-4,0.0,0.0,0.0,0.0,9.0E-5,4.0E-5,4.0E-5
5.8,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,4.0E-5,3.0E-5
