Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,6.86511,0.0,11.0,2.0,1.0,0.83374,0.00176,1.60396
2.6,5.44971,0.0,9.0,1.0,1.0,0.76474,0.00176,1.2739
2.7,4.3284,0.0,7.0,1.0,0.0,0.68806,0.00176,1.01059
2.8,3.43521,0.0,6.0,1.0,0.0,0.60946,0.00176,0.80437
2.9,2.72819,0.0,5.0,1.0,0.0,0.53147,0.00176,0.63899
3.0,2.16882,0.0,5.0,0.0,0.0,0.45671,0.00176,0.50654
3.1,1.72154,0.0,4.0,0.0,0.0,0.38882,0.00176,0.4033
3.2,1.37405,0.0,3.0,0.0,0.0,0.32969,0.00176,0.32247
3.3,1.09282,0.0,3.0,0.0,0.0,0.27598,0.00176,0.2566
3.4,0.86946,0.0,3.0,0.0,0.0,0.22928,0.00176,0.20427
3.5,0.69039,0.0,2.0,0.0,0.0,0.18938,0.00176,0.16173
3.6,0.5488,0.0,2.0,0.0,0.0,0.15688,0.00176,0.12887
3.7,0.43694,0.0,2.0,0.0,0.0,0.12878,0.00176,0.10259
3.8,0.34786,0.0,1.0,0.0,0.0,0.10533,0.00176,0.0815
3.9,0.27642,0.0,1.0,0.0,0.0,0.08609,0.00176,0.06466
4.0,0.21992,0.0,1.0,0.0,0.0,0.07043,0.00176,0.05154
4.1,0.17423,0.0,1.0,0.0,0.0,0.0577,0.00176,0.04085
4.2,0.13862,0.0,1.0,0.0,0.0,0.04728,0.00176,0.03262
4.3,0.11007,0.0,1.0,0.0,0.0,0.03946,0.00176,0.02652
4.4,0.08769,0.0,1.0,0.0,0.0,0.03277,0.00176,0.02142
4.5,0.06996,0.0,1.0,0.0,0.0,0.02731,0.00176,0.01725
4.6,0.05564,0.0,0.0,0.0,0.0,0.02262,0.00176,0.01391
4.7,0.04443,0.0,0.0,0.0,0.0,0.01867,0.00176,0.01118
4.8,0.03556,0.0,0.0,0.0,0.0,0.01569,0.00176,0.00919
4.9,0.02792,0.0,0.0,0.0,0.0,0.01321,0.00176,0.00758
5.0,0.02182,0.0,0.0,0.0,0.0,0.01089,0.00176,0.00612
5.1,0.01737,0.0,0.0,0.0,0.0,0.00914,0.00176,0.00509
5.2,0.01402,0.0,0.0,0.0,0.0,0.00785,0.00176,0.00443
5.3,0.01103,0.0,0.0,0.0,0.0,0.00652,0.00176,0.00358
5.4,0.00877,0.0,0.0,0.0,0.0,0.0056,0.00176,0.003
5.5,0.007,0.0,0.0,0.0,0.0,0.00476,0.00176,0.00261
5.6,0.00563,0.0,0.0,0.0,0.0,0.00406,0.00176,0.00221
5.7,0.00436,0.0,0.0,0.0,0.0,0.00334,0.00176,0.00181
5.8,0.00344,0.0,0.0,0.0,0.0,0.00281,0.00176,0.00161
5.9,0.00276,0.0,0.0,0.0,0.0,0.0024,0.00176,0.00146
6.0,0.00233,0.0,0.0,0.0,0.0,0.00213,0.00176,0.00132
6.1,0.00201,0.0,0.0,0.0,0.0,0.00191,0.00176,0.0012
6.2,0.00187,0.0,0.0,0.0,0.0,0.00181,0.00174,0.00115
6.3,0.00183,0.0,0.0,0.0,0.0,0.00177,0.00173,0.00114
6.4,0.0018,0.0,0.0,0.0,0.0,0.00177,0.00173,0.00114
6.5,0.00178,0.0,0.0,0.0,0.0,0.00175,0.00173,0.00114
6.6,0.00172,0.0,0.0,0.0,0.0,0.00169,0.00169,0.00111
6.7,0.00164,0.0,0.0,0.0,0.0,0.00161,0.00161,0.00107
6.8,0.00155,0.0,0.0,0.0,0.0,0.00152,0.00152,0.00102
6.9,0.00116,0.0,0.0,0.0,0.0,0.00114,0.00114,7.7E-4
7.0,8.6E-4,0.0,0.0,0.0,0.0,8.4E-4,8.4E-4,5.6E-4
7.1,4.7E-4,0.0,0.0,0.0,0.0,4.5E-4,4.5E-4,3.3E-4
7.2,2.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,0.0
7.3,2.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,0.0
7.4,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,0.0
7.5,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,0.0
7.6,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,0.0
7.7,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,0.0
7.8,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
