Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1742483115730,ci40904911,1.41,33.4875,-116.433,9.55
1742482115860,ci40904895,0.96,33.031666,-115.998,7.73
1742481300390,ci40904879,1.15,33.301334,-116.250336,8.96
1742477670510,ci40904831,1.44,33.3085,-116.263,8.64
1742476411350,ci40904807,2.12,32.9,-116.266,7.6
1742475968250,ci40904791,0.56,33.319168,-116.2675,9.37
1742473903790,ci40904767,0.9,33.3065,-116.245834,9.75
1742473210250,ci40904759,0.67,33.304832,-116.267,7.39
1742472909570,ci40904751,0.6,33.309,-116.25633,5.56
1742470868740,ci40904735,0.59,33.307667,-116.261665,8.28
1742470028570,ci40904703,0.72,33.3085,-116.269,9.91
1742468889590,ci40904687,1.05,33.486668,-116.43383,8.5
1742466508010,ci40904671,0.66,33.23567,-116.39433,3.07
1742465310220,ci40904655,0.2,33.535667,-116.72134,5.28
1742465106300,ci40904647,2.96,33.304165,-116.267166,10.46
1742464703640,ci40904639,0.58,33.4885,-116.443665,11.21
1742464173490,ci40904623,1.26,33.3085,-116.24,5.08
1742464070270,ci40904615,1.66,33.30517,-116.267,9.94
1742463731840,ci40904607,1.02,33.307,-116.2665,9.87
1742462653920,ci40904591,1.65,33.30517,-116.26667,9.92
1742462537270,ci40904583,0.61,33.306667,-116.261,7.81
1742461387010,ci40904567,0.67,33.305332,-116.268166,8.05
1742461312810,ci40904559,0.74,33.307835,-116.263,7.47
1742460896580,ci40904551,0.9,33.307167,-116.263,7.86
1742460714710,ci40904543,0.66,33.309666,-116.262665,8.06
1742460486650,ci40904535,1.46,33.303833,-116.26884,9.26
1742460396930,ci40904527,1.12,33.305332,-116.26783,9.26
1742460264940,ci40904519,0.97,33.305832,-116.26783,9.32
1742460173730,ci40904511,1.07,33.308167,-116.265,7.65
1742460079640,ci40904503,1.97,33.304832,-116.2675,9.51
