Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1601512091300,ci39641520,2.61,33.0435,-115.590836,5.26
1601512062930,ci39641512,1.69,33.04767,-115.591835,2.83
1601511909740,ci39641504,1.4,33.0485,-115.58466,2.78
1601511809340,ci39641496,1.46,33.033833,-115.581665,3.02
1601511720340,ci39641488,2.26,33.038334,-115.585,4.2
1601511632290,ci39641480,1.33,33.051334,-115.59634,1.31
1601511524250,ci39641472,1.72,33.0505,-115.5825,4.25
1601511488650,ci39641464,1.27,33.077,-115.6,3.95
1601511358840,ci39641456,2.09,33.057,-115.5865,5.6
1601511355630,ci39641448,1.47,33.033165,-115.58383,3.9
1601511296400,ci39641440,2.27,33.049667,-115.609665,2.06
1601511274210,ci39641432,1.88,33.059334,-115.589836,2.31
1601511262590,ci39641424,1.55,33.056168,-115.59433,2.88
1601511224100,ci39641416,2.16,33.0555,-115.58867,1.91
1601511182860,ci39641408,2.31,33.050167,-115.58833,3.27
1601511026330,ci39641392,1.84,33.046333,-115.585335,3.02
1601510958790,ci39641384,1.75,33.03367,-115.58134,3.69
1601510928240,ci39641376,2.18,33.039665,-115.59216,3.51
1601510901780,ci39641368,2.02,33.037334,-115.58317,3.04
1601510810170,ci39641352,2.49,33.03583,-115.58833,3.47
1601510745230,ci39641344,1.67,32.941,-115.642334,4.31
1601510630910,ci39641328,2.03,33.046333,-115.58617,2.44
1601510612350,ci39641312,2.15,33.044834,-115.5815,3.69
1601510582640,ci39641320,2.33,33.029335,-115.59167,4.73
1601510541070,ci39641304,2.43,33.091667,-115.58466,2.51
1601510394040,ci39641296,2.25,33.047832,-115.5735,2.69
1601510282300,ci39641288,3.69,33.04933,-115.58466,9.57
1601510227480,ci39641280,2.7,33.0495,-115.589836,4.96
1601510164450,ci39641272,1.57,33.0495,-115.58767,3.14
1601510156770,ci39641264,1.48,33.051834,-115.59683,5.06
1601510030900,ci39641256,2.53,33.052666,-115.58583,3.09
1601510017900,ci39641248,1.78,33.0455,-115.581665,2.96
1601510006660,ci39641240,1.55,33.044167,-115.594666,4.48
1601509923730,ci39641232,1.44,33.040333,-115.58033,1.94
1601509866150,ci39641224,1.81,33.045334,-115.582,1.11
1601509825260,ci39641216,2.12,33.0555,-115.59267,5.31
1601509771390,ci39641208,1.88,33.040165,-115.582664,3.47
1601509740740,ci39641192,1.76,33.045,-115.58833,3.71
1601509610700,ci39641184,2.51,33.047,-115.582664,3.12
1601509503350,ci39641176,2.98,33.048332,-115.592,2.95
1601509408210,ci39641168,2.19,33.053333,-115.58466,3.31
1601509400040,ci39641160,2.27,33.034832,-115.5855,3.01
1601509352190,ci39641152,2.29,33.036,-115.58933,2.34
1601509230930,ci39641144,2.46,33.04933,-115.579,3.46
1601509180090,ci39641136,2.96,33.043,-115.5635,6.65
1601509169810,ci39641128,2.63,33.057,-115.58134,2.3
1601509147980,ci39641120,2.51,33.046,-115.57117,5.51
1601509086320,ci39641112,3.02,33.044334,-115.58667,2.78
1601509048070,ci39641104,1.69,33.046665,-115.602165,5.37
1601508919430,ci39641096,2.71,33.047165,-115.582664,2.62
1601508866120,ci39641088,3.27,33.049,-115.60067,1.05
1601508848410,ci39641080,3.18,33.045666,-115.58667,3.14
1601508814410,ci39641072,3.46,33.052,-115.60467,1.93
1601508711790,ci39641064,4.35,33.053,-115.5955,4.78
1601508670840,ci39641056,3.1,33.076668,-115.589836,1.04
1601508643730,ci39641048,2.95,33.038,-115.59116,3.23
1601508540390,ci39641040,2.14,33.051,-115.587,2.98
1601508512330,ci39641032,1.14,33.29233,-115.99267,1.53
1601508443760,ci39641024,1.62,33.045834,-115.585335,3.54
1601508281620,ci39641008,2.39,33.04233,-115.585,3.2
1601508259570,ci39641000,2.36,33.042667,-115.584335,3.22
1601508069090,ci39640864,2.69,33.038834,-115.591,2.47
1601508016520,ci39640856,2.64,33.0425,-115.59033,2.2
1601507988390,ci39640848,3.06,33.050835,-115.590836,4.43
1601507948140,ci39640840,2.08,33.03583,-115.574,3.12
1601507730950,ci39640688,3.53,33.04767,-115.596664,2.84
1601507724840,ci39640680,3.01,33.0485,-115.5845,6.85
1601507661800,ci39640584,2.92,33.017166,-115.54266,3.52
1601507566620,ci39640560,2.95,33.051334,-115.591,5.76
1601507552790,ci39640552,1.7,33.033165,-115.5665,1.1
1601507365430,ci39640544,2.1,33.013832,-115.55434,1.05
1601507305660,ci39640536,3.12,33.044334,-115.5895,3.12
1601507162610,ci39640528,3.65,33.045334,-115.59,3.43
1601507139910,ci39640520,2.7,33.037,-115.58517,2.9
1601507132530,ci39640512,1.43,33.037666,-115.590836,1.54
1601507064940,ci39640504,1.88,33.043835,-115.587166,3.17
1601507050840,ci39640496,1.35,33.054165,-115.59783,1.04
1601507035530,ci39640488,1.25,33.0515,-115.594,2.88
1601506828520,ci39640480,3.02,33.046333,-115.58117,9.17
1601506464470,ci39640464,1.13,33.070168,-115.594666,1.11
1601504905620,ci39640424,1.29,33.053,-115.59817,1.48
1601504257350,ci39640408,1.87,33.041,-115.584,3.17
1601503214170,ci39640368,2.1,33.037666,-115.580666,3.73
1601503032850,ci39640352,1.65,33.032665,-115.58567,3.43
1601500750670,ci39640288,1.4,33.048668,-115.85883,7.47
1601471673580,ci38707850,1.01,33.0395,-115.589165,3.35
1601470919220,ci38707834,1.62,33.035667,-115.58733,4.6
1601470244700,ci37456141,1.0,33.035667,-115.58317,3.29
1601470193980,ci38707818,1.26,33.038666,-115.58083,2.88
1601468079740,ci37456117,0.52,32.98517,-115.527664,2.16
1601468065230,ci37456093,0.49,33.02667,-115.57333,3.4
1601468025650,ci38707786,0.7,33.011833,-115.554,3.44
1601468025490,ci38707794,0.75,33.004,-115.5415,2.87
1601467808020,ci37456197,1.23,33.08,-115.632164,3.04
1601462030200,ci38707730,1.24,33.0385,-115.58867,3.2
1601460469470,ci37456181,1.44,33.052334,-115.5895,4.42
1601460422630,ci38707714,1.31,33.046165,-115.59267,2.54
1601460405740,ci37456173,0.96,33.041832,-115.58033,3.18
1601443305170,ci38707578,1.12,33.211334,-115.555,1.68
1601431728040,ci37456085,0.75,32.69367,-115.757164,9.4
1601394324640,ci38707018,1.39,33.141834,-115.9555,9.29
1601393135110,ci38706994,2.24,33.116,-116.05717,10.07
1601344968090,ci38706618,0.85,33.4575,-115.792336,7.64
1601325389670,ci38706434,1.16,33.196835,-115.59133,1.12
1601325376390,ci37455885,0.95,33.195168,-115.606,2.98
1601283913790,ci38705874,1.41,33.164665,-115.6535,3.47
1601281285390,ci38705842,1.4,33.169666,-115.65683,3.34
1601280486310,ci37301244,1.36,33.1705,-115.64983,3.32
1601280440140,ci38705826,1.76,33.167168,-115.65383,3.01
1601275098670,ci37301132,0.52,33.178,-115.632835,3.11
1601274083440,ci38705786,1.46,33.1655,-115.6515,3.32
1601268593450,ci38705738,1.22,33.164665,-115.65317,3.68
1601268468860,ci37455917,0.85,33.168667,-115.650665,5.23
1601268446650,ci38705722,1.13,33.17267,-115.655334,3.44
