Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1601532217750,ci39644336,2.09,33.05633,-115.59067,5.51
1601532029930,ci39644328,2.31,33.0595,-115.5865,4.71
1601532015180,ci39644320,1.65,33.038166,-115.597336,9.86
1601531817050,ci39644312,2.2,33.075165,-115.59483,4.54
1601531804650,ci39644304,1.36,33.037666,-115.57383,1.5
1601531676850,ci39644296,1.99,33.048832,-115.5795,9.97
1601531641920,ci39644288,1.83,32.972332,-115.75367,1.34
1601531526920,ci39644280,1.58,33.038166,-115.58667,4.96
1601531385550,ci39644272,1.84,33.059334,-115.595,5.46
1601531356160,ci39644264,1.48,33.07033,-115.5965,4.72
1601531265890,ci39644256,2.12,33.0725,-115.561165,2.77
1601531246910,ci39644248,1.57,33.052166,-115.5715,3.14
1601531170250,ci39644240,1.81,33.064335,-115.59433,3.3
1601531089610,ci39644232,1.23,33.079666,-115.56267,4.55
1601531014090,ci39644224,1.85,33.067833,-115.598,3.58
1601530980520,ci39644216,2.04,33.069168,-115.594,6.97
1601530930850,ci39644208,1.58,33.071,-115.570335,2.39
1601530872950,ci39644200,1.68,33.060833,-115.56316,2.96
1601530783180,ci39644192,1.41,33.059,-115.58134,5.09
1601530714890,ci39644184,1.4,33.088333,-115.607,1.15
1601530599160,ci39644176,2.3,33.0725,-115.59983,5.22
1601530585080,ci39644168,1.94,33.0755,-115.594,4.67
1601530517380,ci39644160,1.77,33.058,-115.56734,2.37
1601530448450,ci39644144,1.37,33.10483,-115.5935,2.55
1601530347830,ci39644136,1.37,33.069332,-115.5625,3.18
1601530283480,ci39644128,1.34,33.069332,-115.58683,15.14
1601530018500,ci39644120,1.24,33.070168,-115.56184,1.77
1601529976190,ci39644112,1.32,33.065834,-115.58617,4.2
1601529839930,ci39644096,1.8,33.067333,-115.565,3.28
1601529676550,ci39644088,1.42,33.039665,-115.5775,8.39
1601529653670,ci39644080,1.22,33.052166,-115.58733,4.14
1601529361150,ci39644072,1.29,33.04067,-115.57567,9.59
1601529281520,ci39644064,1.07,33.070835,-115.562164,1.99
1601529207230,ci39644056,1.67,33.06333,-115.583664,3.03
1601529180440,ci39644048,1.67,33.040333,-115.5795,3.5
1601529120510,ci39644040,1.58,33.054,-115.5895,4.73
1601529101530,ci39644032,1.41,33.066166,-115.58466,5.11
1601528987160,ci39644024,1.77,33.059666,-115.594666,3.62
1601528920370,ci39644016,1.51,33.044167,-115.578835,9.37
1601528820820,ci39644008,1.97,33.069168,-115.56416,3.14
1601528629920,ci39644000,1.57,33.0685,-115.561165,3.03
1601528575760,ci39643992,2.21,33.069332,-115.56316,3.29
1601528546450,ci39643984,2.38,33.051834,-115.583664,5.86
1601528529020,ci39643976,1.37,33.065,-115.572334,2.01
1601528403710,ci39643952,1.7,33.068,-115.593,1.78
1601528306270,ci39643944,1.84,33.080334,-115.594666,7.5
1601528268740,ci39643936,1.4,33.049,-115.575836,3.81
1601528063760,ci39643920,2.84,33.037,-115.58583,4.41
1601528052540,ci39643912,1.5,33.064335,-115.59483,2.84
1601527956500,ci39643904,1.54,33.067665,-115.592,3.16
1601527849340,ci39643896,1.83,33.06867,-115.56184,3.51
1601527817520,ci39643888,1.76,33.0605,-115.591835,3.55
1601527716310,ci39643872,1.52,33.06,-115.587,4.06
1601527547870,ci39643864,1.44,33.066666,-115.59333,4.73
1601527388450,ci39643856,2.2,33.074833,-115.6085,2.71
1601527377240,ci39643848,1.53,33.061333,-115.5795,2.77
1601527325400,ci39643840,1.95,33.028667,-115.584335,9.75
1601527274330,ci39643832,1.66,33.0605,-115.579666,3.5
1601527137620,ci39643824,2.23,33.0635,-115.57767,6.18
1601527074690,ci39643816,2.05,33.042,-115.58683,1.11
1601527057020,ci39643808,1.39,33.06167,-115.56133,2.63
1601526959330,ci39643800,1.74,33.068832,-115.598335,9.26
1601526954370,ci39643792,1.21,33.0735,-115.58567,3.45
1601526860190,ci39643784,1.46,33.051334,-115.56367,2.76
1601526674550,ci39643776,1.43,33.067,-115.5865,3.49
1601526642670,ci39643768,1.48,33.065834,-115.59067,4.96
1601526583030,ci39643760,1.4,33.05467,-115.5815,4.58
1601526486540,ci39643752,2.33,33.0605,-115.56617,1.75
1601526448320,ci39643744,2.28,33.065166,-115.56783,1.11
1601526315660,ci39643728,1.38,33.0755,-115.54583,6.02
1601526064300,ci39643720,2.84,33.079666,-115.59317,4.12
1601526042160,ci39643712,2.02,33.0745,-115.57533,1.11
1601525990970,ci39643704,2.22,33.0725,-115.57767,6.03
1601525980580,ci39643696,1.98,33.059166,-115.589836,9.4
1601525914600,ci39643688,2.44,33.067665,-115.56517,9.01
1601525822520,ci39643680,1.92,33.059166,-115.572334,1.14
