Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.50214,0.0,2.0,0.0,0.0,0.26778,0.0,0.2548
2.6,0.39779,0.0,2.0,0.0,0.0,0.22127,0.0,0.20162
2.7,0.31626,0.0,2.0,0.0,0.0,0.18303,0.0,0.16034
2.8,0.25125,0.0,2.0,0.0,0.0,0.15055,0.0,0.12743
2.9,0.20056,0.0,1.0,0.0,0.0,0.12319,0.0,0.10198
3.0,0.16011,0.0,1.0,0.0,0.0,0.10107,0.0,0.08162
3.1,0.12682,0.0,1.0,0.0,0.0,0.08188,0.0,0.06438
3.2,0.10053,0.0,1.0,0.0,0.0,0.06628,0.0,0.05105
3.3,0.07975,0.0,1.0,0.0,0.0,0.05376,0.0,0.04069
3.4,0.06347,0.0,1.0,0.0,0.0,0.0438,0.0,0.03262
3.5,0.05069,0.0,1.0,0.0,0.0,0.03565,0.0,0.02605
3.6,0.04018,0.0,1.0,0.0,0.0,0.02858,0.0,0.02031
3.7,0.03192,0.0,0.0,0.0,0.0,0.02314,0.0,0.01599
3.8,0.02525,0.0,0.0,0.0,0.0,0.01863,0.0,0.01273
3.9,0.01998,0.0,0.0,0.0,0.0,0.01486,0.0,0.01013
4.0,0.01579,0.0,0.0,0.0,0.0,0.012,0.0,0.0081
4.1,0.01245,0.0,0.0,0.0,0.0,0.00966,0.0,0.00636
4.2,0.00998,0.0,0.0,0.0,0.0,0.00781,0.0,0.00512
4.3,0.00791,0.0,0.0,0.0,0.0,0.00621,0.0,0.00405
4.4,0.00603,0.0,0.0,0.0,0.0,0.00484,0.0,0.0031
4.5,0.0047,0.0,0.0,0.0,0.0,0.00376,0.0,0.00238
4.6,0.0037,0.0,0.0,0.0,0.0,0.00306,0.0,0.00191
4.7,0.00295,0.0,0.0,0.0,0.0,0.00247,0.0,0.00149
4.8,0.00243,0.0,0.0,0.0,0.0,0.00204,0.0,0.00121
4.9,0.00197,0.0,0.0,0.0,0.0,0.00167,0.0,0.00102
5.0,0.00161,0.0,0.0,0.0,0.0,0.00137,0.0,8.1E-4
5.1,0.00128,0.0,0.0,0.0,0.0,0.00108,0.0,6.6E-4
5.2,9.2E-4,0.0,0.0,0.0,0.0,7.7E-4,0.0,4.7E-4
5.3,7.9E-4,0.0,0.0,0.0,0.0,6.8E-4,0.0,3.9E-4
5.4,6.7E-4,0.0,0.0,0.0,0.0,5.7E-4,0.0,3.1E-4
5.5,4.6E-4,0.0,0.0,0.0,0.0,4.0E-4,0.0,2.3E-4
5.6,3.3E-4,0.0,0.0,0.0,0.0,2.9E-4,0.0,1.7E-4
5.7,3.0E-4,0.0,0.0,0.0,0.0,2.7E-4,0.0,1.6E-4
5.8,2.4E-4,0.0,0.0,0.0,0.0,2.2E-4,0.0,1.2E-4
5.9,1.4E-4,0.0,0.0,0.0,0.0,1.2E-4,0.0,6.0E-5
6.0,1.3E-4,0.0,0.0,0.0,0.0,1.1E-4,0.0,6.0E-5
6.1,1.1E-4,0.0,0.0,0.0,0.0,9.0E-5,0.0,5.0E-5
6.2,9.0E-5,0.0,0.0,0.0,0.0,7.0E-5,0.0,4.0E-5
6.3,9.0E-5,0.0,0.0,0.0,0.0,7.0E-5,0.0,4.0E-5
6.4,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,0.0,2.0E-5
6.5,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,0.0,2.0E-5
6.6,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,0.0,1.0E-5
6.7,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,0.0,1.0E-5
6.8,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,0.0,1.0E-5
6.9,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,0.0,1.0E-5
7.0,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
