Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,2.5078,0.0,8.0,1.0,1.0,0.7186,2.0E-5,1.1101
2.6,1.9887,0.0,7.0,1.0,0.0,0.63932,2.0E-5,0.8791
2.7,1.57883,0.0,6.0,1.0,0.0,0.56093,2.0E-5,0.69869
2.8,1.25417,0.0,5.0,0.0,0.0,0.48652,2.0E-5,0.55627
2.9,0.99636,0.0,4.0,0.0,0.0,0.41519,2.0E-5,0.44166
3.0,0.79245,0.0,4.0,0.0,0.0,0.35191,2.0E-5,0.35186
3.1,0.62957,0.0,3.0,0.0,0.0,0.29524,2.0E-5,0.27862
3.2,0.49924,0.0,3.0,0.0,0.0,0.24572,2.0E-5,0.22105
3.3,0.39613,0.0,2.0,0.0,0.0,0.20325,2.0E-5,0.17513
3.4,0.315,0.0,2.0,0.0,0.0,0.16777,2.0E-5,0.13963
3.5,0.25089,0.0,2.0,0.0,0.0,0.13774,2.0E-5,0.11118
3.6,0.19803,0.0,2.0,0.0,0.0,0.11184,2.0E-5,0.08726
3.7,0.15672,0.0,1.0,0.0,0.0,0.09142,2.0E-5,0.06929
3.8,0.12482,0.0,1.0,0.0,0.0,0.07456,2.0E-5,0.0554
3.9,0.099,0.0,1.0,0.0,0.0,0.06056,2.0E-5,0.04373
4.0,0.07855,0.0,1.0,0.0,0.0,0.04931,2.0E-5,0.03483
4.1,0.06244,0.0,1.0,0.0,0.0,0.03996,2.0E-5,0.02737
4.2,0.04932,0.0,1.0,0.0,0.0,0.03251,2.0E-5,0.02177
4.3,0.039,0.0,1.0,0.0,0.0,0.02643,2.0E-5,0.01735
4.4,0.03062,0.0,0.0,0.0,0.0,0.02122,2.0E-5,0.01372
4.5,0.02425,0.0,0.0,0.0,0.0,0.01703,2.0E-5,0.01094
4.6,0.01916,0.0,0.0,0.0,0.0,0.0138,2.0E-5,0.00859
4.7,0.0152,0.0,0.0,0.0,0.0,0.01121,2.0E-5,0.0068
4.8,0.01198,0.0,0.0,0.0,0.0,0.00903,2.0E-5,0.00528
4.9,0.00975,0.0,0.0,0.0,0.0,0.00755,2.0E-5,0.00432
5.0,0.00786,0.0,0.0,0.0,0.0,0.00623,2.0E-5,0.00344
5.1,0.00636,0.0,0.0,0.0,0.0,0.00508,2.0E-5,0.00277
5.2,0.00479,0.0,0.0,0.0,0.0,0.00392,2.0E-5,0.00211
5.3,0.00367,0.0,0.0,0.0,0.0,0.00302,2.0E-5,0.00151
5.4,0.00292,0.0,0.0,0.0,0.0,0.00243,2.0E-5,0.00117
5.5,0.00228,0.0,0.0,0.0,0.0,0.00191,2.0E-5,8.8E-4
5.6,0.00171,0.0,0.0,0.0,0.0,0.00146,2.0E-5,6.8E-4
5.7,0.00135,0.0,0.0,0.0,0.0,0.00116,2.0E-5,5.7E-4
5.8,0.00103,0.0,0.0,0.0,0.0,8.8E-4,2.0E-5,4.4E-4
5.9,7.0E-4,0.0,0.0,0.0,0.0,5.9E-4,2.0E-5,2.7E-4
6.0,6.1E-4,0.0,0.0,0.0,0.0,5.1E-4,2.0E-5,2.5E-4
6.1,5.1E-4,0.0,0.0,0.0,0.0,4.2E-4,2.0E-5,2.1E-4
6.2,3.9E-4,0.0,0.0,0.0,0.0,3.4E-4,1.0E-5,1.8E-4
6.3,3.3E-4,0.0,0.0,0.0,0.0,2.9E-4,0.0,1.4E-4
6.4,2.1E-4,0.0,0.0,0.0,0.0,2.1E-4,0.0,8.0E-5
6.5,1.5E-4,0.0,0.0,0.0,0.0,1.5E-4,0.0,6.0E-5
6.6,1.1E-4,0.0,0.0,0.0,0.0,1.1E-4,0.0,4.0E-5
6.7,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,0.0,3.0E-5
6.8,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,0.0,2.0E-5
6.9,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,0.0,2.0E-5
7.0,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,0.0,1.0E-5
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
