Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,1.48195,0.0,5.0,1.0,0.0,0.56185,0.0,0.70961
2.6,1.17498,0.0,4.0,0.0,0.0,0.48511,0.0,0.56142
2.7,0.93175,0.0,4.0,0.0,0.0,0.41357,0.0,0.44543
2.8,0.73982,0.0,3.0,0.0,0.0,0.34997,0.0,0.35392
2.9,0.58876,0.0,3.0,0.0,0.0,0.29335,0.0,0.28146
3.0,0.46752,0.0,2.0,0.0,0.0,0.24455,0.0,0.22402
3.1,0.37086,0.0,2.0,0.0,0.0,0.20184,0.0,0.17684
3.2,0.29351,0.0,2.0,0.0,0.0,0.1659,0.0,0.14033
3.3,0.23263,0.0,2.0,0.0,0.0,0.13555,0.0,0.11145
3.4,0.18494,0.0,1.0,0.0,0.0,0.11081,0.0,0.08887
3.5,0.1475,0.0,1.0,0.0,0.0,0.0906,0.0,0.0708
3.6,0.11627,0.0,1.0,0.0,0.0,0.07293,0.0,0.05544
3.7,0.09198,0.0,1.0,0.0,0.0,0.05912,0.0,0.04375
3.8,0.07291,0.0,1.0,0.0,0.0,0.04787,0.0,0.03471
3.9,0.05793,0.0,1.0,0.0,0.0,0.03862,0.0,0.02759
4.0,0.04589,0.0,1.0,0.0,0.0,0.03114,0.0,0.0219
4.1,0.03667,0.0,1.0,0.0,0.0,0.02521,0.0,0.01714
4.2,0.02916,0.0,0.0,0.0,0.0,0.02061,0.0,0.01377
4.3,0.02318,0.0,0.0,0.0,0.0,0.01675,0.0,0.01096
4.4,0.01812,0.0,0.0,0.0,0.0,0.01344,0.0,0.00861
4.5,0.01416,0.0,0.0,0.0,0.0,0.01056,0.0,0.00673
4.6,0.01136,0.0,0.0,0.0,0.0,0.00863,0.0,0.00533
4.7,0.00885,0.0,0.0,0.0,0.0,0.00691,0.0,0.00417
4.8,0.00712,0.0,0.0,0.0,0.0,0.00564,0.0,0.00326
4.9,0.00574,0.0,0.0,0.0,0.0,0.00463,0.0,0.00267
5.0,0.00454,0.0,0.0,0.0,0.0,0.00376,0.0,0.0021
5.1,0.00362,0.0,0.0,0.0,0.0,0.00299,0.0,0.00167
5.2,0.00262,0.0,0.0,0.0,0.0,0.00221,0.0,0.00119
5.3,0.00202,0.0,0.0,0.0,0.0,0.00173,0.0,8.5E-4
5.4,0.0016,0.0,0.0,0.0,0.0,0.00138,0.0,6.5E-4
5.5,0.00121,0.0,0.0,0.0,0.0,0.00105,0.0,4.7E-4
5.6,9.1E-4,0.0,0.0,0.0,0.0,8.1E-4,0.0,3.8E-4
5.7,7.3E-4,0.0,0.0,0.0,0.0,6.4E-4,0.0,3.3E-4
5.8,5.7E-4,0.0,0.0,0.0,0.0,5.0E-4,0.0,2.5E-4
5.9,3.9E-4,0.0,0.0,0.0,0.0,3.3E-4,0.0,1.6E-4
6.0,3.3E-4,0.0,0.0,0.0,0.0,2.8E-4,0.0,1.5E-4
6.1,2.8E-4,0.0,0.0,0.0,0.0,2.3E-4,0.0,1.3E-4
6.2,2.0E-4,0.0,0.0,0.0,0.0,1.7E-4,0.0,1.0E-4
6.3,1.8E-4,0.0,0.0,0.0,0.0,1.5E-4,0.0,8.0E-5
6.4,1.1E-4,0.0,0.0,0.0,0.0,1.1E-4,0.0,4.0E-5
6.5,9.0E-5,0.0,0.0,0.0,0.0,9.0E-5,0.0,3.0E-5
6.6,8.0E-5,0.0,0.0,0.0,0.0,8.0E-5,0.0,2.0E-5
6.7,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,0.0,2.0E-5
6.8,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,0.0,2.0E-5
6.9,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,0.0,2.0E-5
7.0,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,0.0,1.0E-5
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
