Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,1.5029,0.0,3.0,0.0,0.0,0.28287,5.5E-4,0.28838
2.6,1.19434,0.0,3.0,0.0,0.0,0.2354,5.5E-4,0.2289
2.7,0.94932,0.0,2.0,0.0,0.0,0.19457,5.5E-4,0.18208
2.8,0.756,0.0,2.0,0.0,0.0,0.16145,5.5E-4,0.14559
2.9,0.59999,0.0,2.0,0.0,0.0,0.13183,5.5E-4,0.11518
3.0,0.47718,0.0,1.0,0.0,0.0,0.10803,5.5E-4,0.0914
3.1,0.37849,0.0,1.0,0.0,0.0,0.08798,5.5E-4,0.07258
3.2,0.30052,0.0,1.0,0.0,0.0,0.07137,5.5E-4,0.05764
3.3,0.2401,0.0,1.0,0.0,0.0,0.05833,5.5E-4,0.04605
3.4,0.19093,0.0,1.0,0.0,0.0,0.04734,5.5E-4,0.03672
3.5,0.15129,0.0,1.0,0.0,0.0,0.03853,5.5E-4,0.02914
3.6,0.12016,0.0,1.0,0.0,0.0,0.03166,5.5E-4,0.02347
3.7,0.09577,0.0,1.0,0.0,0.0,0.02572,5.5E-4,0.01874
3.8,0.07636,0.0,0.0,0.0,0.0,0.02093,5.5E-4,0.01495
3.9,0.06146,0.0,0.0,0.0,0.0,0.01736,5.5E-4,0.01205
4.0,0.04879,0.0,0.0,0.0,0.0,0.01429,5.5E-4,0.00975
4.1,0.039,0.0,0.0,0.0,0.0,0.01183,5.5E-4,0.0077
4.2,0.03074,0.0,0.0,0.0,0.0,0.00955,5.5E-4,0.0059
4.3,0.02484,0.0,0.0,0.0,0.0,0.00788,5.5E-4,0.00465
4.4,0.01986,0.0,0.0,0.0,0.0,0.00646,5.5E-4,0.00366
4.5,0.01583,0.0,0.0,0.0,0.0,0.00538,5.5E-4,0.00295
4.6,0.01282,0.0,0.0,0.0,0.0,0.00453,5.5E-4,0.00243
4.7,0.01024,0.0,0.0,0.0,0.0,0.00372,5.5E-4,0.00193
4.8,0.00825,0.0,0.0,0.0,0.0,0.00315,5.5E-4,0.00151
4.9,0.00677,0.0,0.0,0.0,0.0,0.00269,5.5E-4,0.00128
5.0,0.00535,0.0,0.0,0.0,0.0,0.00226,5.5E-4,0.00113
5.1,0.00432,0.0,0.0,0.0,0.0,0.00193,5.5E-4,9.1E-4
5.2,0.0034,0.0,0.0,0.0,0.0,0.00159,5.5E-4,6.8E-4
5.3,0.0027,0.0,0.0,0.0,0.0,0.00131,5.5E-4,5.7E-4
5.4,0.00222,0.0,0.0,0.0,0.0,0.00115,5.5E-4,4.9E-4
5.5,0.00188,0.0,0.0,0.0,0.0,0.00104,5.5E-4,4.4E-4
5.6,0.00155,0.0,0.0,0.0,0.0,9.4E-4,5.5E-4,4.2E-4
5.7,0.00131,0.0,0.0,0.0,0.0,8.4E-4,5.5E-4,3.7E-4
5.8,0.00105,0.0,0.0,0.0,0.0,7.5E-4,5.5E-4,3.3E-4
5.9,8.7E-4,0.0,0.0,0.0,0.0,6.6E-4,5.5E-4,3.1E-4
6.0,8.0E-4,0.0,0.0,0.0,0.0,6.1E-4,5.5E-4,2.9E-4
