Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1742355048970,nc75151392,1.04,37.910667,-122.00584,10.77
1742337649370,nc75151242,1.89,37.809666,-122.19833,11.58
1742309359940,nc75151057,1.81,37.702168,-121.98766,8.92
1742304406130,nc75151027,2.4,37.813,-122.02717,9.7
1742296176160,nc75150977,1.09,37.704166,-121.98517,9.53
1742291656870,nc75150957,1.33,37.698166,-121.99617,7.91
1742288735790,nc75150947,2.38,37.7075,-121.9855,9.85
1742288492070,nc75150932,1.99,37.7085,-121.9815,9.49
1742288318940,nc75150927,2.0,37.705334,-121.987,9.62
1742285184440,nc75150902,1.08,37.704,-121.98483,9.38
1742282383880,nc75150892,1.75,37.972,-122.332,1.59
1742274734610,nc75150852,1.07,37.7005,-121.99516,9.13
1742273447200,nc75150842,2.36,37.706333,-121.98717,10.44
1742273173940,nc75150832,2.9,37.70933,-121.9865,11.14
1742268776910,nc75150797,1.18,37.7005,-121.988335,6.5
1742268124640,nc75150792,2.21,37.702835,-121.99416,9.86
1742268018990,nc75150787,2.33,37.704666,-121.99,9.68
1742267812220,nc75150782,0.89,37.7005,-121.99133,9.09
1742267635500,nc75150777,1.19,37.699665,-121.99,9.11
1742267444690,nc75150772,2.15,37.704666,-121.9925,9.71
1742267219120,nc75150767,1.32,37.702168,-121.992836,8.33
1742266394120,nc75150762,2.17,37.703667,-121.99133,9.69
