Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1742250027170,nc75150301,1.67,37.336834,-122.21983,9.04
1742239875370,nc75150221,1.59,38.120667,-122.18,-0.15
1742185152770,nc75149901,2.86,37.9375,-122.03284,16.92
1742102797990,nc75149456,0.93,37.418167,-121.766,5.41
