Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,2.78647,0.0,5.0,0.0,0.0,0.40794,8.2E-4,0.46343
2.6,2.2164,0.0,4.0,0.0,0.0,0.3456,8.2E-4,0.36778
2.7,1.76294,0.0,3.0,0.0,0.0,0.29025,8.2E-4,0.29297
2.8,1.40104,0.0,3.0,0.0,0.0,0.24308,8.2E-4,0.23327
2.9,1.10965,0.0,2.0,0.0,0.0,0.2011,8.2E-4,0.1849
3.0,0.88298,0.0,2.0,0.0,0.0,0.16597,8.2E-4,0.14664
3.1,0.70098,0.0,2.0,0.0,0.0,0.13661,8.2E-4,0.11664
3.2,0.55708,0.0,2.0,0.0,0.0,0.1116,8.2E-4,0.09276
3.3,0.4429,0.0,1.0,0.0,0.0,0.09125,8.2E-4,0.07378
3.4,0.35252,0.0,1.0,0.0,0.0,0.07448,8.2E-4,0.05888
3.5,0.28047,0.0,1.0,0.0,0.0,0.06112,8.2E-4,0.04715
3.6,0.2238,0.0,1.0,0.0,0.0,0.05047,8.2E-4,0.03791
3.7,0.17762,0.0,1.0,0.0,0.0,0.04103,8.2E-4,0.03026
3.8,0.14154,0.0,1.0,0.0,0.0,0.03357,8.2E-4,0.02418
3.9,0.11283,0.0,1.0,0.0,0.0,0.02743,8.2E-4,0.01917
4.0,0.08923,0.0,0.0,0.0,0.0,0.0223,8.2E-4,0.01528
4.1,0.07113,0.0,0.0,0.0,0.0,0.01848,8.2E-4,0.01213
4.2,0.05644,0.0,0.0,0.0,0.0,0.01496,8.2E-4,0.00952
4.3,0.04507,0.0,0.0,0.0,0.0,0.01241,8.2E-4,0.00749
4.4,0.03575,0.0,0.0,0.0,0.0,0.01023,8.2E-4,0.00594
4.5,0.0287,0.0,0.0,0.0,0.0,0.00864,8.2E-4,0.00482
4.6,0.02314,0.0,0.0,0.0,0.0,0.00734,8.2E-4,0.00407
4.7,0.01847,0.0,0.0,0.0,0.0,0.00604,8.2E-4,0.00334
4.8,0.01473,0.0,0.0,0.0,0.0,0.00505,8.2E-4,0.00257
4.9,0.01179,0.0,0.0,0.0,0.0,0.00419,8.2E-4,0.00205
5.0,0.0095,0.0,0.0,0.0,0.0,0.00366,8.2E-4,0.00181
