Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,598.78674,31.0,2889.0,316.0,85.0,0.99999,0.00494,338.76907
2.6,477.12094,24.0,2305.0,252.0,83.0,0.99999,0.00494,269.96304
2.7,379.91977,19.0,1832.0,201.0,66.0,0.99998,0.00494,214.98294
2.8,302.34064,15.0,1463.0,160.0,36.0,0.99984,0.00494,171.08774
2.9,240.53423,12.0,1164.0,127.0,35.0,0.99975,0.00494,136.10396
3.0,191.30328,9.0,925.0,101.0,29.0,0.99958,0.00494,108.25352
3.1,152.08672,7.0,736.0,80.0,24.0,0.99933,0.00494,86.06954
3.2,120.84938,5.0,586.0,64.0,14.0,0.99876,0.00494,68.39024
3.3,96.00983,4.0,467.0,51.0,10.0,0.99791,0.00494,54.33712
3.4,76.2756,3.0,370.0,40.0,9.0,0.99672,0.00494,43.15886
3.5,60.57348,2.0,294.0,32.0,9.0,0.99483,0.00494,34.27511
3.6,48.1003,2.0,234.0,25.0,7.0,0.99148,0.00494,27.21828
3.7,38.17878,1.0,186.0,20.0,6.0,0.98688,0.00494,21.59941
3.8,30.28497,1.0,148.0,16.0,3.0,0.98061,0.00494,17.13093
3.9,24.0331,0.0,118.0,13.0,3.0,0.97146,0.00494,13.59972
4.0,19.05867,0.0,93.0,10.0,2.0,0.95947,0.00494,10.78491
4.1,15.10144,0.0,74.0,8.0,2.0,0.94366,0.00494,8.54183
4.2,11.95173,0.0,59.0,6.0,1.0,0.92369,0.00494,6.7575
4.3,9.45609,0.0,47.0,5.0,1.0,0.89802,0.00494,5.34848
4.4,7.4693,0.0,37.0,4.0,0.0,0.86763,0.00494,4.22511
4.5,5.89985,0.0,30.0,3.0,0.0,0.83122,0.00494,3.33403
4.6,4.64754,0.0,23.0,2.0,0.0,0.78939,0.00494,2.62464
4.7,3.65382,0.0,19.0,2.0,0.0,0.74213,0.00494,2.06388
4.8,2.86938,0.0,15.0,1.0,0.0,0.68876,0.00494,1.61827
4.9,2.24619,0.0,12.0,1.0,0.0,0.63269,0.00494,1.26435
5.0,1.7511,0.0,10.0,1.0,0.0,0.57281,0.00494,0.98416
5.1,1.35543,0.0,8.0,1.0,0.0,0.51064,0.00494,0.75863
5.2,1.03779,0.0,6.0,0.0,0.0,0.4471,0.00494,0.58017
5.3,0.78808,0.0,5.0,0.0,0.0,0.38449,0.00494,0.43982
5.4,0.5902,0.0,4.0,0.0,0.0,0.32221,0.00494,0.3284
5.5,0.43282,0.0,3.0,0.0,0.0,0.26213,0.00494,0.23902
5.6,0.3077,0.0,2.0,0.0,0.0,0.20496,0.00494,0.1683
5.7,0.20926,0.0,2.0,0.0,0.0,0.1528,0.00494,0.11241
5.8,0.13004,0.0,1.0,0.0,0.0,0.10286,0.00494,0.06795
5.9,0.06732,0.0,1.0,0.0,0.0,0.05725,0.00494,0.03308
6.0,0.04207,0.0,1.0,0.0,0.0,0.03663,0.00494,0.01943
6.1,0.03409,0.0,1.0,0.0,0.0,0.03019,0.00494,0.01573
6.2,0.02741,0.0,0.0,0.0,0.0,0.02477,0.00476,0.0127
6.3,0.02076,0.0,0.0,0.0,0.0,0.01912,0.00404,0.00973
6.4,0.01571,0.0,0.0,0.0,0.0,0.0146,0.00354,0.00728
6.5,0.01171,0.0,0.0,0.0,0.0,0.01097,0.00324,0.00542
6.6,0.00888,0.0,0.0,0.0,0.0,0.00838,0.00304,0.00408
6.7,0.00584,0.0,0.0,0.0,0.0,0.00554,0.0019,0.00268
6.8,0.00428,0.0,0.0,0.0,0.0,0.00407,0.0016,0.00197
6.9,0.00292,0.0,0.0,0.0,0.0,0.00279,0.00131,0.00134
7.0,0.0021,0.0,0.0,0.0,0.0,0.00202,0.00113,9.9E-4
7.1,0.00142,0.0,0.0,0.0,0.0,0.00139,8.8E-4,6.6E-4
7.2,9.9E-4,0.0,0.0,0.0,0.0,9.8E-4,7.5E-4,4.7E-4
7.3,6.6E-4,0.0,0.0,0.0,0.0,6.5E-4,5.5E-4,2.9E-4
7.4,4.9E-4,0.0,0.0,0.0,0.0,4.9E-4,4.2E-4,1.8E-4
7.5,2.3E-4,0.0,0.0,0.0,0.0,2.3E-4,2.2E-4,7.0E-5
7.6,1.7E-4,0.0,0.0,0.0,0.0,1.7E-4,1.6E-4,5.0E-5
7.7,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,6.0E-5,1.0E-5
7.8,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,2.0E-5,0.0
7.9,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
