Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1692517123590,ci39645194,1.9,34.422333,-119.19183,1.63
1692505054080,ci39645114,1.56,34.417168,-119.19183,2.05
1692504984660,ci39645106,1.95,34.4165,-119.19683,2.49
1692504932760,ci39645098,2.53,34.409832,-119.19217,4.58
1692498812960,ci39645066,1.45,34.412334,-119.2065,2.52
1692497023570,ci39645058,1.71,34.41033,-119.19783,2.84
1692496566250,ci39645050,1.7,34.411167,-119.200165,2.67
1692496394940,ci39645042,1.76,34.409332,-119.19783,3.93
1692495766810,ci39645034,2.01,34.405334,-119.19933,4.37
1692495558270,ci39645026,1.5,34.407665,-119.203835,4.72
1692495194920,ci39645018,2.17,34.4115,-119.193665,4.69
1692494368740,ci39645010,1.33,34.443,-119.14716,0.76
1692493841170,ci39645002,1.73,34.41733,-119.19617,2.38
1692493778380,ci39644994,1.65,34.4165,-119.19833,1.68
1692492686490,ci39644986,1.4,34.420666,-119.19234,1.86
1692491909300,ci37565724,1.32,34.411,-119.205666,2.32
1692491887870,ci39644978,1.53,34.411167,-119.213,3.08
1692470620210,ci39644898,2.32,34.419834,-119.19483,2.51
1692469657230,ci39644874,2.05,34.411335,-119.18967,2.62
1692331504640,ci39643402,1.72,34.275833,-118.81184,20.45
