Origin Time (epoch ms),ComCat Event ID,Magnitude,Latitude,Longitude,Depth (km)
1692728941250,ci39647738,1.69,34.398,-119.207,2.4
1692716545640,ci39647498,1.43,34.439667,-119.16317,2.46
1692710030260,ci39647394,1.84,34.419167,-119.17567,1.13
1692708994100,ci39647370,1.5,34.411835,-119.173164,2.42
1692708302500,ci39647362,1.5,34.424,-119.194,0.9
1692707581650,ci39647354,2.71,34.4155,-119.16967,13.18
1692707243230,ci39647346,1.62,34.4175,-119.17067,1.02
1692707214910,ci39647338,0.99,34.413666,-119.18567,0.68
1692706819520,ci39647330,1.79,34.4155,-119.17,1.57
1692706819510,ci39647322,1.8,34.407,-119.18867,10.45
1692706508920,ci39647314,1.68,34.420666,-119.15134,2.25
1692705591820,ci39647298,1.55,34.421165,-119.1725,2.19
1692705532450,ci39647290,1.59,34.4195,-119.16766,1.9
1692705440500,ci39647282,1.48,34.422165,-119.17167,1.86
1692705388030,ci39647274,1.99,34.424667,-119.16433,1.42
1692705388010,ci39647266,1.99,34.42267,-119.164665,1.39
1692705348690,ci39647258,1.19,34.414665,-119.181335,0.99
1692705086720,ci39647250,2.57,34.426666,-119.16817,1.91
1692705061950,ci39647242,1.55,34.42,-119.17733,2.13
1692704779960,ci39647226,1.36,34.3795,-119.202835,0.83
1692704686790,ci39647218,2.15,34.421833,-119.1735,2.02
1692704359080,ci39647202,3.89,34.419167,-119.1645,4.89
1692696058380,ci39647154,1.35,34.4235,-119.197,1.41
1692682348190,ci39647090,1.37,34.432335,-119.1655,1.96
1692681815110,ci39647082,1.37,34.422333,-119.19033,6.74
1692669708720,ci39646938,1.55,34.414833,-119.19683,1.72
1692669263820,ci39646930,2.87,34.422832,-119.1975,2.16
1692661825120,ci39646898,3.34,34.414165,-119.19883,6.26
1692649934780,ci39646794,1.48,34.407665,-119.2065,2.11
1692647322450,ci39646730,1.75,34.418335,-119.200836,3.04
1692643866900,ci39646610,1.5,34.432835,-119.19,2.07
1692642266260,ci39646586,0.98,34.419,-119.047,9.95
1692638767590,ci39646570,2.18,34.404167,-119.1945,1.99
1692631619090,ci39646514,1.75,34.433167,-119.20734,5.97
1692626370350,ci39646474,1.65,34.4165,-119.19517,1.38
1692622335270,ci39646434,2.46,34.423,-119.161,11.59
1692620758660,ci39646410,1.67,34.430832,-119.19767,0.89
1692619857400,ci39646402,1.76,34.408165,-119.20333,1.05
1692616966440,ci39646386,2.31,34.42317,-119.19334,1.74
1692616627040,ci39646378,1.82,34.430832,-119.187164,4.2
1692614794850,ci39646370,1.28,34.403168,-119.20417,0.83
1692609736160,ci39646346,1.38,34.4285,-119.17667,0.82
1692609574910,ci39646338,1.7,34.428,-119.172165,1.48
1692606385320,ci39646314,2.18,34.4125,-119.20167,0.91
1692605468180,ci39646306,1.42,34.432167,-119.1805,4.25
1692605144760,ci37566524,1.44,34.417667,-119.1775,0.88
1692604716070,ci39646290,1.6,34.414165,-119.203,2.01
1692604464120,ci39646282,1.76,34.424667,-119.200165,0.8
1692604263870,ci39646274,3.03,34.414,-119.19666,1.06
1692604078010,ci39646266,1.53,34.407833,-119.20433,0.77
1692603042180,ci39646258,1.48,34.3985,-119.2025,0.97
1692601007970,ci39646242,1.62,34.407,-119.20333,1.4
1692600506610,ci39646234,1.87,34.413,-119.19683,0.85
1692599833970,ci39646226,1.65,34.408333,-119.202,1.44
1692599710370,ci39646218,1.55,34.4175,-119.211334,3.01
1692599286170,ci39646202,1.59,34.418667,-119.200836,0.82
1692598771410,ci39646194,1.99,34.4125,-119.18967,0.7
1692598301460,ci39646186,1.96,34.4045,-119.2165,9.73
1692598285180,ci39646178,1.38,34.393833,-119.207664,1.66
1692597851780,ci39646170,1.63,34.418167,-119.2225,1.82
1692597654370,ci39646162,1.85,34.4095,-119.20216,2.25
1692596584310,ci39646154,1.79,34.40917,-119.206,4.2
1692596483210,ci39646146,3.19,34.423832,-119.1955,4.65
1692595841640,ci39646138,2.53,34.4105,-119.194664,0.92
1692595751090,ci39646130,2.45,34.404167,-119.20983,2.32
1692595680440,ci39646122,2.03,34.423332,-119.175,1.91
1692595597230,ci39646114,2.71,34.41033,-119.195,1.96
1692595516970,ci39646098,3.94,34.409668,-119.1915,1.83
1692595328960,ci39646090,2.39,34.431,-119.17883,2.24
1692594764970,ci39646082,1.86,34.4445,-119.16866,1.52
1692594218270,ci39646074,2.08,34.413834,-119.18933,0.82
1692593877820,ci39646066,2.32,34.413166,-119.19867,1.97
1692593565850,ci39646058,1.42,34.4455,-119.16233,1.65
1692593306280,ci39646050,2.64,34.416832,-119.19583,1.81
1692590904720,ci39646042,1.82,34.4175,-119.194,0.91
1692590750680,ci39646034,1.67,34.424,-119.17267,1.77
1692590604940,ci39646026,1.4,34.414665,-119.1895,2.47
1692590308050,ci39646018,1.37,34.436832,-119.16233,1.01
1692589576050,ci39646002,1.99,34.424168,-119.188,2.45
1692588850860,ci39645994,1.81,34.413834,-119.19617,0.9
1692588636850,ci39645986,1.99,34.411667,-119.2035,1.52
1692587387840,ci39645978,1.67,34.4255,-119.17817,1.02
1692587038270,ci39645970,2.84,34.4135,-119.19984,2.37
1692586274020,ci39645962,2.1,34.428333,-119.1915,0.78
1692585002630,ci39645938,1.47,34.430332,-119.1795,0.79
1692583736660,ci39645930,1.61,34.453835,-119.1325,9.86
1692582943660,ci39645922,2.03,34.432667,-119.17433,0.86
1692582214280,ci39645914,2.66,34.442665,-119.16217,2.07
1692582037330,ci39645906,2.18,34.4315,-119.174164,2.15
1692581756180,ci39645898,1.68,34.429832,-119.201164,0.84
1692580011930,ci39645890,2.55,34.4415,-119.166664,1.6
1692579710620,ci39645882,1.57,34.4155,-119.18733,3.69
1692579048610,ci39645866,1.65,34.423668,-119.2005,0.77
1692578375120,ci39645858,1.4,34.422832,-119.192665,2.15
1692578047210,ci39645842,2.06,34.425667,-119.196,0.82
1692577177240,ci39645834,1.7,34.475666,-119.29183,11.43
1692576637720,ci39645826,1.61,34.41617,-119.20917,0.78
1692575979430,ci39645810,2.34,34.418667,-119.197,4.6
1692575368590,ci39645802,2.29,34.419167,-119.195335,1.14
1692573980770,ci39645794,1.81,34.4085,-119.22317,0.78
1692573733730,ci39645786,1.69,34.424835,-119.165,1.35
1692573250520,ci39645770,1.7,34.430832,-119.211,1.48
1692572934130,ci39645754,1.89,34.44,-119.18017,1.25
1692572909140,ci39645746,1.67,34.4175,-119.1785,3.17
1692572823120,ci39645738,1.8,34.41617,-119.205666,1.3
1692572705760,ci39645730,1.81,34.421333,-119.167336,2.03
1692572462520,ci39645722,2.04,34.412666,-119.19133,1.22
1692572115060,ci39645714,3.07,34.442665,-119.159164,1.21
1692572064680,ci39645706,1.86,34.428333,-119.182,0.69
1692571969630,ci39645698,2.91,34.422832,-119.164665,2.11
1692571861980,ci39645690,1.65,34.41567,-119.204834,1.27
1692571403080,ci39645682,1.74,34.419834,-119.19783,1.23
1692571198820,ci39645674,1.96,34.41567,-119.20517,4.33
1692571158490,ci39645666,1.98,34.421165,-119.1905,1.89
1692571115200,ci39645658,2.05,34.428,-119.170166,0.96
1692570555720,ci39645650,1.81,34.389,-119.19033,7.06
1692570257090,ci39645642,2.11,34.424168,-119.18767,2.07
1692570185100,ci39645634,2.78,34.438,-119.18633,2.03
1692569896380,ci39645626,3.94,34.411835,-119.19217,9.79
1692569772560,ci39645618,2.48,34.42317,-119.1855,0.68
1692569735620,ci39645602,2.66,34.4255,-119.182,1.67
1692569622880,ci39645594,1.67,34.422165,-119.201164,3.13
1692569332590,ci39645586,3.66,34.432167,-119.168,1.63
1692569237750,ci39645570,2.39,34.446667,-119.15366,4.42
1692569233080,ci39645562,2.38,34.417,-119.19683,2.89
1692569101500,ci39645554,2.52,34.42267,-119.19183,7.6
1692569090770,ci37528565,1.59,34.4065,-119.2,2.24
1692569086360,ci39645546,1.61,34.4355,-119.19217,2.49
1692569055180,ci39645538,1.55,34.41733,-119.20367,3.15
1692568972920,ci37528557,1.55,34.413834,-119.19984,1.9
1692568947790,ci39645530,1.81,34.413334,-119.192,1.26
1692568890390,ci39645522,2.13,34.417667,-119.199165,4.5
1692568670160,ci37528549,1.87,34.409832,-119.2035,2.75
1692568631490,ci39645514,2.02,34.419834,-119.181335,2.42
1692568600330,ci37528541,1.73,34.429333,-119.18867,2.62
1692568561800,ci39645490,2.54,34.409332,-119.182335,10.05
1692568542300,ci39645506,3.25,34.429,-119.1715,2.0
1692568431070,ci39645482,1.8,34.406666,-119.196,3.34
1692568385270,ci39645474,1.96,34.425667,-119.19483,2.64
1692568374420,ci37528533,1.87,34.412167,-119.20133,2.54
1692568364910,ci39645466,1.67,34.4165,-119.209335,1.28
1692568351200,ci39645458,1.73,34.4245,-119.1985,3.42
1692568304950,ci39645450,1.93,34.437,-119.1705,2.66
1692568285690,ci37528525,1.59,34.41733,-119.195,2.75
1692568208640,ci37528517,1.83,34.428,-119.193,-0.25
1692568197540,ci39645442,2.25,34.4195,-119.179665,6.29
1692568067010,ci37566364,2.81,34.444168,-119.18733,1.37
1692568053710,ci39645434,3.23,34.414665,-119.1945,6.14
1692568048890,ci39645418,2.29,34.421165,-119.176834,5.2
1692568005230,ci39645410,2.88,34.419167,-119.18967,0.94
1692567926350,ci39645402,3.52,34.427334,-119.18217,2.08
1692567786750,ci39645394,3.04,34.4245,-119.194336,2.12
1692567766530,ci37565916,2.73,34.443,-119.19967,0.81
