Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.08166,0.0,1.0,0.0,0.0,0.06546,1.0E-5,0.06389
2.6,0.06446,0.0,1.0,0.0,0.0,0.05251,1.0E-5,0.05079
2.7,0.05157,0.0,1.0,0.0,0.0,0.04254,1.0E-5,0.0409
2.8,0.04113,0.0,1.0,0.0,0.0,0.03403,1.0E-5,0.03255
2.9,0.03274,0.0,1.0,0.0,0.0,0.02732,1.0E-5,0.026
3.0,0.02635,0.0,0.0,0.0,0.0,0.02195,1.0E-5,0.02079
3.1,0.02089,0.0,0.0,0.0,0.0,0.01743,1.0E-5,0.01624
3.2,0.01648,0.0,0.0,0.0,0.0,0.01381,1.0E-5,0.01286
3.3,0.01306,0.0,0.0,0.0,0.0,0.01098,1.0E-5,0.01012
3.4,0.01019,0.0,0.0,0.0,0.0,0.0086,1.0E-5,0.00788
3.5,0.00813,0.0,0.0,0.0,0.0,0.00693,1.0E-5,0.00631
3.6,0.00637,0.0,0.0,0.0,0.0,0.00546,1.0E-5,0.00497
3.7,0.00493,0.0,0.0,0.0,0.0,0.00416,1.0E-5,0.00383
3.8,0.00398,0.0,0.0,0.0,0.0,0.00337,1.0E-5,0.00306
3.9,0.00329,0.0,0.0,0.0,0.0,0.00276,1.0E-5,0.0025
4.0,0.00262,0.0,0.0,0.0,0.0,0.00221,1.0E-5,0.00198
4.1,0.00211,0.0,0.0,0.0,0.0,0.00176,1.0E-5,0.00157
4.2,0.00168,0.0,0.0,0.0,0.0,0.00141,1.0E-5,0.00127
4.3,0.00142,0.0,0.0,0.0,0.0,0.00118,1.0E-5,0.00104
4.4,0.00113,0.0,0.0,0.0,0.0,9.5E-4,1.0E-5,8.1E-4
4.5,9.5E-4,0.0,0.0,0.0,0.0,7.8E-4,1.0E-5,6.5E-4
4.6,7.8E-4,0.0,0.0,0.0,0.0,6.7E-4,1.0E-5,5.4E-4
4.7,6.5E-4,0.0,0.0,0.0,0.0,5.7E-4,1.0E-5,4.7E-4
4.8,5.4E-4,0.0,0.0,0.0,0.0,4.6E-4,1.0E-5,3.7E-4
4.9,4.4E-4,0.0,0.0,0.0,0.0,3.9E-4,1.0E-5,3.3E-4
5.0,3.1E-4,0.0,0.0,0.0,0.0,2.7E-4,1.0E-5,2.3E-4
5.1,2.5E-4,0.0,0.0,0.0,0.0,2.1E-4,1.0E-5,1.8E-4
5.2,2.0E-4,0.0,0.0,0.0,0.0,1.7E-4,1.0E-5,1.4E-4
5.3,1.5E-4,0.0,0.0,0.0,0.0,1.2E-4,1.0E-5,9.0E-5
5.4,1.5E-4,0.0,0.0,0.0,0.0,1.2E-4,1.0E-5,9.0E-5
5.5,1.5E-4,0.0,0.0,0.0,0.0,1.2E-4,1.0E-5,9.0E-5
5.6,1.3E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-5,7.0E-5
5.7,1.1E-4,0.0,0.0,0.0,0.0,8.0E-5,1.0E-5,5.0E-5
5.8,7.0E-5,0.0,0.0,0.0,0.0,6.0E-5,1.0E-5,4.0E-5
5.9,4.0E-5,0.0,0.0,0.0,0.0,3.0E-5,1.0E-5,1.0E-5
6.0,3.0E-5,0.0,0.0,0.0,0.0,2.0E-5,1.0E-5,0.0
6.1,3.0E-5,0.0,0.0,0.0,0.0,2.0E-5,1.0E-5,0.0
6.2,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,1.0E-5,0.0
6.3,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,1.0E-5,0.0
6.4,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
6.5,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
6.6,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
6.7,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
6.8,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
6.9,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.0,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.2,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.3,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
