Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,1.49787,0.0,5.0,1.0,1.0,0.66696,1.1E-4,1.08544
2.6,1.19102,0.0,4.0,1.0,0.0,0.58415,1.1E-4,0.86392
2.7,0.94523,0.0,4.0,1.0,0.0,0.50346,1.1E-4,0.68532
2.8,0.75024,0.0,3.0,0.0,0.0,0.42704,1.1E-4,0.5437
2.9,0.59476,0.0,3.0,0.0,0.0,0.35946,1.1E-4,0.43138
3.0,0.47319,0.0,2.0,0.0,0.0,0.29908,1.1E-4,0.34285
3.1,0.37474,0.0,2.0,0.0,0.0,0.24746,1.1E-4,0.27147
3.2,0.2981,0.0,2.0,0.0,0.0,0.20293,1.1E-4,0.21596
3.3,0.23672,0.0,2.0,0.0,0.0,0.1655,1.1E-4,0.17098
3.4,0.18794,0.0,1.0,0.0,0.0,0.13481,1.1E-4,0.13601
3.5,0.1488,0.0,1.0,0.0,0.0,0.10886,1.1E-4,0.10756
3.6,0.11757,0.0,1.0,0.0,0.0,0.08753,1.1E-4,0.08477
3.7,0.09271,0.0,1.0,0.0,0.0,0.07064,1.1E-4,0.06751
3.8,0.07355,0.0,1.0,0.0,0.0,0.05681,1.1E-4,0.05364
3.9,0.05944,0.0,1.0,0.0,0.0,0.04613,1.1E-4,0.04315
4.0,0.0473,0.0,1.0,0.0,0.0,0.03745,1.1E-4,0.03455
4.1,0.03751,0.0,1.0,0.0,0.0,0.03013,1.1E-4,0.02739
4.2,0.03002,0.0,0.0,0.0,0.0,0.02427,1.1E-4,0.02186
4.3,0.02412,0.0,0.0,0.0,0.0,0.01964,1.1E-4,0.01757
4.4,0.01896,0.0,0.0,0.0,0.0,0.01569,1.1E-4,0.01381
4.5,0.01534,0.0,0.0,0.0,0.0,0.0127,1.1E-4,0.01103
4.6,0.01214,0.0,0.0,0.0,0.0,0.0102,1.1E-4,0.00883
4.7,0.00969,0.0,0.0,0.0,0.0,0.00827,1.1E-4,0.00713
4.8,0.00801,0.0,0.0,0.0,0.0,0.00684,1.1E-4,0.00584
4.9,0.00631,0.0,0.0,0.0,0.0,0.00537,1.1E-4,0.00459
5.0,0.00491,0.0,0.0,0.0,0.0,0.00417,1.1E-4,0.00361
5.1,0.00387,0.0,0.0,0.0,0.0,0.00326,1.1E-4,0.00279
5.2,0.00293,0.0,0.0,0.0,0.0,0.00249,1.1E-4,0.00213
5.3,0.00229,0.0,0.0,0.0,0.0,0.00195,1.1E-4,0.00163
5.4,0.00172,0.0,0.0,0.0,0.0,0.00143,1.1E-4,0.00116
5.5,0.00131,0.0,0.0,0.0,0.0,0.00108,1.1E-4,8.7E-4
5.6,0.00101,0.0,0.0,0.0,0.0,8.7E-4,1.1E-4,7.2E-4
5.7,7.2E-4,0.0,0.0,0.0,0.0,6.3E-4,1.1E-4,4.8E-4
5.8,5.9E-4,0.0,0.0,0.0,0.0,5.3E-4,1.1E-4,4.0E-4
5.9,4.3E-4,0.0,0.0,0.0,0.0,3.9E-4,1.1E-4,2.8E-4
6.0,3.3E-4,0.0,0.0,0.0,0.0,3.1E-4,1.1E-4,2.1E-4
6.1,1.9E-4,0.0,0.0,0.0,0.0,1.7E-4,8.0E-5,9.0E-5
6.2,1.5E-4,0.0,0.0,0.0,0.0,1.4E-4,7.0E-5,7.0E-5
6.3,1.3E-4,0.0,0.0,0.0,0.0,1.2E-4,7.0E-5,6.0E-5
6.4,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,5.0E-5,3.0E-5
6.5,6.0E-5,0.0,0.0,0.0,0.0,6.0E-5,5.0E-5,3.0E-5
6.6,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,3.0E-5
6.7,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,3.0E-5
6.8,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,3.0E-5
6.9,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,3.0E-5
7.0,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,3.0E-5
7.1,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,3.0E-5
7.2,4.0E-5,0.0,0.0,0.0,0.0,4.0E-5,4.0E-5,2.0E-5
7.3,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,2.0E-5
7.4,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,2.0E-5
7.5,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
7.6,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,1.0E-5
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
